datetime,timezone,water_level(ft below land surface),source,status,comment
2018-01-26 07:00:00,-06:00,328.06,usgs nwis,D,
2018-01-26 06:00:00,-06:00,328.08,usgs nwis,D,
2018-01-26 05:00:00,-06:00,328.08,usgs nwis,D,
2018-01-26 03:00:00,-06:00,328.07,usgs nwis,D,
2018-01-26 02:00:00,-06:00,328.08,usgs nwis,D,
2018-01-26 01:00:00,-06:00,328.05,usgs nwis,D,
2018-01-26 00:00:00,-06:00,328.02,usgs nwis,D,
2018-01-25 23:00:00,-06:00,328.01,usgs nwis,D,
2018-01-25 22:00:00,-06:00,328.03,usgs nwis,D,
2018-01-25 21:00:00,-06:00,328.04,usgs nwis,D,
2018-01-25 19:00:00,-06:00,328.05,usgs nwis,D,
2018-01-25 18:00:00,-06:00,328.06,usgs nwis,D,
2018-01-25 17:00:00,-06:00,328.06,usgs nwis,D,
2018-01-25 15:00:00,-06:00,328.08,usgs nwis,D,
2018-01-25 14:00:00,-06:00,327.99,usgs nwis,D,
2018-01-25 13:00:00,-06:00,327.94,usgs nwis,D,
2018-01-25 11:00:00,-06:00,327.76,usgs nwis,D,
2018-01-25 10:00:00,-06:00,327.72,usgs nwis,D,
2018-01-25 09:00:00,-06:00,327.72,usgs nwis,D,
2018-01-25 07:00:00,-06:00,327.70,usgs nwis,D,
2018-01-25 06:00:00,-06:00,327.68,usgs nwis,D,
2018-01-25 05:00:00,-06:00,327.64,usgs nwis,D,
2018-01-25 03:00:00,-06:00,327.54,usgs nwis,D,
2018-01-25 02:00:00,-06:00,327.50,usgs nwis,D,
2018-01-25 01:00:00,-06:00,327.49,usgs nwis,D,
2018-01-25 00:00:00,-06:00,327.49,usgs nwis,D,
2018-01-24 23:00:00,-06:00,327.48,usgs nwis,D,
2018-01-24 22:00:00,-06:00,327.48,usgs nwis,D,
2018-01-24 21:00:00,-06:00,327.49,usgs nwis,D,
2018-01-24 19:00:00,-06:00,327.47,usgs nwis,D,
2018-01-24 18:00:00,-06:00,327.48,usgs nwis,D,
2018-01-24 17:00:00,-06:00,327.47,usgs nwis,D,
2018-01-24 15:00:00,-06:00,327.47,usgs nwis,D,
2018-01-24 14:00:00,-06:00,327.42,usgs nwis,D,
2018-01-24 13:00:00,-06:00,327.41,usgs nwis,D,
2018-01-24 11:00:00,-06:00,327.36,usgs nwis,D,
2018-01-24 10:00:00,-06:00,327.36,usgs nwis,D,
2018-01-24 09:00:00,-06:00,327.38,usgs nwis,D,
2018-01-24 07:00:00,-06:00,327.45,usgs nwis,D,
2018-01-24 06:00:00,-06:00,327.45,usgs nwis,D,
2018-01-24 05:00:00,-06:00,327.48,usgs nwis,D,
2018-01-24 03:00:00,-06:00,327.51,usgs nwis,D,
2018-01-24 02:00:00,-06:00,327.53,usgs nwis,D,
2018-01-24 01:00:00,-06:00,327.54,usgs nwis,D,
2018-01-24 00:00:00,-06:00,327.54,usgs nwis,D,
2018-01-23 23:00:00,-06:00,327.56,usgs nwis,D,
2018-01-23 22:00:00,-06:00,327.59,usgs nwis,D,
2018-01-23 21:00:00,-06:00,327.60,usgs nwis,D,
2018-01-23 19:00:00,-06:00,327.62,usgs nwis,D,
2018-01-23 18:00:00,-06:00,327.67,usgs nwis,D,
2018-01-23 17:00:00,-06:00,327.68,usgs nwis,D,
2018-01-23 15:00:00,-06:00,327.69,usgs nwis,D,
2018-01-23 14:00:00,-06:00,327.68,usgs nwis,D,
2018-01-23 13:00:00,-06:00,327.67,usgs nwis,D,
2018-01-23 11:00:00,-06:00,327.62,usgs nwis,D,
2018-01-23 10:00:00,-06:00,327.61,usgs nwis,D,
2018-01-23 09:00:00,-06:00,327.63,usgs nwis,D,
2018-01-23 07:00:00,-06:00,327.68,usgs nwis,D,
2018-01-23 06:00:00,-06:00,327.71,usgs nwis,D,
2018-01-23 05:00:00,-06:00,327.72,usgs nwis,D,
2018-01-23 03:00:00,-06:00,327.75,usgs nwis,D,
2018-01-23 02:00:00,-06:00,327.77,usgs nwis,D,
2018-01-23 01:00:00,-06:00,327.78,usgs nwis,D,
2018-01-23 00:00:00,-06:00,327.78,usgs nwis,D,
2018-01-22 23:00:00,-06:00,327.79,usgs nwis,D,
2018-01-22 22:00:00,-06:00,327.81,usgs nwis,D,
2018-01-22 21:00:00,-06:00,327.83,usgs nwis,D,
2018-01-22 19:00:00,-06:00,327.87,usgs nwis,D,
2018-01-22 18:00:00,-06:00,327.89,usgs nwis,D,
2018-01-22 17:00:00,-06:00,327.90,usgs nwis,D,
2018-01-22 15:00:00,-06:00,327.95,usgs nwis,D,
2018-01-22 14:00:00,-06:00,327.95,usgs nwis,D,
2018-01-22 13:00:00,-06:00,327.93,usgs nwis,D,
2018-01-22 11:00:00,-06:00,327.89,usgs nwis,D,
2018-01-22 10:00:00,-06:00,327.92,usgs nwis,D,
2018-01-22 09:00:00,-06:00,327.93,usgs nwis,D,
2018-01-22 07:00:00,-06:00,327.99,usgs nwis,D,
2018-01-22 06:00:00,-06:00,328.02,usgs nwis,D,
2018-01-22 05:00:00,-06:00,328.06,usgs nwis,D,
2018-01-22 03:00:00,-06:00,328.09,usgs nwis,D,
2018-01-22 02:00:00,-06:00,328.07,usgs nwis,D,
2018-01-22 01:00:00,-06:00,328.08,usgs nwis,D,
2018-01-22 00:00:00,-06:00,328.09,usgs nwis,D,
2018-01-21 23:00:00,-06:00,328.12,usgs nwis,D,
2018-01-21 22:00:00,-06:00,328.09,usgs nwis,D,
2018-01-21 21:00:00,-06:00,328.11,usgs nwis,D,
2018-01-21 19:00:00,-06:00,328.11,usgs nwis,D,
2018-01-21 18:00:00,-06:00,328.13,usgs nwis,D,
2018-01-21 17:00:00,-06:00,328.14,usgs nwis,D,
2018-01-21 15:00:00,-06:00,328.14,usgs nwis,D,
2018-01-21 14:00:00,-06:00,328.15,usgs nwis,D,
2018-01-21 13:00:00,-06:00,328.16,usgs nwis,D,
2018-01-21 11:00:00,-06:00,328.09,usgs nwis,D,
2018-01-21 10:00:00,-06:00,328.07,usgs nwis,D,
2018-01-21 09:00:00,-06:00,328.09,usgs nwis,D,
2018-01-21 07:00:00,-06:00,328.13,usgs nwis,D,
2018-01-21 06:00:00,-06:00,328.13,usgs nwis,D,
2018-01-21 05:00:00,-06:00,328.15,usgs nwis,D,
2018-01-21 03:00:00,-06:00,328.15,usgs nwis,D,
2018-01-21 02:00:00,-06:00,328.14,usgs nwis,D,
2018-01-21 01:00:00,-06:00,328.11,usgs nwis,D,
2018-01-21 00:00:00,-06:00,328.11,usgs nwis,D,
2018-01-20 23:00:00,-06:00,328.13,usgs nwis,D,
2018-01-20 22:00:00,-06:00,328.13,usgs nwis,D,
2018-01-20 21:00:00,-06:00,328.14,usgs nwis,D,
2018-01-20 19:00:00,-06:00,328.13,usgs nwis,D,
2018-01-20 18:00:00,-06:00,328.17,usgs nwis,D,
2018-01-20 17:00:00,-06:00,328.18,usgs nwis,D,
2018-01-20 15:00:00,-06:00,328.19,usgs nwis,D,
2018-01-20 14:00:00,-06:00,328.18,usgs nwis,D,
2018-01-20 13:00:00,-06:00,328.17,usgs nwis,D,
2018-01-20 11:00:00,-06:00,328.09,usgs nwis,D,
2018-01-20 10:00:00,-06:00,328.10,usgs nwis,D,
2018-01-20 09:00:00,-06:00,328.11,usgs nwis,D,
2018-01-20 07:00:00,-06:00,328.14,usgs nwis,D,
2018-01-20 06:00:00,-06:00,328.17,usgs nwis,D,
2018-01-20 05:00:00,-06:00,328.15,usgs nwis,D,
2018-01-20 03:00:00,-06:00,328.20,usgs nwis,D,
2018-01-20 02:00:00,-06:00,328.21,usgs nwis,D,
2018-01-20 01:00:00,-06:00,328.20,usgs nwis,D,
2018-01-20 00:00:00,-06:00,328.17,usgs nwis,D,
2018-01-19 23:00:00,-06:00,328.15,usgs nwis,D,
2018-01-19 22:00:00,-06:00,328.14,usgs nwis,D,
2018-01-19 21:00:00,-06:00,328.15,usgs nwis,D,
2018-01-19 19:00:00,-06:00,328.15,usgs nwis,D,
2018-01-19 18:00:00,-06:00,328.14,usgs nwis,D,
2018-01-19 17:00:00,-06:00,328.13,usgs nwis,D,
2018-01-19 15:00:00,-06:00,328.19,usgs nwis,D,
2018-01-19 14:00:00,-06:00,328.16,usgs nwis,D,
2018-01-19 13:00:00,-06:00,328.11,usgs nwis,D,
2018-01-19 11:00:00,-06:00,328.03,usgs nwis,D,
2018-01-19 10:00:00,-06:00,328.05,usgs nwis,D,
2018-01-19 09:00:00,-06:00,328.03,usgs nwis,D,
2018-01-19 07:00:00,-06:00,328.04,usgs nwis,D,
2018-01-19 06:00:00,-06:00,328.05,usgs nwis,D,
2018-01-19 05:00:00,-06:00,328.04,usgs nwis,D,
2018-01-19 03:00:00,-06:00,328.05,usgs nwis,D,
2018-01-19 02:00:00,-06:00,328.05,usgs nwis,D,
2018-01-19 01:00:00,-06:00,328.03,usgs nwis,D,
2018-01-19 00:00:00,-06:00,328.01,usgs nwis,D,
2018-01-18 23:00:00,-06:00,327.98,usgs nwis,D,
2018-01-18 22:00:00,-06:00,327.95,usgs nwis,D,
2018-01-18 21:00:00,-06:00,327.95,usgs nwis,D,
2018-01-18 19:00:00,-06:00,327.94,usgs nwis,D,
2018-01-18 18:00:00,-06:00,327.92,usgs nwis,D,
2018-01-18 17:00:00,-06:00,327.92,usgs nwis,D,
2018-01-18 15:00:00,-06:00,327.93,usgs nwis,D,
2018-01-18 14:00:00,-06:00,327.90,usgs nwis,D,
2018-01-18 13:00:00,-06:00,327.88,usgs nwis,D,
2018-01-18 11:00:00,-06:00,327.79,usgs nwis,D,
2018-01-18 10:00:00,-06:00,327.79,usgs nwis,D,
2018-01-18 09:00:00,-06:00,327.80,usgs nwis,D,
2018-01-18 07:00:00,-06:00,327.82,usgs nwis,D,
2018-01-18 06:00:00,-06:00,327.82,usgs nwis,D,
2018-01-18 05:00:00,-06:00,327.86,usgs nwis,D,
2018-01-18 03:00:00,-06:00,327.84,usgs nwis,D,
2018-01-18 02:00:00,-06:00,327.87,usgs nwis,D,
2018-01-18 01:00:00,-06:00,327.87,usgs nwis,D,
2018-01-18 00:00:00,-06:00,327.84,usgs nwis,D,
2018-01-17 23:00:00,-06:00,327.83,usgs nwis,D,
2018-01-17 22:00:00,-06:00,327.84,usgs nwis,D,
2018-01-17 21:00:00,-06:00,327.84,usgs nwis,D,
2018-01-17 19:00:00,-06:00,327.81,usgs nwis,D,
2018-01-17 18:00:00,-06:00,327.83,usgs nwis,D,
2018-01-17 17:00:00,-06:00,327.84,usgs nwis,D,
2018-01-17 15:00:00,-06:00,327.86,usgs nwis,D,
2018-01-17 14:00:00,-06:00,327.87,usgs nwis,D,
2018-01-17 13:00:00,-06:00,327.85,usgs nwis,D,
2018-01-17 11:00:00,-06:00,327.80,usgs nwis,D,
2018-01-17 10:00:00,-06:00,327.81,usgs nwis,D,
2018-01-17 09:00:00,-06:00,327.82,usgs nwis,D,
2018-01-17 07:00:00,-06:00,327.87,usgs nwis,D,
2018-01-17 06:00:00,-06:00,327.88,usgs nwis,D,
2018-01-17 05:00:00,-06:00,327.88,usgs nwis,D,
2018-01-17 03:00:00,-06:00,327.97,usgs nwis,D,
2018-01-17 02:00:00,-06:00,327.99,usgs nwis,D,
2018-01-17 01:00:00,-06:00,327.99,usgs nwis,D,
2018-01-17 00:00:00,-06:00,328.00,usgs nwis,D,
2018-01-16 23:00:00,-06:00,327.99,usgs nwis,D,
2018-01-16 22:00:00,-06:00,328.00,usgs nwis,D,
2018-01-16 21:00:00,-06:00,328.02,usgs nwis,D,
2018-01-16 19:00:00,-06:00,328.02,usgs nwis,D,
2018-01-16 18:00:00,-06:00,328.00,usgs nwis,D,
2018-01-16 17:00:00,-06:00,327.97,usgs nwis,D,
2018-01-16 15:00:00,-06:00,327.96,usgs nwis,D,
2018-01-16 14:00:00,-06:00,327.94,usgs nwis,D,
2018-01-16 13:00:00,-06:00,327.94,usgs nwis,D,
2018-01-16 11:00:00,-06:00,327.92,usgs nwis,D,
2018-01-16 10:00:00,-06:00,327.93,usgs nwis,D,
2018-01-16 09:00:00,-06:00,327.97,usgs nwis,D,
2018-01-16 07:00:00,-06:00,328.05,usgs nwis,D,
2018-01-16 06:00:00,-06:00,328.09,usgs nwis,D,
2018-01-16 05:00:00,-06:00,328.14,usgs nwis,D,
2018-01-16 03:00:00,-06:00,328.24,usgs nwis,D,
2018-01-16 02:00:00,-06:00,328.27,usgs nwis,D,
2018-01-16 01:00:00,-06:00,328.32,usgs nwis,D,
2018-01-16 00:00:00,-06:00,328.36,usgs nwis,D,
2018-01-15 23:00:00,-06:00,328.40,usgs nwis,D,
2018-01-15 22:00:00,-06:00,328.39,usgs nwis,D,
2018-01-15 21:00:00,-06:00,328.39,usgs nwis,D,
2018-01-15 19:00:00,-06:00,328.42,usgs nwis,D,
2018-01-15 18:00:00,-06:00,328.48,usgs nwis,D,
2018-01-15 17:00:00,-06:00,328.50,usgs nwis,D,
2018-01-15 15:00:00,-06:00,328.51,usgs nwis,D,
2018-01-15 14:00:00,-06:00,328.50,usgs nwis,D,
2018-01-15 13:00:00,-06:00,328.49,usgs nwis,D,
2018-01-15 11:00:00,-06:00,328.43,usgs nwis,D,
2018-01-15 10:00:00,-06:00,328.43,usgs nwis,D,
2018-01-15 09:00:00,-06:00,328.43,usgs nwis,D,
2018-01-15 07:00:00,-06:00,328.48,usgs nwis,D,
2018-01-15 06:00:00,-06:00,328.49,usgs nwis,D,
2018-01-15 05:00:00,-06:00,328.49,usgs nwis,D,
2018-01-15 03:00:00,-06:00,328.48,usgs nwis,D,
2018-01-15 02:00:00,-06:00,328.48,usgs nwis,D,
2018-01-15 01:00:00,-06:00,328.46,usgs nwis,D,
2018-01-15 00:00:00,-06:00,328.45,usgs nwis,D,
2018-01-14 23:00:00,-06:00,328.44,usgs nwis,D,
2018-01-14 22:00:00,-06:00,328.43,usgs nwis,D,
2018-01-14 21:00:00,-06:00,328.44,usgs nwis,D,
2018-01-14 19:00:00,-06:00,328.46,usgs nwis,D,
2018-01-14 18:00:00,-06:00,328.45,usgs nwis,D,
2018-01-14 17:00:00,-06:00,328.47,usgs nwis,D,
2018-01-14 15:00:00,-06:00,328.46,usgs nwis,D,
2018-01-14 14:00:00,-06:00,328.46,usgs nwis,D,
2018-01-14 13:00:00,-06:00,328.41,usgs nwis,D,
2018-01-14 11:00:00,-06:00,328.35,usgs nwis,D,
2018-01-14 10:00:00,-06:00,328.33,usgs nwis,D,
2018-01-14 09:00:00,-06:00,328.36,usgs nwis,D,
2018-01-14 07:00:00,-06:00,328.37,usgs nwis,D,
2018-01-14 06:00:00,-06:00,328.38,usgs nwis,D,
2018-01-14 05:00:00,-06:00,328.39,usgs nwis,D,
2018-01-14 03:00:00,-06:00,328.43,usgs nwis,D,
2018-01-14 02:00:00,-06:00,328.41,usgs nwis,D,
2018-01-14 01:00:00,-06:00,328.41,usgs nwis,D,
2018-01-14 00:00:00,-06:00,328.41,usgs nwis,D,
2018-01-13 23:00:00,-06:00,328.39,usgs nwis,D,
2018-01-13 22:00:00,-06:00,328.41,usgs nwis,D,
2018-01-13 21:00:00,-06:00,328.43,usgs nwis,D,
2018-01-13 19:00:00,-06:00,328.45,usgs nwis,D,
2018-01-13 18:00:00,-06:00,328.47,usgs nwis,D,
2018-01-13 17:00:00,-06:00,328.50,usgs nwis,D,
2018-01-13 15:00:00,-06:00,328.48,usgs nwis,D,
2018-01-13 14:00:00,-06:00,328.49,usgs nwis,D,
2018-01-13 13:00:00,-06:00,328.48,usgs nwis,D,
2018-01-13 11:00:00,-06:00,328.40,usgs nwis,D,
2018-01-13 10:00:00,-06:00,328.35,usgs nwis,D,
2018-01-13 09:00:00,-06:00,328.28,usgs nwis,D,
2018-01-13 07:00:00,-06:00,328.25,usgs nwis,D,
2018-01-13 06:00:00,-06:00,328.24,usgs nwis,D,
2018-01-13 05:00:00,-06:00,328.33,usgs nwis,D,
2018-01-13 03:00:00,-06:00,328.38,usgs nwis,D,
2018-01-13 02:00:00,-06:00,328.39,usgs nwis,D,
2018-01-13 01:00:00,-06:00,328.41,usgs nwis,D,
2018-01-13 00:00:00,-06:00,328.44,usgs nwis,D,
2018-01-12 23:00:00,-06:00,328.45,usgs nwis,D,
2018-01-12 22:00:00,-06:00,328.45,usgs nwis,D,
2018-01-12 21:00:00,-06:00,328.49,usgs nwis,D,
2018-01-12 19:00:00,-06:00,328.57,usgs nwis,D,
2018-01-12 18:00:00,-06:00,328.59,usgs nwis,D,
2018-01-12 17:00:00,-06:00,328.60,usgs nwis,D,
2018-01-12 15:00:00,-06:00,328.64,usgs nwis,D,
2018-01-12 14:00:00,-06:00,328.64,usgs nwis,D,
2018-01-12 13:00:00,-06:00,328.64,usgs nwis,D,
2018-01-12 11:00:00,-06:00,328.60,usgs nwis,D,
2018-01-12 10:00:00,-06:00,328.61,usgs nwis,D,
2018-01-12 09:00:00,-06:00,328.63,usgs nwis,D,
2018-01-12 07:00:00,-06:00,328.69,usgs nwis,D,
2018-01-12 06:00:00,-06:00,328.71,usgs nwis,D,
2018-01-12 05:00:00,-06:00,328.76,usgs nwis,D,
2018-01-12 03:00:00,-06:00,328.81,usgs nwis,D,
2018-01-12 02:00:00,-06:00,328.83,usgs nwis,D,
2018-01-12 01:00:00,-06:00,328.84,usgs nwis,D,
2018-01-12 00:00:00,-06:00,328.87,usgs nwis,D,
2018-01-11 23:00:00,-06:00,328.91,usgs nwis,D,
2018-01-11 22:00:00,-06:00,328.95,usgs nwis,D,
2018-01-11 21:00:00,-06:00,328.97,usgs nwis,D,
2018-01-11 19:00:00,-06:00,329.02,usgs nwis,D,
2018-01-11 18:00:00,-06:00,329.04,usgs nwis,D,
2018-01-11 17:00:00,-06:00,329.09,usgs nwis,D,
2018-01-11 15:00:00,-06:00,329.21,usgs nwis,D,
2018-01-11 14:00:00,-06:00,329.20,usgs nwis,D,
2018-01-11 13:00:00,-06:00,329.24,usgs nwis,D,
2018-01-11 11:00:00,-06:00,329.19,usgs nwis,D,
2018-01-11 10:00:00,-06:00,329.19,usgs nwis,D,
2018-01-11 09:00:00,-06:00,329.22,usgs nwis,D,
2018-01-11 07:00:00,-06:00,329.26,usgs nwis,D,
2018-01-11 06:00:00,-06:00,329.27,usgs nwis,D,
2018-01-11 05:00:00,-06:00,329.27,usgs nwis,D,
2018-01-11 03:00:00,-06:00,329.29,usgs nwis,D,
2018-01-11 02:00:00,-06:00,329.28,usgs nwis,D,
2018-01-11 01:00:00,-06:00,329.33,usgs nwis,D,
2018-01-11 00:00:00,-06:00,329.31,usgs nwis,D,
2018-01-10 23:00:00,-06:00,329.30,usgs nwis,D,
2018-01-10 22:00:00,-06:00,329.32,usgs nwis,D,
2018-01-10 21:00:00,-06:00,329.34,usgs nwis,D,
2018-01-10 19:00:00,-06:00,329.32,usgs nwis,D,
2018-01-10 18:00:00,-06:00,329.31,usgs nwis,D,
2018-01-10 17:00:00,-06:00,329.29,usgs nwis,D,
2018-01-10 15:00:00,-06:00,329.27,usgs nwis,D,
2018-01-10 14:00:00,-06:00,329.24,usgs nwis,D,
2018-01-10 13:00:00,-06:00,329.20,usgs nwis,D,
2018-01-10 11:00:00,-06:00,329.15,usgs nwis,D,
2018-01-10 10:00:00,-06:00,329.15,usgs nwis,D,
2018-01-10 09:00:00,-06:00,329.17,usgs nwis,D,
2018-01-10 07:00:00,-06:00,329.20,usgs nwis,D,
2018-01-10 06:00:00,-06:00,329.24,usgs nwis,D,
2018-01-10 05:00:00,-06:00,329.33,usgs nwis,D,
2018-01-10 03:00:00,-06:00,329.23,usgs nwis,D,
2018-01-10 02:00:00,-06:00,329.22,usgs nwis,D,
2018-01-10 01:00:00,-06:00,329.22,usgs nwis,D,
2018-01-10 00:00:00,-06:00,329.22,usgs nwis,D,
2018-01-09 23:00:00,-06:00,329.23,usgs nwis,D,
2018-01-09 22:00:00,-06:00,329.23,usgs nwis,D,
2018-01-09 21:00:00,-06:00,329.24,usgs nwis,D,
2018-01-09 19:00:00,-06:00,329.23,usgs nwis,D,
2018-01-09 18:00:00,-06:00,329.24,usgs nwis,D,
2018-01-09 17:00:00,-06:00,329.27,usgs nwis,D,
2018-01-09 15:00:00,-06:00,329.26,usgs nwis,D,
2018-01-09 14:00:00,-06:00,329.29,usgs nwis,D,
2018-01-09 13:00:00,-06:00,329.24,usgs nwis,D,
2018-01-09 11:00:00,-06:00,329.23,usgs nwis,D,
