datetime,timezone,water_level(ft below land surface),source,status,comment
2017-12-29 22:00:00,-06:00,96.07,usgs nwis,D,
2017-12-29 21:00:00,-06:00,96.07,usgs nwis,D,
2017-12-29 20:00:00,-06:00,96.07,usgs nwis,D,
2017-12-29 19:00:00,-06:00,96.06,usgs nwis,D,
2017-12-29 18:00:00,-06:00,96.06,usgs nwis,D,
2017-12-29 17:00:00,-06:00,96.07,usgs nwis,D,
2017-12-29 16:00:00,-06:00,96.07,usgs nwis,D,
2017-12-29 15:00:00,-06:00,96.08,usgs nwis,D,
2017-12-29 14:00:00,-06:00,96.10,usgs nwis,D,
2017-12-29 13:00:00,-06:00,96.12,usgs nwis,D,
2017-12-29 12:00:00,-06:00,96.16,usgs nwis,D,
2017-12-29 11:00:00,-06:00,96.17,usgs nwis,D,
2017-12-29 10:00:00,-06:00,96.17,usgs nwis,D,
2017-12-29 09:00:00,-06:00,96.18,usgs nwis,D,
2017-12-29 08:00:00,-06:00,96.17,usgs nwis,D,
2017-12-29 07:00:00,-06:00,96.18,usgs nwis,D,
2017-12-29 06:00:00,-06:00,96.20,usgs nwis,D,
2017-12-29 05:00:00,-06:00,96.19,usgs nwis,D,
2017-12-29 04:00:00,-06:00,96.20,usgs nwis,D,
2017-12-29 03:00:00,-06:00,96.22,usgs nwis,D,
2017-12-29 02:00:00,-06:00,96.24,usgs nwis,D,
2017-12-29 01:00:00,-06:00,96.28,usgs nwis,D,
2017-12-29 00:00:00,-06:00,96.33,usgs nwis,D,
2017-12-28 23:00:00,-06:00,96.36,usgs nwis,D,
2017-12-28 22:00:00,-06:00,96.37,usgs nwis,D,
2017-12-28 21:00:00,-06:00,96.37,usgs nwis,D,
2017-12-28 20:00:00,-06:00,96.36,usgs nwis,D,
2017-12-28 19:00:00,-06:00,96.34,usgs nwis,D,
2017-12-28 18:00:00,-06:00,96.33,usgs nwis,D,
2017-12-28 17:00:00,-06:00,96.34,usgs nwis,D,
2017-12-28 16:00:00,-06:00,96.34,usgs nwis,D,
2017-12-28 15:00:00,-06:00,96.35,usgs nwis,D,
2017-12-28 14:00:00,-06:00,96.35,usgs nwis,D,
2017-12-28 13:00:00,-06:00,96.37,usgs nwis,D,
2017-12-28 12:00:00,-06:00,96.39,usgs nwis,D,
2017-12-28 11:00:00,-06:00,96.41,usgs nwis,D,
2017-12-28 10:00:00,-06:00,96.41,usgs nwis,D,
2017-12-28 09:00:00,-06:00,96.41,usgs nwis,D,
2017-12-28 08:00:00,-06:00,96.42,usgs nwis,D,
2017-12-28 07:00:00,-06:00,96.42,usgs nwis,D,
2017-12-28 06:00:00,-06:00,96.42,usgs nwis,D,
2017-12-28 05:00:00,-06:00,96.44,usgs nwis,D,
2017-12-28 04:00:00,-06:00,96.46,usgs nwis,D,
2017-12-28 03:00:00,-06:00,96.48,usgs nwis,D,
2017-12-28 02:00:00,-06:00,96.48,usgs nwis,D,
2017-12-28 01:00:00,-06:00,96.49,usgs nwis,D,
2017-12-28 00:00:00,-06:00,96.48,usgs nwis,D,
2017-12-27 23:00:00,-06:00,96.48,usgs nwis,D,
2017-12-27 22:00:00,-06:00,96.47,usgs nwis,D,
2017-12-27 21:00:00,-06:00,96.46,usgs nwis,D,
2017-12-27 20:00:00,-06:00,96.45,usgs nwis,D,
2017-12-27 19:00:00,-06:00,96.46,usgs nwis,D,
2017-12-27 18:00:00,-06:00,96.46,usgs nwis,D,
2017-12-27 17:00:00,-06:00,96.45,usgs nwis,D,
2017-12-27 16:00:00,-06:00,96.45,usgs nwis,D,
2017-12-27 15:00:00,-06:00,96.43,usgs nwis,D,
2017-12-27 14:00:00,-06:00,96.43,usgs nwis,D,
2017-12-27 13:00:00,-06:00,96.44,usgs nwis,D,
2017-12-27 12:00:00,-06:00,96.47,usgs nwis,D,
2017-12-27 11:00:00,-06:00,96.48,usgs nwis,D,
2017-12-27 10:00:00,-06:00,96.49,usgs nwis,D,
2017-12-27 09:00:00,-06:00,96.48,usgs nwis,D,
2017-12-27 08:00:00,-06:00,96.45,usgs nwis,D,
2017-12-27 07:00:00,-06:00,96.44,usgs nwis,D,
2017-12-27 06:00:00,-06:00,96.42,usgs nwis,D,
2017-12-27 05:00:00,-06:00,96.41,usgs nwis,D,
2017-12-27 04:00:00,-06:00,96.41,usgs nwis,D,
2017-12-27 03:00:00,-06:00,96.41,usgs nwis,D,
2017-12-27 02:00:00,-06:00,96.42,usgs nwis,D,
2017-12-27 01:00:00,-06:00,96.43,usgs nwis,D,
2017-12-27 00:00:00,-06:00,96.42,usgs nwis,D,
2017-12-26 23:00:00,-06:00,96.43,usgs nwis,D,
2017-12-26 22:00:00,-06:00,96.42,usgs nwis,D,
2017-12-26 21:00:00,-06:00,96.40,usgs nwis,D,
2017-12-26 20:00:00,-06:00,96.38,usgs nwis,D,
2017-12-26 19:00:00,-06:00,96.36,usgs nwis,D,
2017-12-26 18:00:00,-06:00,96.34,usgs nwis,D,
2017-12-26 17:00:00,-06:00,96.33,usgs nwis,D,
2017-12-26 16:00:00,-06:00,96.34,usgs nwis,D,
2017-12-26 15:00:00,-06:00,96.35,usgs nwis,D,
2017-12-26 14:00:00,-06:00,96.36,usgs nwis,D,
2017-12-26 13:00:00,-06:00,96.37,usgs nwis,D,
2017-12-26 12:00:00,-06:00,96.39,usgs nwis,D,
2017-12-26 11:00:00,-06:00,96.40,usgs nwis,D,
2017-12-26 10:00:00,-06:00,96.40,usgs nwis,D,
2017-12-26 09:00:00,-06:00,96.39,usgs nwis,D,
2017-12-26 08:00:00,-06:00,96.37,usgs nwis,D,
2017-12-26 07:00:00,-06:00,96.36,usgs nwis,D,
2017-12-26 06:00:00,-06:00,96.35,usgs nwis,D,
2017-12-26 05:00:00,-06:00,96.35,usgs nwis,D,
2017-12-26 04:00:00,-06:00,96.38,usgs nwis,D,
2017-12-26 03:00:00,-06:00,96.39,usgs nwis,D,
2017-12-26 02:00:00,-06:00,96.41,usgs nwis,D,
2017-12-26 01:00:00,-06:00,96.44,usgs nwis,D,
2017-12-26 00:00:00,-06:00,96.46,usgs nwis,D,
2017-12-25 23:00:00,-06:00,96.49,usgs nwis,D,
2017-12-25 22:00:00,-06:00,96.50,usgs nwis,D,
2017-12-25 21:00:00,-06:00,96.51,usgs nwis,D,
2017-12-25 20:00:00,-06:00,96.53,usgs nwis,D,
2017-12-25 19:00:00,-06:00,96.53,usgs nwis,D,
2017-12-25 18:00:00,-06:00,96.54,usgs nwis,D,
2017-12-25 17:00:00,-06:00,96.55,usgs nwis,D,
2017-12-25 16:00:00,-06:00,96.56,usgs nwis,D,
2017-12-25 15:00:00,-06:00,96.57,usgs nwis,D,
2017-12-25 14:00:00,-06:00,96.57,usgs nwis,D,
2017-12-25 13:00:00,-06:00,96.60,usgs nwis,D,
2017-12-25 12:00:00,-06:00,96.64,usgs nwis,D,
2017-12-25 11:00:00,-06:00,96.66,usgs nwis,D,
2017-12-25 10:00:00,-06:00,96.68,usgs nwis,D,
2017-12-25 09:00:00,-06:00,96.69,usgs nwis,D,
2017-12-25 08:00:00,-06:00,96.69,usgs nwis,D,
2017-12-25 07:00:00,-06:00,96.69,usgs nwis,D,
2017-12-25 06:00:00,-06:00,96.71,usgs nwis,D,
2017-12-25 05:00:00,-06:00,96.73,usgs nwis,D,
2017-12-25 04:00:00,-06:00,96.75,usgs nwis,D,
2017-12-25 03:00:00,-06:00,96.76,usgs nwis,D,
2017-12-25 02:00:00,-06:00,96.77,usgs nwis,D,
2017-12-25 01:00:00,-06:00,96.78,usgs nwis,D,
2017-12-25 00:00:00,-06:00,96.79,usgs nwis,D,
2017-12-24 23:00:00,-06:00,96.81,usgs nwis,D,
2017-12-24 22:00:00,-06:00,96.82,usgs nwis,D,
2017-12-24 21:00:00,-06:00,96.84,usgs nwis,D,
2017-12-24 20:00:00,-06:00,96.83,usgs nwis,D,
2017-12-24 19:00:00,-06:00,96.82,usgs nwis,D,
2017-12-24 18:00:00,-06:00,96.82,usgs nwis,D,
2017-12-24 17:00:00,-06:00,96.82,usgs nwis,D,
2017-12-24 16:00:00,-06:00,96.83,usgs nwis,D,
2017-12-24 15:00:00,-06:00,96.82,usgs nwis,D,
2017-12-24 14:00:00,-06:00,96.82,usgs nwis,D,
2017-12-24 13:00:00,-06:00,96.83,usgs nwis,D,
2017-12-24 12:00:00,-06:00,96.86,usgs nwis,D,
2017-12-24 11:00:00,-06:00,96.87,usgs nwis,D,
2017-12-24 10:00:00,-06:00,96.87,usgs nwis,D,
2017-12-24 09:00:00,-06:00,96.86,usgs nwis,D,
2017-12-24 08:00:00,-06:00,96.86,usgs nwis,D,
2017-12-24 07:00:00,-06:00,96.87,usgs nwis,D,
2017-12-24 06:00:00,-06:00,96.90,usgs nwis,D,
2017-12-24 05:00:00,-06:00,96.92,usgs nwis,D,
2017-12-24 04:00:00,-06:00,96.94,usgs nwis,D,
2017-12-24 03:00:00,-06:00,96.94,usgs nwis,D,
2017-12-24 02:00:00,-06:00,96.96,usgs nwis,D,
2017-12-24 01:00:00,-06:00,96.98,usgs nwis,D,
2017-12-24 00:00:00,-06:00,97.01,usgs nwis,D,
2017-12-23 23:00:00,-06:00,97.04,usgs nwis,D,
2017-12-23 22:00:00,-06:00,97.05,usgs nwis,D,
2017-12-23 21:00:00,-06:00,97.06,usgs nwis,D,
2017-12-23 20:00:00,-06:00,97.06,usgs nwis,D,
2017-12-23 19:00:00,-06:00,97.08,usgs nwis,D,
2017-12-23 18:00:00,-06:00,97.10,usgs nwis,D,
2017-12-23 17:00:00,-06:00,97.12,usgs nwis,D,
2017-12-23 16:00:00,-06:00,97.16,usgs nwis,D,
2017-12-23 15:00:00,-06:00,97.19,usgs nwis,D,
2017-12-23 14:00:00,-06:00,97.23,usgs nwis,D,
2017-12-23 13:00:00,-06:00,97.26,usgs nwis,D,
2017-12-23 12:00:00,-06:00,97.29,usgs nwis,D,
2017-12-23 11:00:00,-06:00,97.33,usgs nwis,D,
2017-12-23 10:00:00,-06:00,97.32,usgs nwis,D,
2017-12-23 09:00:00,-06:00,97.30,usgs nwis,D,
2017-12-23 08:00:00,-06:00,97.29,usgs nwis,D,
2017-12-23 07:00:00,-06:00,97.27,usgs nwis,D,
2017-12-23 06:00:00,-06:00,97.25,usgs nwis,D,
2017-12-23 05:00:00,-06:00,97.29,usgs nwis,D,
2017-12-23 04:00:00,-06:00,97.34,usgs nwis,D,
2017-12-23 03:00:00,-06:00,97.38,usgs nwis,D,
2017-12-23 02:00:00,-06:00,97.40,usgs nwis,D,
2017-12-23 01:00:00,-06:00,97.41,usgs nwis,D,
2017-12-23 00:00:00,-06:00,97.41,usgs nwis,D,
2017-12-22 23:00:00,-06:00,97.40,usgs nwis,D,
2017-12-22 22:00:00,-06:00,97.40,usgs nwis,D,
2017-12-22 21:00:00,-06:00,97.41,usgs nwis,D,
2017-12-22 19:00:00,-06:00,97.44,usgs nwis,D,
2017-12-22 18:00:00,-06:00,97.43,usgs nwis,D,
2017-12-22 17:00:00,-06:00,97.45,usgs nwis,D,
2017-12-22 16:00:00,-06:00,97.46,usgs nwis,D,
2017-12-22 15:00:00,-06:00,97.50,usgs nwis,D,
2017-12-22 14:00:00,-06:00,97.52,usgs nwis,D,
2017-12-22 13:00:00,-06:00,97.55,usgs nwis,D,
2017-12-22 12:00:00,-06:00,97.58,usgs nwis,D,
2017-12-22 11:00:00,-06:00,97.62,usgs nwis,D,
2017-12-22 10:00:00,-06:00,97.64,usgs nwis,D,
2017-12-22 09:00:00,-06:00,97.66,usgs nwis,D,
2017-12-22 08:00:00,-06:00,97.70,usgs nwis,D,
2017-12-22 07:00:00,-06:00,97.74,usgs nwis,D,
2017-12-22 06:00:00,-06:00,97.78,usgs nwis,D,
2017-12-22 05:00:00,-06:00,97.83,usgs nwis,D,
2017-12-22 04:00:00,-06:00,97.89,usgs nwis,D,
2017-12-22 03:00:00,-06:00,97.92,usgs nwis,D,
2017-12-22 02:00:00,-06:00,97.93,usgs nwis,D,
2017-12-22 01:00:00,-06:00,97.91,usgs nwis,D,
2017-12-22 00:00:00,-06:00,97.92,usgs nwis,D,
2017-12-21 23:00:00,-06:00,97.95,usgs nwis,D,
2017-12-21 22:00:00,-06:00,97.96,usgs nwis,D,
2017-12-21 21:00:00,-06:00,97.98,usgs nwis,D,
2017-12-21 20:00:00,-06:00,98.02,usgs nwis,D,
2017-12-21 19:00:00,-06:00,98.07,usgs nwis,D,
2017-12-21 18:00:00,-06:00,98.14,usgs nwis,D,
2017-12-21 17:00:00,-06:00,98.22,usgs nwis,D,
2017-12-21 16:00:00,-06:00,98.34,usgs nwis,D,
2017-12-21 15:00:00,-06:00,98.50,usgs nwis,D,
2017-12-21 14:00:00,-06:00,98.64,usgs nwis,D,
2017-12-21 13:00:00,-06:00,98.79,usgs nwis,D,
2017-12-21 12:00:00,-06:00,98.96,usgs nwis,D,
2017-12-21 11:00:00,-06:00,99.03,usgs nwis,D,
2017-12-21 10:00:00,-06:00,99.09,usgs nwis,D,
2017-12-21 09:00:00,-06:00,99.28,usgs nwis,D,
2017-12-21 08:00:00,-06:00,99.32,usgs nwis,D,
2017-12-21 07:00:00,-06:00,99.31,usgs nwis,D,
2017-12-21 06:00:00,-06:00,99.31,usgs nwis,D,
2017-12-21 05:00:00,-06:00,99.32,usgs nwis,D,
2017-12-21 04:00:00,-06:00,99.34,usgs nwis,D,
2017-12-21 03:00:00,-06:00,99.37,usgs nwis,D,
2017-12-21 02:00:00,-06:00,99.38,usgs nwis,D,
2017-12-21 01:00:00,-06:00,99.40,usgs nwis,D,
2017-12-21 00:00:00,-06:00,99.42,usgs nwis,D,
2017-12-20 23:00:00,-06:00,99.44,usgs nwis,D,
2017-12-20 22:00:00,-06:00,99.42,usgs nwis,D,
2017-12-20 21:00:00,-06:00,99.40,usgs nwis,D,
2017-12-20 20:00:00,-06:00,99.39,usgs nwis,D,
2017-12-20 19:00:00,-06:00,99.38,usgs nwis,D,
2017-12-20 18:00:00,-06:00,99.38,usgs nwis,D,
2017-12-20 17:00:00,-06:00,99.39,usgs nwis,D,
2017-12-20 16:00:00,-06:00,99.41,usgs nwis,D,
2017-12-20 15:00:00,-06:00,99.43,usgs nwis,D,
2017-12-20 14:00:00,-06:00,99.43,usgs nwis,D,
2017-12-20 13:00:00,-06:00,99.44,usgs nwis,D,
2017-12-20 12:00:00,-06:00,99.43,usgs nwis,D,
2017-12-20 11:00:00,-06:00,99.47,usgs nwis,D,
2017-12-20 10:00:00,-06:00,99.46,usgs nwis,D,
2017-12-20 09:00:00,-06:00,99.47,usgs nwis,D,
2017-12-20 08:00:00,-06:00,99.48,usgs nwis,D,
2017-12-20 07:00:00,-06:00,99.49,usgs nwis,D,
2017-12-20 06:00:00,-06:00,99.50,usgs nwis,D,
2017-12-20 05:00:00,-06:00,99.52,usgs nwis,D,
2017-12-20 04:00:00,-06:00,99.54,usgs nwis,D,
2017-12-20 03:00:00,-06:00,99.56,usgs nwis,D,
2017-12-20 02:00:00,-06:00,99.58,usgs nwis,D,
2017-12-20 01:00:00,-06:00,99.59,usgs nwis,D,
2017-12-20 00:00:00,-06:00,99.60,usgs nwis,D,
2017-12-19 23:00:00,-06:00,99.61,usgs nwis,D,
2017-12-19 22:00:00,-06:00,99.60,usgs nwis,D,
2017-12-19 21:00:00,-06:00,99.59,usgs nwis,D,
2017-12-19 20:00:00,-06:00,99.58,usgs nwis,D,
2017-12-19 19:00:00,-06:00,99.58,usgs nwis,D,
2017-12-19 18:00:00,-06:00,99.57,usgs nwis,D,
2017-12-19 17:00:00,-06:00,99.59,usgs nwis,D,
2017-12-19 16:00:00,-06:00,99.62,usgs nwis,D,
2017-12-19 15:00:00,-06:00,99.66,usgs nwis,D,
2017-12-19 14:00:00,-06:00,99.73,usgs nwis,D,
2017-12-19 13:00:00,-06:00,99.82,usgs nwis,D,
2017-12-19 12:00:00,-06:00,99.92,usgs nwis,D,
2017-12-19 11:00:00,-06:00,100.05,usgs nwis,D,
2017-12-19 10:00:00,-06:00,100.21,usgs nwis,D,
2017-12-19 09:00:00,-06:00,100.40,usgs nwis,D,
2017-12-19 08:00:00,-06:00,100.38,usgs nwis,D,
2017-12-19 07:00:00,-06:00,100.26,usgs nwis,D,
2017-12-19 06:00:00,-06:00,100.14,usgs nwis,D,
2017-12-19 05:00:00,-06:00,99.97,usgs nwis,D,
2017-12-19 04:00:00,-06:00,99.78,usgs nwis,D,
2017-12-19 03:00:00,-06:00,99.60,usgs nwis,D,
2017-12-19 02:00:00,-06:00,99.62,usgs nwis,D,
2017-12-19 01:00:00,-06:00,99.67,usgs nwis,D,
2017-12-19 00:00:00,-06:00,99.72,usgs nwis,D,
2017-12-18 23:00:00,-06:00,99.74,usgs nwis,D,
2017-12-18 22:00:00,-06:00,99.75,usgs nwis,D,
2017-12-18 21:00:00,-06:00,99.73,usgs nwis,D,
2017-12-18 20:00:00,-06:00,99.71,usgs nwis,D,
2017-12-18 19:00:00,-06:00,99.68,usgs nwis,D,
2017-12-18 18:00:00,-06:00,99.67,usgs nwis,D,
2017-12-18 17:00:00,-06:00,99.67,usgs nwis,D,
2017-12-18 16:00:00,-06:00,99.67,usgs nwis,D,
2017-12-18 15:00:00,-06:00,99.69,usgs nwis,D,
2017-12-18 14:00:00,-06:00,99.70,usgs nwis,D,
2017-12-18 13:00:00,-06:00,99.78,usgs nwis,D,
2017-12-18 12:00:00,-06:00,99.78,usgs nwis,D,
2017-12-18 11:00:00,-06:00,99.80,usgs nwis,D,
2017-12-18 10:00:00,-06:00,99.80,usgs nwis,D,
2017-12-18 09:00:00,-06:00,99.78,usgs nwis,D,
2017-12-18 08:00:00,-06:00,99.77,usgs nwis,D,
2017-12-18 07:00:00,-06:00,99.75,usgs nwis,D,
2017-12-18 06:00:00,-06:00,99.76,usgs nwis,D,
2017-12-18 05:00:00,-06:00,99.76,usgs nwis,D,
2017-12-18 04:00:00,-06:00,99.78,usgs nwis,D,
2017-12-18 03:00:00,-06:00,99.80,usgs nwis,D,
2017-12-18 02:00:00,-06:00,99.82,usgs nwis,D,
2017-12-18 01:00:00,-06:00,99.84,usgs nwis,D,
2017-12-18 00:00:00,-06:00,99.86,usgs nwis,D,
2017-12-17 23:00:00,-06:00,99.87,usgs nwis,D,
2017-12-17 22:00:00,-06:00,99.86,usgs nwis,D,
2017-12-17 21:00:00,-06:00,99.87,usgs nwis,D,
2017-12-17 20:00:00,-06:00,99.87,usgs nwis,D,
2017-12-17 19:00:00,-06:00,99.85,usgs nwis,D,
2017-12-17 18:00:00,-06:00,99.84,usgs nwis,D,
2017-12-17 17:00:00,-06:00,99.85,usgs nwis,D,
2017-12-17 16:00:00,-06:00,99.87,usgs nwis,D,
2017-12-17 15:00:00,-06:00,99.88,usgs nwis,D,
2017-12-17 14:00:00,-06:00,99.90,usgs nwis,D,
2017-12-17 13:00:00,-06:00,99.90,usgs nwis,D,
2017-12-17 12:00:00,-06:00,99.91,usgs nwis,D,
2017-12-17 11:00:00,-06:00,99.91,usgs nwis,D,
2017-12-17 10:00:00,-06:00,99.91,usgs nwis,D,
2017-12-17 09:00:00,-06:00,99.87,usgs nwis,D,
2017-12-17 08:00:00,-06:00,99.83,usgs nwis,D,
2017-12-17 07:00:00,-06:00,99.81,usgs nwis,D,
2017-12-17 06:00:00,-06:00,99.80,usgs nwis,D,
2017-12-17 05:00:00,-06:00,99.81,usgs nwis,D,
2017-12-17 04:00:00,-06:00,99.82,usgs nwis,D,
2017-12-17 03:00:00,-06:00,99.83,usgs nwis,D,
2017-12-17 02:00:00,-06:00,99.84,usgs nwis,D,
2017-12-17 01:00:00,-06:00,99.86,usgs nwis,D,
2017-12-17 00:00:00,-06:00,99.89,usgs nwis,D,
2017-12-16 23:00:00,-06:00,99.90,usgs nwis,D,
2017-12-16 22:00:00,-06:00,99.94,usgs nwis,D,
2017-12-16 21:00:00,-06:00,99.92,usgs nwis,D,
2017-12-16 20:00:00,-06:00,99.94,usgs nwis,D,
2017-12-16 19:00:00,-06:00,99.93,usgs nwis,D,
2017-12-16 18:00:00,-06:00,99.94,usgs nwis,D,
2017-12-16 17:00:00,-06:00,99.98,usgs nwis,D,
2017-12-16 16:00:00,-06:00,100.02,usgs nwis,D,
2017-12-16 15:00:00,-06:00,100.08,usgs nwis,D,
2017-12-16 14:00:00,-06:00,100.12,usgs nwis,D,
2017-12-16 13:00:00,-06:00,100.17,usgs nwis,D,
2017-12-16 12:00:00,-06:00,100.22,usgs nwis,D,
2017-12-16 11:00:00,-06:00,100.20,usgs nwis,D,
2017-12-16 10:00:00,-06:00,100.17,usgs nwis,D,
2017-12-16 09:00:00,-06:00,100.15,usgs nwis,D,
2017-12-16 08:00:00,-06:00,100.13,usgs nwis,D,
2017-12-16 07:00:00,-06:00,100.10,usgs nwis,D,
2017-12-16 06:00:00,-06:00,100.07,usgs nwis,D,
2017-12-16 05:00:00,-06:00,100.07,usgs nwis,D,
2017-12-16 04:00:00,-06:00,100.11,usgs nwis,D,
2017-12-16 03:00:00,-06:00,100.15,usgs nwis,D,
2017-12-16 02:00:00,-06:00,100.18,usgs nwis,D,
2017-12-16 01:00:00,-06:00,100.22,usgs nwis,D,
2017-12-16 00:00:00,-06:00,100.25,usgs nwis,D,
2017-12-15 23:00:00,-06:00,100.27,usgs nwis,D,
2017-12-15 22:00:00,-06:00,100.28,usgs nwis,D,
2017-12-15 21:00:00,-06:00,100.30,usgs nwis,D,
2017-12-15 20:00:00,-06:00,100.31,usgs nwis,D,
2017-12-15 19:00:00,-06:00,100.32,usgs nwis,D,
2017-12-15 18:00:00,-06:00,100.32,usgs nwis,D,
2017-12-15 17:00:00,-06:00,100.33,usgs nwis,D,
2017-12-15 16:00:00,-06:00,100.33,usgs nwis,D,
2017-12-15 15:00:00,-06:00,100.35,usgs nwis,D,
2017-12-15 14:00:00,-06:00,100.40,usgs nwis,D,
2017-12-15 13:00:00,-06:00,100.43,usgs nwis,D,
2017-12-15 12:00:00,-06:00,100.45,usgs nwis,D,
2017-12-15 11:00:00,-06:00,100.49,usgs nwis,D,
2017-12-15 10:00:00,-06:00,100.49,usgs nwis,D,
2017-12-15 09:00:00,-06:00,100.50,usgs nwis,D,
