datetime,timezone,water_level(ft below land surface),battery_voltage(v),source,status,comment
2014-01-03 08:00:00,-06:00,189.35,,datalogger,R,
2014-01-03 04:00:00,-06:00,189.27,,datalogger,R,
2014-01-03 00:00:00,-06:00,189.32,,datalogger,R,
2014-01-02 20:00:00,-06:00,189.48,,datalogger,R,
2014-01-02 16:00:00,-06:00,189.51,,datalogger,R,
2014-01-02 12:00:00,-06:00,189.51,,datalogger,R,
2014-01-02 08:00:00,-06:00,189.57,,datalogger,R,
2014-01-02 04:00:00,-06:00,189.44,,datalogger,R,
2014-01-02 00:00:00,-06:00,189.44,,datalogger,R,
2014-01-01 20:00:00,-06:00,189.57,,datalogger,R,
2014-01-01 16:00:00,-06:00,189.54,,datalogger,R,
2014-01-01 12:00:00,-06:00,189.43,,datalogger,R,
2014-01-01 08:00:00,-06:00,189.43,,datalogger,R,
2014-01-01 04:00:00,-06:00,189.32,,datalogger,R,
2014-01-01 00:00:00,-06:00,189.18,,datalogger,R,
2013-12-31 20:00:00,-06:00,189.20,,datalogger,R,
2013-12-31 16:00:00,-06:00,189.15,,datalogger,R,
2013-12-31 12:00:00,-06:00,188.97,,datalogger,R,
2013-12-31 08:00:00,-06:00,188.95,,datalogger,R,
2013-12-31 04:00:00,-06:00,188.86,,datalogger,R,
2013-12-31 00:00:00,-06:00,188.74,,datalogger,R,
2013-12-30 20:00:00,-06:00,188.78,,datalogger,R,
2013-12-30 16:00:00,-06:00,188.81,,datalogger,R,
2013-12-30 12:00:00,-06:00,188.69,,datalogger,R,
2013-12-30 08:00:00,-06:00,188.69,,datalogger,R,
2013-12-30 04:00:00,-06:00,188.63,,datalogger,R,
2013-12-30 00:00:00,-06:00,188.49,,datalogger,R,
2013-12-29 20:00:00,-06:00,188.50,,datalogger,R,
2013-12-29 16:00:00,-06:00,188.50,,datalogger,R,
2013-12-29 12:00:00,-06:00,188.44,,datalogger,R,
2013-12-29 08:00:00,-06:00,188.48,,datalogger,R,
2013-12-29 04:00:00,-06:00,188.49,,datalogger,R,
2013-12-29 00:00:00,-06:00,188.30,,datalogger,R,
2013-12-28 20:00:00,-06:00,188.27,,datalogger,R,
2013-12-28 16:00:00,-06:00,188.27,,datalogger,R,
2013-12-28 12:00:00,-06:00,188.03,,datalogger,R,
2013-12-28 08:00:00,-06:00,187.97,,datalogger,R,
2013-12-28 04:00:00,-06:00,187.94,,datalogger,R,
