datetime,timezone,water_level(ft below land surface),source,status,comment
2018-01-30 23:30:00,-07:00,65.63,usgs nwis,D,
2018-01-30 23:00:00,-07:00,65.63,usgs nwis,D,
2018-01-30 22:30:00,-07:00,65.63,usgs nwis,D,
2018-01-30 22:00:00,-07:00,65.62,usgs nwis,D,
2018-01-30 21:30:00,-07:00,65.62,usgs nwis,D,
2018-01-30 21:00:00,-07:00,65.61,usgs nwis,D,
2018-01-30 19:00:00,-07:00,65.54,usgs nwis,D,
2018-01-30 18:30:00,-07:00,65.51,usgs nwis,D,
2018-01-30 14:00:00,-07:00,65.71,usgs nwis,D,
2018-01-30 13:30:00,-07:00,65.71,usgs nwis,D,
2018-01-30 13:00:00,-07:00,65.71,usgs nwis,D,
2018-01-30 11:00:00,-07:00,65.74,usgs nwis,D,
2018-01-30 10:30:00,-07:00,65.74,usgs nwis,D,
2018-01-30 10:00:00,-07:00,65.73,usgs nwis,D,
2018-01-30 09:30:00,-07:00,65.74,usgs nwis,D,
2018-01-30 09:00:00,-07:00,65.73,usgs nwis,D,
2018-01-30 07:00:00,-07:00,65.71,usgs nwis,D,
2018-01-30 06:30:00,-07:00,65.71,usgs nwis,D,
2018-01-30 06:00:00,-07:00,65.70,usgs nwis,D,
2018-01-30 05:30:00,-07:00,65.69,usgs nwis,D,
2018-01-30 05:00:00,-07:00,65.69,usgs nwis,D,
2018-01-30 03:00:00,-07:00,65.69,usgs nwis,D,
2018-01-30 02:30:00,-07:00,65.68,usgs nwis,D,
2018-01-30 02:00:00,-07:00,65.68,usgs nwis,D,
2018-01-30 01:30:00,-07:00,65.67,usgs nwis,D,
2018-01-30 01:00:00,-07:00,65.67,usgs nwis,D,
2018-01-30 00:30:00,-07:00,65.66,usgs nwis,D,
2018-01-30 00:00:00,-07:00,65.65,usgs nwis,D,
2018-01-29 23:30:00,-07:00,65.64,usgs nwis,D,
2018-01-29 23:00:00,-07:00,65.62,usgs nwis,D,
2018-01-29 22:30:00,-07:00,65.60,usgs nwis,D,
2018-01-29 22:00:00,-07:00,65.57,usgs nwis,D,
2018-01-29 21:30:00,-07:00,65.55,usgs nwis,D,
2018-01-29 21:00:00,-07:00,65.52,usgs nwis,D,
2018-01-29 19:00:00,-07:00,65.38,usgs nwis,D,
2018-01-29 18:30:00,-07:00,65.33,usgs nwis,D,
2018-01-29 18:00:00,-07:00,65.29,usgs nwis,D,
2018-01-29 15:00:00,-07:00,65.35,usgs nwis,D,
2018-01-29 14:30:00,-07:00,65.34,usgs nwis,D,
2018-01-29 14:00:00,-07:00,65.34,usgs nwis,D,
2018-01-29 13:30:00,-07:00,65.33,usgs nwis,D,
2018-01-29 13:00:00,-07:00,65.33,usgs nwis,D,
2018-01-29 11:00:00,-07:00,65.30,usgs nwis,D,
2018-01-29 10:30:00,-07:00,65.30,usgs nwis,D,
2018-01-29 10:00:00,-07:00,65.29,usgs nwis,D,
2018-01-29 09:30:00,-07:00,65.28,usgs nwis,D,
2018-01-29 09:00:00,-07:00,65.28,usgs nwis,D,
2018-01-29 07:00:00,-07:00,65.22,usgs nwis,D,
2018-01-29 06:30:00,-07:00,65.20,usgs nwis,D,
2018-01-29 06:00:00,-07:00,65.19,usgs nwis,D,
2018-01-29 05:30:00,-07:00,65.17,usgs nwis,D,
2018-01-29 05:00:00,-07:00,65.16,usgs nwis,D,
2018-01-29 03:00:00,-07:00,65.14,usgs nwis,D,
2018-01-29 02:30:00,-07:00,65.13,usgs nwis,D,
2018-01-29 02:00:00,-07:00,65.13,usgs nwis,D,
2018-01-29 01:30:00,-07:00,65.11,usgs nwis,D,
2018-01-29 01:00:00,-07:00,65.10,usgs nwis,D,
2018-01-29 00:30:00,-07:00,65.09,usgs nwis,D,
2018-01-29 00:00:00,-07:00,65.07,usgs nwis,D,
2018-01-28 23:30:00,-07:00,65.05,usgs nwis,D,
2018-01-28 23:00:00,-07:00,65.04,usgs nwis,D,
2018-01-28 22:30:00,-07:00,65.02,usgs nwis,D,
2018-01-28 22:00:00,-07:00,65.00,usgs nwis,D,
2018-01-28 21:30:00,-07:00,64.98,usgs nwis,D,
2018-01-28 21:00:00,-07:00,64.95,usgs nwis,D,
2018-01-28 19:00:00,-07:00,64.84,usgs nwis,D,
2018-01-28 18:30:00,-07:00,64.84,usgs nwis,D,
2018-01-28 14:30:00,-07:00,65.12,usgs nwis,D,
2018-01-28 14:00:00,-07:00,65.11,usgs nwis,D,
2018-01-28 13:30:00,-07:00,65.11,usgs nwis,D,
2018-01-28 13:00:00,-07:00,65.11,usgs nwis,D,
2018-01-28 11:00:00,-07:00,65.10,usgs nwis,D,
2018-01-28 10:30:00,-07:00,65.10,usgs nwis,D,
2018-01-28 10:00:00,-07:00,65.09,usgs nwis,D,
2018-01-28 09:30:00,-07:00,65.08,usgs nwis,D,
2018-01-28 09:00:00,-07:00,65.07,usgs nwis,D,
2018-01-28 07:00:00,-07:00,65.04,usgs nwis,D,
2018-01-28 06:30:00,-07:00,65.03,usgs nwis,D,
2018-01-28 06:00:00,-07:00,65.02,usgs nwis,D,
2018-01-28 05:30:00,-07:00,65.02,usgs nwis,D,
2018-01-28 05:00:00,-07:00,65.01,usgs nwis,D,
2018-01-28 03:00:00,-07:00,65.01,usgs nwis,D,
2018-01-28 02:30:00,-07:00,65.02,usgs nwis,D,
2018-01-28 02:00:00,-07:00,65.01,usgs nwis,D,
2018-01-28 01:30:00,-07:00,65.01,usgs nwis,D,
2018-01-28 01:00:00,-07:00,65.01,usgs nwis,D,
2018-01-28 00:30:00,-07:00,65.01,usgs nwis,D,
2018-01-28 00:00:00,-07:00,65.02,usgs nwis,D,
2018-01-27 23:30:00,-07:00,65.02,usgs nwis,D,
2018-01-27 23:00:00,-07:00,65.02,usgs nwis,D,
2018-01-27 22:30:00,-07:00,65.02,usgs nwis,D,
2018-01-27 22:00:00,-07:00,65.03,usgs nwis,D,
2018-01-27 21:30:00,-07:00,65.02,usgs nwis,D,
2018-01-27 21:00:00,-07:00,65.02,usgs nwis,D,
2018-01-27 19:00:00,-07:00,65.02,usgs nwis,D,
2018-01-27 18:30:00,-07:00,65.01,usgs nwis,D,
2018-01-27 18:00:00,-07:00,65.01,usgs nwis,D,
2018-01-27 17:30:00,-07:00,65.00,usgs nwis,D,
2018-01-27 15:00:00,-07:00,65.16,usgs nwis,D,
2018-01-27 14:30:00,-07:00,65.18,usgs nwis,D,
2018-01-27 14:00:00,-07:00,65.21,usgs nwis,D,
2018-01-27 13:30:00,-07:00,65.24,usgs nwis,D,
2018-01-27 13:00:00,-07:00,65.27,usgs nwis,D,
2018-01-27 11:00:00,-07:00,65.38,usgs nwis,D,
2018-01-27 10:30:00,-07:00,65.41,usgs nwis,D,
2018-01-27 10:00:00,-07:00,65.42,usgs nwis,D,
2018-01-27 09:30:00,-07:00,65.42,usgs nwis,D,
2018-01-27 09:00:00,-07:00,65.42,usgs nwis,D,
2018-01-27 07:00:00,-07:00,65.47,usgs nwis,D,
2018-01-27 06:30:00,-07:00,65.47,usgs nwis,D,
2018-01-27 06:00:00,-07:00,65.48,usgs nwis,D,
2018-01-27 05:30:00,-07:00,65.50,usgs nwis,D,
2018-01-27 05:00:00,-07:00,65.51,usgs nwis,D,
2018-01-27 03:00:00,-07:00,65.59,usgs nwis,D,
2018-01-27 02:30:00,-07:00,65.60,usgs nwis,D,
2018-01-27 02:00:00,-07:00,65.62,usgs nwis,D,
2018-01-27 01:30:00,-07:00,65.64,usgs nwis,D,
2018-01-27 01:00:00,-07:00,65.66,usgs nwis,D,
2018-01-27 00:30:00,-07:00,65.68,usgs nwis,D,
2018-01-27 00:00:00,-07:00,65.69,usgs nwis,D,
2018-01-26 23:30:00,-07:00,65.71,usgs nwis,D,
2018-01-26 23:00:00,-07:00,65.73,usgs nwis,D,
2018-01-26 22:30:00,-07:00,65.74,usgs nwis,D,
2018-01-26 22:00:00,-07:00,65.75,usgs nwis,D,
2018-01-26 21:30:00,-07:00,65.76,usgs nwis,D,
2018-01-26 21:00:00,-07:00,65.78,usgs nwis,D,
2018-01-26 19:00:00,-07:00,65.83,usgs nwis,D,
2018-01-26 18:30:00,-07:00,65.84,usgs nwis,D,
2018-01-26 18:00:00,-07:00,65.85,usgs nwis,D,
2018-01-26 17:30:00,-07:00,65.85,usgs nwis,D,
2018-01-26 17:00:00,-07:00,65.86,usgs nwis,D,
2018-01-26 15:00:00,-07:00,65.91,usgs nwis,D,
2018-01-26 14:30:00,-07:00,65.92,usgs nwis,D,
2018-01-26 14:00:00,-07:00,65.94,usgs nwis,D,
2018-01-26 13:30:00,-07:00,65.94,usgs nwis,D,
2018-01-26 13:00:00,-07:00,65.95,usgs nwis,D,
2018-01-26 11:00:00,-07:00,66.01,usgs nwis,D,
2018-01-26 10:30:00,-07:00,66.02,usgs nwis,D,
2018-01-26 10:00:00,-07:00,66.02,usgs nwis,D,
2018-01-26 09:30:00,-07:00,66.02,usgs nwis,D,
2018-01-26 09:00:00,-07:00,66.02,usgs nwis,D,
2018-01-26 07:00:00,-07:00,66.00,usgs nwis,D,
2018-01-26 06:30:00,-07:00,66.00,usgs nwis,D,
2018-01-26 06:00:00,-07:00,65.99,usgs nwis,D,
2018-01-26 05:30:00,-07:00,65.97,usgs nwis,D,
2018-01-26 05:00:00,-07:00,65.96,usgs nwis,D,
2018-01-26 03:00:00,-07:00,65.71,usgs nwis,D,
2018-01-26 02:30:00,-07:00,65.46,usgs nwis,D,
2018-01-26 02:00:00,-07:00,65.44,usgs nwis,D,
2018-01-26 01:30:00,-07:00,65.41,usgs nwis,D,
2018-01-26 01:00:00,-07:00,65.38,usgs nwis,D,
2018-01-26 00:30:00,-07:00,65.36,usgs nwis,D,
2018-01-26 00:00:00,-07:00,65.33,usgs nwis,D,
2018-01-25 23:30:00,-07:00,65.30,usgs nwis,D,
2018-01-25 23:00:00,-07:00,65.27,usgs nwis,D,
2018-01-25 22:30:00,-07:00,65.25,usgs nwis,D,
2018-01-25 22:00:00,-07:00,65.21,usgs nwis,D,
2018-01-25 21:30:00,-07:00,65.18,usgs nwis,D,
2018-01-25 21:00:00,-07:00,65.15,usgs nwis,D,
2018-01-25 19:00:00,-07:00,65.02,usgs nwis,D,
2018-01-25 18:30:00,-07:00,64.98,usgs nwis,D,
2018-01-25 18:00:00,-07:00,64.94,usgs nwis,D,
2018-01-25 17:30:00,-07:00,64.91,usgs nwis,D,
2018-01-25 17:00:00,-07:00,64.87,usgs nwis,D,
2018-01-25 15:00:00,-07:00,64.71,usgs nwis,D,
2018-01-25 14:30:00,-07:00,64.68,usgs nwis,D,
2018-01-25 14:00:00,-07:00,64.64,usgs nwis,D,
2018-01-25 13:30:00,-07:00,64.60,usgs nwis,D,
2018-01-25 13:00:00,-07:00,64.57,usgs nwis,D,
2018-01-25 11:00:00,-07:00,64.42,usgs nwis,D,
2018-01-25 10:30:00,-07:00,64.38,usgs nwis,D,
2018-01-25 10:00:00,-07:00,64.34,usgs nwis,D,
2018-01-25 09:30:00,-07:00,64.30,usgs nwis,D,
2018-01-25 09:00:00,-07:00,64.25,usgs nwis,D,
2018-01-25 07:00:00,-07:00,64.05,usgs nwis,D,
2018-01-25 06:30:00,-07:00,63.99,usgs nwis,D,
2018-01-25 06:00:00,-07:00,63.95,usgs nwis,D,
2018-01-25 05:30:00,-07:00,63.90,usgs nwis,D,
2018-01-25 05:00:00,-07:00,63.85,usgs nwis,D,
2018-01-25 03:00:00,-07:00,63.63,usgs nwis,D,
2018-01-25 02:30:00,-07:00,63.57,usgs nwis,D,
2018-01-25 02:00:00,-07:00,63.51,usgs nwis,D,
2018-01-25 01:30:00,-07:00,63.46,usgs nwis,D,
2018-01-25 01:00:00,-07:00,63.40,usgs nwis,D,
2018-01-25 00:30:00,-07:00,63.33,usgs nwis,D,
2018-01-25 00:00:00,-07:00,63.27,usgs nwis,D,
2018-01-24 23:30:00,-07:00,63.20,usgs nwis,D,
2018-01-24 23:00:00,-07:00,63.13,usgs nwis,D,
2018-01-24 22:30:00,-07:00,63.06,usgs nwis,D,
2018-01-24 22:00:00,-07:00,63.00,usgs nwis,D,
2018-01-24 21:30:00,-07:00,62.92,usgs nwis,D,
2018-01-24 21:00:00,-07:00,62.84,usgs nwis,D,
2018-01-24 19:00:00,-07:00,62.54,usgs nwis,D,
2018-01-24 18:30:00,-07:00,62.45,usgs nwis,D,
2018-01-24 18:00:00,-07:00,62.36,usgs nwis,D,
2018-01-24 17:30:00,-07:00,62.27,usgs nwis,D,
2018-01-24 17:00:00,-07:00,62.17,usgs nwis,D,
2018-01-24 15:00:00,-07:00,61.78,usgs nwis,D,
2018-01-24 14:30:00,-07:00,61.68,usgs nwis,D,
2018-01-24 14:00:00,-07:00,61.58,usgs nwis,D,
2018-01-24 13:30:00,-07:00,61.47,usgs nwis,D,
2018-01-24 13:00:00,-07:00,61.36,usgs nwis,D,
2018-01-24 11:00:00,-07:00,60.88,usgs nwis,D,
2018-01-24 10:30:00,-07:00,60.75,usgs nwis,D,
2018-01-24 10:00:00,-07:00,60.62,usgs nwis,D,
2018-01-24 09:30:00,-07:00,60.48,usgs nwis,D,
2018-01-24 09:00:00,-07:00,60.32,usgs nwis,D,
2018-01-24 07:00:00,-07:00,59.70,usgs nwis,D,
2018-01-24 06:30:00,-07:00,59.53,usgs nwis,D,
2018-01-24 06:00:00,-07:00,59.36,usgs nwis,D,
2018-01-24 05:30:00,-07:00,59.19,usgs nwis,D,
2018-01-24 05:00:00,-07:00,59.01,usgs nwis,D,
2018-01-24 03:00:00,-07:00,58.36,usgs nwis,D,
2018-01-24 02:30:00,-07:00,58.24,usgs nwis,D,
2018-01-24 02:00:00,-07:00,58.14,usgs nwis,D,
2018-01-24 01:30:00,-07:00,58.07,usgs nwis,D,
2018-01-24 01:00:00,-07:00,58.02,usgs nwis,D,
2018-01-24 00:30:00,-07:00,57.99,usgs nwis,D,
2018-01-24 00:00:00,-07:00,57.95,usgs nwis,D,
2018-01-23 23:30:00,-07:00,57.93,usgs nwis,D,
2018-01-23 23:00:00,-07:00,57.90,usgs nwis,D,
2018-01-23 22:30:00,-07:00,57.86,usgs nwis,D,
2018-01-23 22:00:00,-07:00,57.83,usgs nwis,D,
2018-01-23 21:30:00,-07:00,57.80,usgs nwis,D,
2018-01-23 21:00:00,-07:00,57.77,usgs nwis,D,
2018-01-23 19:00:00,-07:00,57.65,usgs nwis,D,
2018-01-23 18:30:00,-07:00,57.62,usgs nwis,D,
2018-01-23 18:00:00,-07:00,57.59,usgs nwis,D,
2018-01-23 17:30:00,-07:00,57.56,usgs nwis,D,
2018-01-23 17:00:00,-07:00,57.53,usgs nwis,D,
2018-01-23 15:00:00,-07:00,57.43,usgs nwis,D,
2018-01-23 14:30:00,-07:00,57.42,usgs nwis,D,
2018-01-23 14:00:00,-07:00,57.40,usgs nwis,D,
2018-01-23 13:30:00,-07:00,57.38,usgs nwis,D,
2018-01-23 13:00:00,-07:00,57.36,usgs nwis,D,
2018-01-23 11:00:00,-07:00,57.33,usgs nwis,D,
2018-01-23 10:30:00,-07:00,57.34,usgs nwis,D,
2018-01-23 10:00:00,-07:00,57.42,usgs nwis,D,
2018-01-23 09:30:00,-07:00,57.75,usgs nwis,D,
2018-01-23 09:00:00,-07:00,57.75,usgs nwis,D,
2018-01-23 07:00:00,-07:00,57.75,usgs nwis,D,
2018-01-23 06:30:00,-07:00,57.74,usgs nwis,D,
2018-01-23 06:00:00,-07:00,57.74,usgs nwis,D,
2018-01-23 05:30:00,-07:00,57.74,usgs nwis,D,
2018-01-23 05:00:00,-07:00,57.74,usgs nwis,D,
2018-01-23 03:00:00,-07:00,57.73,usgs nwis,D,
2018-01-23 02:30:00,-07:00,57.74,usgs nwis,D,
2018-01-23 02:00:00,-07:00,57.74,usgs nwis,D,
2018-01-23 01:30:00,-07:00,57.73,usgs nwis,D,
2018-01-23 01:00:00,-07:00,57.73,usgs nwis,D,
2018-01-23 00:30:00,-07:00,57.73,usgs nwis,D,
2018-01-23 00:00:00,-07:00,57.72,usgs nwis,D,
2018-01-22 23:30:00,-07:00,57.72,usgs nwis,D,
2018-01-22 23:00:00,-07:00,57.71,usgs nwis,D,
2018-01-22 22:30:00,-07:00,57.71,usgs nwis,D,
2018-01-22 22:00:00,-07:00,57.71,usgs nwis,D,
2018-01-22 21:30:00,-07:00,57.70,usgs nwis,D,
2018-01-22 21:00:00,-07:00,57.70,usgs nwis,D,
2018-01-22 19:00:00,-07:00,57.69,usgs nwis,D,
2018-01-22 18:30:00,-07:00,57.69,usgs nwis,D,
2018-01-22 18:00:00,-07:00,57.69,usgs nwis,D,
2018-01-22 17:30:00,-07:00,57.69,usgs nwis,D,
2018-01-22 17:00:00,-07:00,57.69,usgs nwis,D,
2018-01-22 15:00:00,-07:00,57.68,usgs nwis,D,
2018-01-22 14:30:00,-07:00,57.68,usgs nwis,D,
2018-01-22 14:00:00,-07:00,57.68,usgs nwis,D,
2018-01-22 13:30:00,-07:00,57.67,usgs nwis,D,
2018-01-22 13:00:00,-07:00,57.67,usgs nwis,D,
2018-01-22 11:00:00,-07:00,57.67,usgs nwis,D,
2018-01-22 10:30:00,-07:00,57.67,usgs nwis,D,
2018-01-22 10:00:00,-07:00,57.68,usgs nwis,D,
2018-01-22 09:30:00,-07:00,57.68,usgs nwis,D,
2018-01-22 09:00:00,-07:00,57.68,usgs nwis,D,
2018-01-22 07:00:00,-07:00,57.68,usgs nwis,D,
2018-01-22 06:30:00,-07:00,57.68,usgs nwis,D,
2018-01-22 06:00:00,-07:00,57.68,usgs nwis,D,
2018-01-22 05:30:00,-07:00,57.67,usgs nwis,D,
2018-01-22 05:00:00,-07:00,57.67,usgs nwis,D,
2018-01-22 03:00:00,-07:00,57.67,usgs nwis,D,
2018-01-22 02:30:00,-07:00,57.67,usgs nwis,D,
2018-01-22 02:00:00,-07:00,57.67,usgs nwis,D,
2018-01-22 01:30:00,-07:00,57.67,usgs nwis,D,
2018-01-22 01:00:00,-07:00,57.67,usgs nwis,D,
2018-01-22 00:30:00,-07:00,57.67,usgs nwis,D,
2018-01-22 00:00:00,-07:00,57.66,usgs nwis,D,
2018-01-21 23:30:00,-07:00,57.66,usgs nwis,D,
2018-01-21 23:00:00,-07:00,57.66,usgs nwis,D,
2018-01-21 22:30:00,-07:00,57.66,usgs nwis,D,
2018-01-21 22:00:00,-07:00,57.65,usgs nwis,D,
2018-01-21 21:30:00,-07:00,57.65,usgs nwis,D,
2018-01-21 21:00:00,-07:00,57.64,usgs nwis,D,
2018-01-21 19:00:00,-07:00,57.63,usgs nwis,D,
2018-01-21 18:30:00,-07:00,57.63,usgs nwis,D,
2018-01-21 18:00:00,-07:00,57.63,usgs nwis,D,
2018-01-21 17:30:00,-07:00,57.63,usgs nwis,D,
2018-01-21 17:00:00,-07:00,57.63,usgs nwis,D,
2018-01-21 15:00:00,-07:00,57.62,usgs nwis,D,
2018-01-21 14:30:00,-07:00,57.62,usgs nwis,D,
2018-01-21 14:00:00,-07:00,57.62,usgs nwis,D,
2018-01-21 13:30:00,-07:00,57.62,usgs nwis,D,
2018-01-21 13:00:00,-07:00,57.62,usgs nwis,D,
2018-01-21 11:00:00,-07:00,57.63,usgs nwis,D,
2018-01-21 10:30:00,-07:00,57.62,usgs nwis,D,
2018-01-21 10:00:00,-07:00,57.62,usgs nwis,D,
2018-01-21 09:30:00,-07:00,57.62,usgs nwis,D,
2018-01-21 09:00:00,-07:00,57.62,usgs nwis,D,
2018-01-21 07:00:00,-07:00,57.62,usgs nwis,D,
2018-01-21 06:30:00,-07:00,57.61,usgs nwis,D,
2018-01-21 06:00:00,-07:00,57.62,usgs nwis,D,
2018-01-21 05:30:00,-07:00,57.61,usgs nwis,D,
2018-01-21 05:00:00,-07:00,57.61,usgs nwis,D,
2018-01-21 03:00:00,-07:00,57.60,usgs nwis,D,
2018-01-21 02:30:00,-07:00,57.60,usgs nwis,D,
2018-01-21 02:00:00,-07:00,57.60,usgs nwis,D,
2018-01-21 01:30:00,-07:00,57.59,usgs nwis,D,
2018-01-21 01:00:00,-07:00,57.58,usgs nwis,D,
2018-01-21 00:30:00,-07:00,57.57,usgs nwis,D,
2018-01-21 00:00:00,-07:00,57.57,usgs nwis,D,
2018-01-20 23:30:00,-07:00,57.56,usgs nwis,D,
2018-01-20 23:00:00,-07:00,57.56,usgs nwis,D,
2018-01-20 22:30:00,-07:00,57.55,usgs nwis,D,
2018-01-20 22:00:00,-07:00,57.54,usgs nwis,D,
2018-01-20 21:30:00,-07:00,57.53,usgs nwis,D,
2018-01-20 21:00:00,-07:00,57.52,usgs nwis,D,
2018-01-20 19:00:00,-07:00,57.51,usgs nwis,D,
2018-01-20 18:30:00,-07:00,57.50,usgs nwis,D,
2018-01-20 18:00:00,-07:00,57.50,usgs nwis,D,
2018-01-20 17:30:00,-07:00,57.50,usgs nwis,D,
2018-01-20 17:00:00,-07:00,57.49,usgs nwis,D,
2018-01-20 15:00:00,-07:00,57.46,usgs nwis,D,
2018-01-20 14:30:00,-07:00,57.46,usgs nwis,D,
2018-01-20 14:00:00,-07:00,57.45,usgs nwis,D,
2018-01-20 13:30:00,-07:00,57.44,usgs nwis,D,
2018-01-20 13:00:00,-07:00,57.43,usgs nwis,D,
2018-01-20 11:00:00,-07:00,57.41,usgs nwis,D,
2018-01-20 10:30:00,-07:00,57.41,usgs nwis,D,
2018-01-20 10:00:00,-07:00,57.40,usgs nwis,D,
2018-01-20 09:30:00,-07:00,57.39,usgs nwis,D,
2018-01-20 09:00:00,-07:00,57.39,usgs nwis,D,
2018-01-20 07:00:00,-07:00,57.35,usgs nwis,D,
2018-01-20 06:30:00,-07:00,57.35,usgs nwis,D,
2018-01-20 06:00:00,-07:00,57.35,usgs nwis,D,
2018-01-20 05:30:00,-07:00,57.35,usgs nwis,D,
2018-01-20 05:00:00,-07:00,57.34,usgs nwis,D,
2018-01-20 03:00:00,-07:00,57.33,usgs nwis,D,
2018-01-20 02:30:00,-07:00,57.33,usgs nwis,D,
2018-01-20 02:00:00,-07:00,57.32,usgs nwis,D,
2018-01-20 01:30:00,-07:00,57.32,usgs nwis,D,
2018-01-20 01:00:00,-07:00,57.31,usgs nwis,D,
2018-01-20 00:30:00,-07:00,57.31,usgs nwis,D,
2018-01-20 00:00:00,-07:00,57.30,usgs nwis,D,
2018-01-19 23:30:00,-07:00,57.30,usgs nwis,D,
2018-01-19 23:00:00,-07:00,57.29,usgs nwis,D,
2018-01-19 22:30:00,-07:00,57.29,usgs nwis,D,
2018-01-19 22:00:00,-07:00,57.28,usgs nwis,D,
2018-01-19 21:30:00,-07:00,57.28,usgs nwis,D,
2018-01-19 21:00:00,-07:00,57.27,usgs nwis,D,
2018-01-19 19:00:00,-07:00,57.25,usgs nwis,D,
2018-01-19 18:30:00,-07:00,57.25,usgs nwis,D,
2018-01-19 18:00:00,-07:00,57.24,usgs nwis,D,
2018-01-19 17:30:00,-07:00,57.24,usgs nwis,D,
2018-01-19 17:00:00,-07:00,57.24,usgs nwis,D,
2018-01-19 15:00:00,-07:00,57.24,usgs nwis,D,
2018-01-19 14:30:00,-07:00,57.25,usgs nwis,D,
2018-01-19 14:00:00,-07:00,57.24,usgs nwis,D,
2018-01-19 13:30:00,-07:00,57.24,usgs nwis,D,
2018-01-19 13:00:00,-07:00,57.25,usgs nwis,D,
2018-01-19 11:00:00,-07:00,57.27,usgs nwis,D,
2018-01-19 10:30:00,-07:00,57.28,usgs nwis,D,
2018-01-19 10:00:00,-07:00,57.28,usgs nwis,D,
2018-01-19 09:30:00,-07:00,57.28,usgs nwis,D,
2018-01-19 09:00:00,-07:00,57.28,usgs nwis,D,
2018-01-19 07:00:00,-07:00,57.30,usgs nwis,D,
2018-01-19 06:30:00,-07:00,57.31,usgs nwis,D,
2018-01-19 06:00:00,-07:00,57.32,usgs nwis,D,
2018-01-19 05:30:00,-07:00,57.33,usgs nwis,D,
2018-01-19 05:00:00,-07:00,57.34,usgs nwis,D,
2018-01-19 03:00:00,-07:00,57.38,usgs nwis,D,
2018-01-19 02:30:00,-07:00,57.39,usgs nwis,D,
2018-01-19 02:00:00,-07:00,57.40,usgs nwis,D,
2018-01-19 01:30:00,-07:00,57.41,usgs nwis,D,
2018-01-19 01:00:00,-07:00,57.42,usgs nwis,D,
2018-01-19 00:30:00,-07:00,57.42,usgs nwis,D,
2018-01-19 00:00:00,-07:00,57.43,usgs nwis,D,
2018-01-18 23:30:00,-07:00,57.43,usgs nwis,D,
2018-01-18 23:00:00,-07:00,57.44,usgs nwis,D,
2018-01-18 22:30:00,-07:00,57.44,usgs nwis,D,
2018-01-18 22:00:00,-07:00,57.44,usgs nwis,D,
2018-01-18 21:30:00,-07:00,57.44,usgs nwis,D,
2018-01-18 21:00:00,-07:00,57.44,usgs nwis,D,
2018-01-18 19:00:00,-07:00,57.44,usgs nwis,D,
2018-01-18 18:30:00,-07:00,57.44,usgs nwis,D,
2018-01-18 18:00:00,-07:00,57.43,usgs nwis,D,
2018-01-18 17:30:00,-07:00,57.43,usgs nwis,D,
2018-01-18 17:00:00,-07:00,57.44,usgs nwis,D,
