POINTID,GRID_CODE,x_center,y_center
110,78.82748413,-102.27668271500,36.47474184980
111,74.50936890,-102.25317124700,36.47586582110
112,65.08038330,-102.22965901000,36.47698557800
113,58.14615250,-102.20614600500,36.47810112020
114,60.85636520,-102.18263223500,36.47921244750
115,65.36490631,-102.15911770400,36.48031955980
116,89.39114380,-102.13560241300,36.48142245680
117,100.92896271,-102.11208636600,36.48252113850
118,108.97977448,-102.08856956600,36.48361560460
119,118.06048584,-102.06505201600,36.48470585500
120,126.57600403,-102.04153371800,36.48579188950
121,128.80361938,-102.01801467500,36.48687370790
122,127.20989227,-101.99449489000,36.48795131000
123,132.06057739,-101.97097436700,36.48902469570
124,139.02810669,-101.94745310700,36.49009386480
125,142.60008240,-101.92393111400,36.49115881710
126,142.65583801,-101.90040839100,36.49221955240
127,133.27075195,-101.87688494000,36.49327607070
128,123.64701843,-101.85336076400,36.49432837160
129,128.46206665,-101.82983586700,36.49537645510
130,139.35644531,-101.80631025000,36.49642032100
131,151.20045471,-101.78278391800,36.49745996910
132,161.95353699,-101.75925687200,36.49849539930
133,178.97808838,-103.02688182700,36.41957588140
134,182.40196228,-103.00340230200,36.42083434780
135,186.48344421,-102.97992191600,36.42208860670
136,190.23770142,-102.95644067300,36.42333865780
137,199.67445374,-102.93295857400,36.42458450100
138,220.00180054,-102.90947562300,36.42582613610
139,232.86679077,-102.88599182200,36.42706356290
140,215.00408936,-102.86250717500,36.42829678110
141,182.45413208,-102.83902168400,36.42952579060
142,144.83993530,-102.81553535200,36.43075059120
143,104.88512421,-102.79204818200,36.43197118270
144,62.22642517,-102.76856017600,36.43318756480
145,29.83584404,-102.74507133900,36.43439973750
146,36.18379593,-102.72158167100,36.43560770040
147,67.93906403,-102.69809117700,36.43681145350
148,92.66893768,-102.67459985800,36.43801099650
149,112.01686096,-102.65110771900,36.43920632920
150,128.27703857,-102.62761476100,36.44039745140
151,144.57901001,-102.60412098800,36.44158436300
152,161.20108032,-102.58062640200,36.44276706380
153,174.83055115,-102.55713100700,36.44394555350
154,167.00463867,-102.53363480500,36.44511983200
155,144.05911255,-102.51013779800,36.44628989910
156,124.41204071,-102.48663999100,36.44745575460
157,109.09774017,-102.46314138500,36.44861739830
158,94.24140930,-102.43964198300,36.44977483000
159,79.29315186,-102.41614178900,36.45092804960
160,64.12739563,-102.39264080600,36.45207705690
161,59.86912918,-102.36913903500,36.45322185160
162,68.34279633,-102.34563648000,36.45436243370
163,77.00438690,-102.32213314400,36.45549880280
164,80.73200989,-102.29862902900,36.45663095890
165,78.32284546,-102.27512413900,36.45775890180
166,71.28555298,-102.25161847600,36.45888263120
167,56.30342865,-102.22811204300,36.46000214700
168,27.63839340,-102.20460484400,36.46111744910
169,37.52178955,-102.18109688000,36.46222853720
170,93.88195801,-102.15758815500,36.46333541110
171,106.32756042,-102.13407867100,36.46443807070
172,99.77330780,-102.11056843200,36.46553651580
173,102.82865143,-102.08705744000,36.46663074630
174,119.18296051,-102.06354569900,36.46772076190
175,132.99040222,-102.04003321000,36.46880656250
176,136.92350769,-102.01651997700,36.46988814790
177,136.88311768,-101.99300600300,36.47096551790
178,140.09034729,-101.96949129000,36.47203867240
179,144.44816589,-101.94597584200,36.47310761120
180,143.60914612,-101.92245966100,36.47417233410
181,141.04594421,-101.89894275000,36.47523284100
182,131.31535339,-101.87542511200,36.47628913160
183,119.41131592,-101.85190675000,36.47734120590
184,125.95505524,-101.82838766700,36.47838906360
185,135.59600830,-101.80486786600,36.47943270460
186,156.40528870,-101.78134734800,36.48047212860
187,182.51078796,-101.75782611900,36.48150733570
188,173.05999756,-101.73430417900,36.48253832550
189,144.58409119,-101.71078153200,36.48356509790
190,140.43460083,-101.68725818100,36.48458765270
191,144.54740906,-101.66373412900,36.48560598990
192,146.61512756,-101.64020937900,36.48662010910
193,137.99203491,-101.61668393300,36.48763001030
194,121.09621429,-101.59315779500,36.48863569330
195,105.62574768,-101.56963096700,36.48963715800
196,95.55419159,-101.54610345100,36.49063440410
197,85.97200775,-101.52257525200,36.49162743150
198,67.28220367,-101.49904637200,36.49261624010
199,67.70726013,-101.47551681300,36.49360082970
200,80.17156219,-101.45198657900,36.49458120010
201,91.96121979,-101.42845567300,36.49555735120
202,98.43492889,-101.40492409700,36.49652928290
203,109.78965759,-101.38139185300,36.49749699480
204,119.56327057,-101.35785894600,36.49846048710
205,179.24189758,-103.02513869400,36.40260056420
206,183.60578918,-103.00166495200,36.40385876040
207,187.86904907,-102.97819034900,36.40511275000
208,189.26881409,-102.95471488800,36.40636253270
209,190.24674988,-102.93123857400,36.40760810840
210,196.27334595,-102.90776140700,36.40884947690
211,199.23678589,-102.88428339200,36.41008663780
212,191.03981018,-102.86080453000,36.41131959120
213,172.53126526,-102.83732482600,36.41254833670
214,147.68034363,-102.81384428000,36.41377287420
215,117.02771759,-102.79036289800,36.41499320340
216,89.90145111,-102.76688068100,36.41620932430
217,74.93015289,-102.74339763200,36.41742123650
218,80.63934326,-102.71991375400,36.41862893990
219,93.57480621,-102.69642904900,36.41983243430
220,102.74921417,-102.67294352200,36.42103171950
221,114.47260284,-102.64945717400,36.42222679530
222,127.20724487,-102.62597000800,36.42341766160
223,140.61540222,-102.60248202700,36.42460431810
224,152.75093079,-102.57899323500,36.42578676460
225,161.38517761,-102.55550363300,36.42696500100
226,158.88731384,-102.53201322500,36.42813902710
227,136.52172852,-102.50852201400,36.42930884260
228,115.07898712,-102.48503000200,36.43047444750
229,104.43103790,-102.46153719200,36.43163584140
230,94.61789703,-102.43804358700,36.43279302430
231,84.40586090,-102.41454919100,36.43394599590
232,73.74664307,-102.39105400500,36.43509475610
233,70.19478607,-102.36755803200,36.43623930470
234,74.49063110,-102.34406127600,36.43737964140
235,80.22830200,-102.32056374000,36.43851576620
236,83.45693207,-102.29706542600,36.43964767880
237,81.85712433,-102.27356633600,36.44077537900
238,75.59967804,-102.25006647500,36.44189886670
239,60.78370285,-102.22656584400,36.44301814170
240,30.96263123,-102.20306444700,36.44413320380
241,48.56470490,-102.17956228600,36.44524405280
242,151.52346802,-102.15605936500,36.44635068860
243,125.73688507,-102.13255568500,36.44745311090
244,87.10398865,-102.10905125100,36.44855131970
245,88.42398071,-102.08554606400,36.44964531470
246,121.23044586,-102.06204012800,36.45073509570
247,148.43884277,-102.03853344600,36.45182066260
248,150.80845642,-102.01502602000,36.45290201520
249,144.55480957,-101.99151785400,36.45397915340
250,145.26847839,-101.96800894900,36.45505207690
251,148.39843750,-101.94449930900,36.45612078560
252,150.06018066,-101.92098893800,36.45718527930
253,144.98541260,-101.89747783700,36.45824555780
254,135.92405701,-101.87396600900,36.45930162100
255,128.06727600,-101.85045345800,36.46035346880
256,124.87702942,-101.82694018600,36.46140110080
257,126.88339233,-101.80342619600,36.46244451710
258,154.16673279,-101.77991149200,36.46348371730
259,188.43983459,-101.75639607500,36.46451870140
260,178.82162476,-101.73287994800,36.46554946920
261,149.38368225,-101.70936311600,36.46657602040
262,143.03860474,-101.68584557900,36.46759835500
263,143.92105103,-101.66232734300,36.46861647280
264,140.13145447,-101.63880840800,36.46963037360
265,128.79292297,-101.61528877800,36.47064005730
266,110.40628052,-101.59176845600,36.47164552370
267,95.75710297,-101.56824744500,36.47264677250
268,91.30528259,-101.54472574700,36.47364380380
269,92.43070984,-101.52120336600,36.47463661730
270,84.08126068,-101.49768030500,36.47562521280
271,77.94836426,-101.47415656500,36.47660959020
272,84.38574219,-101.45063215100,36.47758974940
273,91.44231415,-101.42710706400,36.47856569010
274,97.50688171,-101.40358130900,36.47953741230
275,105.21180725,-101.38005488700,36.48050491570
276,114.12006378,-101.35652780100,36.48146820020
277,130.51271057,-101.33300005500,36.48242726570
278,153.66548157,-101.30947165200,36.48338211200
279,173.17070007,-101.28594259300,36.48433273900
280,197.27442932,-101.26241288300,36.48527914640
281,225.69911194,-101.23888252300,36.48622133420
282,253.55726624,-101.21535151800,36.48715930220
283,263.87081909,-101.19181986800,36.48809305030
284,247.84970093,-101.16828757900,36.48902257820
285,229.64494324,-101.14475465200,36.48994788590
286,201.28849792,-101.12122109000,36.49086897320
287,181.08773804,-101.09768689600,36.49178584000
288,199.86727905,-101.05061662500,36.49360691120
289,199.77713013,-101.02708055300,36.49451111550
290,194.85401917,-101.00354386100,36.49541109850
291,181.36958313,-100.98000655100,36.49630686040
292,157.46934509,-100.95646862600,36.49719840080
293,127.20290375,-100.93293009000,36.49808571960
294,177.77703857,-103.02339642500,36.38562466450
295,182.50102234,-102.99992846200,36.38688259080
296,187.87449646,-102.97645963800,36.38813631120
297,189.13839722,-102.95298995900,36.38938582570
298,185.22091675,-102.92951942500,36.39063113410
299,182.40185547,-102.90604804000,36.39187223610
300,181.24171448,-102.88257580700,36.39310913150
301,177.41589355,-102.85910272800,36.39434182020
302,167.34629822,-102.83562880700,36.39557030200
303,150.01115417,-102.81215404600,36.39679457650
304,129.51049805,-102.78867844900,36.39801464380
305,109.82496643,-102.76520201700,36.39923050350
306,102.44877625,-102.74172475400,36.40044215550
307,106.32043457,-102.71824666200,36.40164959960
308,109.86000824,-102.69476774500,36.40285283550
309,109.49664307,-102.67128800600,36.40405186320
310,116.01912689,-102.64780744600,36.40524668230
311,125.64304352,-102.62432606900,36.40643729280
312,135.67776489,-102.60084387900,36.40762369440
313,148.43801880,-102.57736087600,36.40880588690
314,164.37413025,-102.55387706600,36.40998387020
315,167.61959839,-102.53039244900,36.41115764410
316,124.77569580,-102.50690703000,36.41232720830
317,99.89562225,-102.48342081000,36.41349256270
318,98.25716400,-102.45993379400,36.41465370710
319,93.21681976,-102.43644598300,36.41581064130
320,85.03819275,-102.41295738100,36.41696336510
321,80.65863037,-102.38946799000,36.41811187840
322,79.71305084,-102.36597781300,36.41925618100
323,80.29409790,-102.34248685400,36.42039627270
324,84.26130676,-102.31899511400,36.42153215320
325,87.92746735,-102.29550259700,36.42266382250
326,88.08045197,-102.27200930600,36.42379128030
327,85.71054840,-102.24851524300,36.42491452640
328,80.46038818,-102.22502041100,36.42603356080
329,75.46717834,-102.20152481300,36.42714838310
330,93.09989166,-102.17802845300,36.42825899330
331,123.24362183,-102.15453133200,36.42936539110
332,118.50750732,-102.13103345400,36.43046757640
333,99.24311829,-102.10753482200,36.43156554900
334,100.82249451,-102.08403543800,36.43265930870
335,126.37623596,-102.06053530500,36.43374885530
336,152.83219910,-102.03703442600,36.43483418870
337,154.94551086,-102.01353280400,36.43591530870
338,145.95680237,-101.99003044200,36.43699221520
339,144.82412720,-101.96652734300,36.43806490790
340,148.27893066,-101.94302350900,36.43913338660
341,158.37025452,-101.91951894400,36.44019765130
342,148.94934082,-101.89601365000,36.44125770170
343,137.05630493,-101.87250762900,36.44231353770
344,127.59475708,-101.84900088600,36.44336515910
345,124.04173279,-101.82549342300,36.44441256570
346,128.60049438,-101.80198524200,36.44545575740
347,146.23138428,-101.77847634700,36.44649473400
348,166.89324951,-101.75496674000,36.44752949540
349,165.16101074,-101.73145642400,36.44856004130
350,156.68142700,-101.70794540300,36.44958637160
351,150.36172485,-101.68443367800,36.45060848610
352,147.41398621,-101.66092125300,36.45162638470
353,142.37866211,-101.63740813100,36.45264006720
354,128.59371948,-101.61389431500,36.45364953350
355,99.39010620,-101.59037980700,36.45465478340
356,78.22952271,-101.56686461000,36.45565581670
357,81.74626923,-101.54334872700,36.45665263330
358,90.49685669,-101.51983216100,36.45764523300
359,89.12049866,-101.49631491500,36.45863361560
360,86.55296326,-101.47279699200,36.45961778100
361,89.21243286,-101.44927839400,36.46059772910
362,91.06062317,-101.42575912500,36.46157345960
363,95.29995728,-101.40223918700,36.46254497250
364,100.44496918,-101.37871858300,36.46351226750
365,107.07979584,-101.35519731700,36.46447534460
366,123.08467102,-101.33167539000,36.46543420340
367,149.04104614,-101.30815280600,36.46638884410
368,172.58343506,-101.28462956800,36.46733926620
369,196.51802063,-101.26110567800,36.46828546980
370,222.74993896,-101.23758114000,36.46922745460
371,254.64678955,-101.21405595600,36.47016522050
372,267.88018799,-101.19053012900,36.47109876730
373,254.96783447,-101.16700366200,36.47202809490
374,251.22746277,-101.14347655800,36.47295320320
375,228.72232056,-101.11994881900,36.47387409200
376,206.79505920,-101.09642045000,36.47479076120
377,203.84266663,-101.07289145100,36.47570321050
378,204.58505249,-101.04936182800,36.47661143990
379,203.92712402,-101.02583158100,36.47751544930
380,199.16230774,-101.00230071500,36.47841523830
381,184.09461975,-100.97876923100,36.47931080710
382,164.61032104,-100.95523713400,36.48020215530
383,135.14228821,-100.93170442500,36.48108928280
384,89.08362579,-100.90817110800,36.48197218950
385,53.20867157,-100.88463718500,36.48285087530
386,65.21920776,-100.86110266000,36.48372534000
387,101.67213440,-100.83756753500,36.48459558350
388,127.66178131,-100.81403181300,36.48546160560
389,141.79708862,-100.79049549700,36.48632340620
390,151.30899048,-100.76695859000,36.48718098510
391,156.12161255,-100.74342109500,36.48803434230
392,159.38911438,-100.71988301400,36.48888347760
393,155.50831604,-100.69634435100,36.48972839080
394,158.38153076,-100.67280510900,36.49056908180
395,177.56594849,-100.64926529000,36.49140555050
396,177.99038696,-100.62572489700,36.49223779670
397,201.68687439,-100.60218393300,36.49306582030
398,236.48301697,-100.57864240000,36.49388962130
399,241.38116455,-100.55510030300,36.49470919930
400,234.51377869,-100.53155764400,36.49552455440
401,225.94496155,-100.50801442500,36.49633568630
402,222.25918579,-100.48447064900,36.49714259500
403,217.03584290,-100.46092632000,36.49794528030
404,214.73704529,-100.43738144000,36.49874374210
405,215.94857788,-100.41383601300,36.49953798030
406,174.60350037,-103.02165501800,36.36864818110
407,179.03634644,-102.99819283100,36.36990583760
408,182.38252258,-102.97472978500,36.37115928920
409,183.08502197,-102.95126588300,36.37240853570
410,179.32093811,-102.92780112700,36.37365357690
411,174.00509644,-102.90433552100,36.37489441270
412,174.12490845,-102.88086906700,36.37613104280
413,175.91152954,-102.85740176900,36.37736346710
414,168.14173889,-102.83393362900,36.37859168520
415,152.69328308,-102.81046464900,36.37981569710
416,135.86054993,-102.78699483300,36.38103550260
417,119.41925812,-102.76352418400,36.38225110140
418,111.96078491,-102.74005270400,36.38346249340
419,111.02923584,-102.71658039700,36.38466967830
420,111.77761078,-102.69310726400,36.38587265600
421,111.58196259,-102.66963331000,36.38707142630
422,116.84639740,-102.64615853600,36.38826598900
423,122.72019196,-102.62268294500,36.38945634390
424,130.79598999,-102.59920654100,36.39064249080
425,139.84132385,-102.57572932600,36.39182442960
426,147.26025391,-102.55225130400,36.39300215990
427,141.22521973,-102.52877247600,36.39417568180
428,110.98552704,-102.50529284600,36.39534499480
429,95.68084717,-102.48181241600,36.39651009900
430,93.41340637,-102.45833119000,36.39767099410
431,86.48400116,-102.43484917100,36.39882767980
432,78.74243927,-102.41136636000,36.39998015610
433,76.15839386,-102.38788276100,36.40112842270
434,79.29541016,-102.36439837700,36.40227247950
435,84.99675751,-102.34091321100,36.40341232620
436,87.93567657,-102.31742726500,36.40454796270
437,93.52911377,-102.29394054300,36.40567938890
438,96.94755554,-102.27045304600,36.40680660450
439,97.94905090,-102.24696477900,36.40792960930
440,103.18162537,-102.22347574400,36.40904840320
441,102.21020508,-102.19998594300,36.41016298600
442,108.79029083,-102.17649538000,36.41127335750
443,117.46810913,-102.15300405700,36.41237951750
444,118.95043182,-102.12951197800,36.41348146590
445,117.78670502,-102.10601914400,36.41457920250
446,120.02165222,-102.08252556000,36.41567272720
447,129.96104431,-102.05903122700,36.41676203960
448,139.88354492,-102.03553614900,36.41784713970
449,145.19902039,-102.01204032900,36.41892802730
450,143.99864197,-101.98854376800,36.42000470220
451,144.30705261,-101.96504647200,36.42107716430
452,145.03630066,-101.94154844100,36.42214541330
453,147.69073486,-101.91804967900,36.42320944910
454,145.92604065,-101.89455018800,36.42426927160
455,134.86178589,-101.87104997300,36.42532488060
456,115.89221954,-101.84754903500,36.42637627580
457,99.57869720,-101.82404737700,36.42742345720
458,119.09151459,-101.80054500200,36.42846642450
459,143.64062500,-101.77704191400,36.42950517760
460,161.54179382,-101.75353811400,36.43053971640
461,167.18762207,-101.73003360600,36.43157004060
462,165.47648621,-101.70652839300,36.43259615010
463,157.98313904,-101.68302247700,36.43361804470
464,155.18847656,-101.65951586200,36.43463572440
465,156.34153748,-101.63600854900,36.43564918880
466,151.90858459,-101.61250054300,36.43665843790
467,109.79312897,-101.58899184600,36.43766347150
468,76.19293976,-101.56548246000,36.43866428930
469,55.36779785,-101.54197238900,36.43966089140
470,57.75926208,-101.51846163600,36.44065327750
471,80.68965912,-101.49495020300,36.44164144740
472,88.71517944,-101.47143809300,36.44262540100
473,92.16670227,-101.44792530900,36.44360513810
474,92.78343964,-101.42441185400,36.44458065860
475,92.67668915,-101.40089773100,36.44555196240
476,91.92626953,-101.37738294300,36.44651904920
477,93.42824554,-101.35386749200,36.44748191890
478,110.56783295,-101.33035138200,36.44844057140
479,142.47241211,-101.30683461500,36.44939500640
480,177.59375000,-101.28331719400,36.45034522390
481,202.17814636,-101.25979912200,36.45129122380
482,212.97729492,-101.23628040200,36.45223300570
483,231.89553833,-101.21276103600,36.45317056970
484,246.65931702,-101.18924102900,36.45410391550
485,262.77639771,-101.16572038200,36.45503304300
486,282.96597290,-101.14219909800,36.45595795200
487,250.28076172,-101.11867718000,36.45687864250
488,210.37678528,-101.04810765300,36.45961540080
489,208.09834290,-101.02458322900,36.46051921530
490,201.45268250,-101.00105818600,36.46141881060
491,191.13540649,-100.97753252600,36.46231418640
492,177.58200073,-100.95400625200,36.46320534250
493,152.55906677,-100.93047936800,36.46409227890
494,124.84712219,-100.90695187600,36.46497499540
495,102.02906799,-100.88342377800,36.46585349190
496,106.05459595,-100.85989507900,36.46672776810
497,123.83663177,-100.83636578000,36.46759782410
498,135.20938110,-100.81283588500,36.46846365950
499,144.40863037,-100.78930539600,36.46932527440
500,149.73921204,-100.76577431600,36.47018266850
501,153.85624695,-100.74224264900,36.47103584180
502,159.01698303,-100.71871039700,36.47188479400
503,162.12661743,-100.69517756300,36.47272952510
504,168.06433105,-100.67164414900,36.47357003490
505,181.31781006,-100.64811016000,36.47440632330
506,192.57308960,-100.62457559700,36.47523839010
507,222.69726563,-100.60104046300,36.47606623520
508,274.06097412,-100.57750476200,36.47688985850
509,259.81384277,-100.55396849600,36.47770925990
510,245.53829956,-100.53043166800,36.47852443910
511,229.46228027,-100.50689428200,36.47933539620
512,221.67604065,-100.48335633900,36.48014213090
513,214.07037354,-100.45981784300,36.48094464310
514,210.52662659,-100.43627879600,36.48174293270
515,213.78446960,-100.41273920300,36.48253699960
516,216.69245911,-100.38919906400,36.48332684360
517,219.12106323,-100.36565838400,36.48411246470
518,214.39828491,-100.34211716500,36.48489386260
519,200.23680115,-100.31857541000,36.48567103730
520,174.29598999,-100.29503312200,36.48644398860
521,157.65856934,-100.27149030400,36.48721271640
522,182.77163696,-100.24794695900,36.48797722070
523,204.82286072,-100.22440308900,36.48873750120
524,215.97338867,-100.20085869800,36.48949355780
525,229.48802185,-100.17731378800,36.49024539040
526,244.20040894,-100.15376836300,36.49099299900
527,261.58721924,-100.13022242500,36.49173638330
528,261.26882935,-100.10667597600,36.49247554340
529,238.44668579,-100.08312902100,36.49321047890
530,219.62393188,-100.05958156200,36.49394118990
531,226.16876221,-100.03603360100,36.49466767620
532,252.22210693,-100.01248514200,36.49538993760
533,170.20083618,-103.01991447300,36.35167111290
534,173.59513855,-102.99645806000,36.35292849980
535,175.76210022,-102.97300078800,36.35418168270
536,177.56904602,-102.94954266000,36.35543066150
537,177.99971008,-102.92608368000,36.35667543580
538,172.97923279,-102.90262385000,36.35791600560
539,178.35321045,-102.87916317300,36.35915237060
540,183.62710571,-102.85570165200,36.36038453060
541,170.70761108,-102.83223928900,36.36161248540
542,154.34451294,-102.80877608800,36.36283623480
543,138.10316467,-102.78531205200,36.36405577870
544,125.81979370,-102.76184718200,36.36527111680
545,116.17531586,-102.73838148300,36.36648224900
546,112.98467255,-102.71491495600,36.36768917500
547,112.23269653,-102.69144760500,36.36889189470
548,113.57305145,-102.66797943300,36.37009040790
549,115.22705841,-102.64451044200,36.37128471430
550,121.17772675,-102.62104063500,36.37247481380
551,126.08896637,-102.59757001500,36.37366070630
552,128.57334900,-102.57409858400,36.37484239140
553,129.04141235,-102.55062634700,36.37601986910
554,120.26816559,-102.52715330500,36.37719313910
555,103.05937958,-102.50367946100,36.37836220120
556,88.02239227,-102.48020481900,36.37952705530
557,78.40834045,-102.45672938000,36.38068770120
558,74.91630554,-102.43325314900,36.38184413870
559,67.31149292,-102.40977612700,36.38299636760
560,64.55216217,-102.38629831800,36.38414438780
561,74.04689026,-102.36281972400,36.38528819890
562,84.96131897,-102.33934034800,36.38642780100
563,93.92079163,-102.31586019300,36.38756319370
564,99.01377869,-102.29237926200,36.38869437690
565,105.92752838,-102.26889755800,36.38982135050
566,112.77030182,-102.24541508400,36.39094411410
567,120.17198944,-102.22193184200,36.39206266780
568,121.12071228,-102.19844783500,36.39317701120
569,122.72301483,-102.17496306600,36.39428714430
570,120.70807648,-102.15147753900,36.39539306670
571,119.17571259,-102.12799125500,36.39649477850
572,128.25314331,-102.10450421800,36.39759227930
573,130.94322205,-102.08101643000,36.39868556900
574,135.88624573,-102.05752789500,36.39977464740
575,140.96134949,-102.03403861500,36.40085951440
576,143.00401306,-102.01054859300,36.40194016970
577,142.56149292,-101.98705783100,36.40301661330
578,143.61239624,-101.96356633400,36.40408884500
579,143.56724548,-101.94007410300,36.40515686440
580,143.56416321,-101.91658114200,36.40622067160
581,143.19981384,-101.89308745300,36.40728026630
582,133.24023438,-101.86959303900,36.40833564840
583,112.98007202,-101.84609790300,36.40938681770
584,90.88754272,-101.82260204800,36.41043377400
585,116.60283661,-101.79910547700,36.41147651710
586,150.93510437,-101.77560819200,36.41251504690
587,177.38575745,-101.75211019600,36.41354936330
588,188.44190979,-101.72861149300,36.41457946600
589,181.50584412,-101.70511208600,36.41560535490
590,172.10751343,-101.68161197600,36.41662702990
591,166.22026062,-101.65811116700,36.41764449070
592,170.03356934,-101.63460966100,36.41865773720
593,184.22380066,-101.61110746200,36.41966676920
594,144.71463013,-101.58760457300,36.42067158670
595,95.87964630,-101.56410099600,36.42167218930
596,46.93932343,-101.54059673400,36.42266857710
597,50.27891541,-101.51709179000,36.42366074970
598,81.49554443,-101.49358616700,36.42464870700
599,92.78592682,-101.47007986800,36.42563244900
600,95.99723816,-101.44657289500,36.42661197540
601,92.21196747,-101.42306525200,36.42758728600
602,89.21092987,-101.39955694100,36.42855838080
603,79.84225464,-101.37604796500,36.42952525960
604,68.68076324,-101.35253832700,36.43048792210
605,93.14173126,-101.32902803000,36.43144636830
606,131.45414734,-101.30551707700,36.43240059800
