id,text,created_at,place,coordinates
847818267670573057,Wondering how brackish groundwater becomes salty? It happens both naturally &amp; by man-made sources. Chk out FAQ page https://t.co/Eb9IRxhHZg,Fri Mar 31 14:30:01 +0000 2017,None,None
847490582989721600,Attending @TexasRuralWater's #RuralWaterCon? Still time to stop by our booth #63 at the Renaissance Hotel in Austin https://t.co/O8mXqnyZqa,Thu Mar 30 16:47:55 +0000 2017,None,None
847455880547229697,"Register for #txwater loss audit workshops April 3 @NTMWD, April 4 @CityofFortWorth, &amp; April 5 @CityofWaco. More at https://t.co/zcw1xy0m4e",Thu Mar 30 14:30:01 +0000 2017,None,None
847236937354280960,Attending @TexasRuralWater's #RuralWaterCon? Stop by our booth March 30-31 at the Renaissance Hotel in Austin for #txwater info.,Thu Mar 30 00:00:01 +0000 2017,None,None
847161754434093057,RT @twdb_kathleen: Appreciate @MayorDanPope stopping by to discuss @cityoflubbock northwest drainage improvement project. Financing provide,Wed Mar 29 19:01:16 +0000 2017,None,None
847147711514185729,"RT @TNRIS: Registration is now open for the 2017 #GeoRodeo! Excited for our keynotes, @ToddMostak and @sarasomewhere --&gt; https://t.co/gfAvj",Wed Mar 29 18:05:28 +0000 2017,None,None
847128186148323328,RT @TXPlantGuy: Thanks you so much for the honor @twdb_kathleen @twdb!!! @PatrickH20scape @MarcusElem @DallasPAL @AgriLifeWaterU,Wed Mar 29 16:47:53 +0000 2017,None,None
847124868923641856,"We approved financial assist. totaling $1,666,554. Of this funding, $1,022,054 was designated for rural #txwater. https://t.co/ePSKeOUGr6",Wed Mar 29 16:34:42 +0000 2017,None,None
847124480229068800,Read more about the 2016 #TexasRainCatcherAward recipients at https://t.co/nTv1E7PGIU. Congrats! https://t.co/wi5FBGNsIs,Wed Mar 29 16:33:09 +0000 2017,None,None
847105910052978689,"We approved $644,500 to the Acton Municipal Utility District for wastewater system improvements. #txwater",Wed Mar 29 15:19:22 +0000 2017,None,None
847104826777505793,"We approved $200,000 to the City of Toyah for #txwater system improvements.",Wed Mar 29 15:15:03 +0000 2017,None,None
847103685159141376,RT @twdb_DrMace: .@twdb's #RaincatcherAwards! Congrats to #BethuneFamily 4 using #rainwater from a riding arena to meet water needs! https:,Wed Mar 29 15:10:31 +0000 2017,None,None
847103635825872896,"We approved $822,054 to the City of Winters for #txwater system improvements.",Wed Mar 29 15:10:19 +0000 2017,None,None
847103209701330948,RT @twdb_DrMace: .@twdb's #RaincatcherAwards! Congrats to #NewBraunfelsUtilities for advancing #RainwaterHarvesting in their city! https://,Wed Mar 29 15:08:38 +0000 2017,None,None
847103179313631232,RT @twdb_DrMace: .@twdb's #RaincatcherAwards! Congrats to #SamuelJacksonInc in @cityoflubbock for using #rainwater in humidifiers! https://,Wed Mar 29 15:08:31 +0000 2017,None,None
847102311428247552,RT @twdb_DrMace: .@twdb's #RaincatcherAwards! Congrats to Herbert Marcus Elementary School for using #rainwater for landscaping! https://,Wed Mar 29 15:05:04 +0000 2017,None,None
847102305640046592,RT @CarmonMcCain: Congratulations to Samuel Jackson Mfg of Lubbock--winner of TWDB Rain Catcher Award @HPUWCD @twdb @twdb_bech @twdb_kathle,Wed Mar 29 15:05:02 +0000 2017,None,None
847102292293828609,RT @twdb_DrMace: .@twdb's #RainCatcherAwards! congrats to Martin Family Farms in #TerryCountyTX for using #rainwater for #farming: https://,Wed Mar 29 15:04:59 +0000 2017,None,None
847101968753545217,"The Bethune family receives #TexasRainCatcherAward for rainwater system for home use, livestock, &amp; arena irrigation. https://t.co/44dnNfN1FY",Wed Mar 29 15:03:42 +0000 2017,None,None
847101679107485696,"Samuel Jackson, Inc. @CityofLubbock #TexasRainCatcherAward for capturing rainwater &amp; reducing groundwater use. https://t.co/6rn8FE69WK",Wed Mar 29 15:02:33 +0000 2017,None,None
847101136234582016,The @NBUtility receives #TexasRainCatcherAward in the govt. category for raising awareness abt rainwater harvesting. https://t.co/c5LWOWmnBD,Wed Mar 29 15:00:23 +0000 2017,None,None
847100960354811907,Herbert Marcus Elem. @DallasISD receives #TexasRainCatcherAward for install of cisterns to irrigate demo garden. https://t.co/VsNHvSR8yf,Wed Mar 29 14:59:41 +0000 2017,None,None
847100534477742082,"Martin Family Farms receives #TexasRainCatcherAward in ag category for collecting rain from 20,000 sq. ft. barn. https://t.co/b5JhCeeVkH",Wed Mar 29 14:58:00 +0000 2017,None,None
847093670847401987,Board meeting has started. @twdb_bech @twdb_kathleen @twdb_peter provide #txwater updates. https://t.co/rDGyJUhwKR,Wed Mar 29 14:30:44 +0000 2017,None,None
847091783335055363,Cant join our Board meeting in person? View a live video stream of the Board meeting at https://t.co/sGs4rq8pqQ. #txwater,Wed Mar 29 14:23:14 +0000 2017,None,None
847091408834117634,"Board meeting starts at 9:30am at the SFA Bldg., 1700 N. Congress, Rm 170, in Austin. #txwater",Wed Mar 29 14:21:44 +0000 2017,None,None
847085944780009473,Keep an eye on both surface water and groundwater levels at https://t.co/NzizPJ5tJx. #txwater,Wed Mar 29 14:00:01 +0000 2017,None,None
847081002015080448,RT @twdb_DrMace: #TXrain over the past 24 hours via @twdb's #TexMesonet #TXwater https://t.co/Neye0KmJX2 https://t.co/XKaZh9b2Oz,Wed Mar 29 13:40:23 +0000 2017,None,None
847055755748388867,"Reminder: Board meeting today in Austin at the Stephen F. Austin Bldg., 1700 N. Congress Ave., Rm 170, at 9:30am. #TXwater",Wed Mar 29 12:00:04 +0000 2017,None,None
846800838974738433,"RT @twdb_kathleen: Join @twdb for our Board mtg tmrw, March 29 @ SFA Bldg, 1700 N. Congress Ave., Rm 170, @ 9:30am. Agenda: https://t.co/dX",Tue Mar 28 19:07:07 +0000 2017,None,None
846731108087607296,"Miss our featured story, Digging Deep for Texas Water? Future #txwater needs depend on science &amp; planning. https://t.co/WiGhMjf0kF",Tue Mar 28 14:30:02 +0000 2017,None,None
846462705045245952,RT @twdb_kathleen: It's #TxDesal Day at the Capitol today! Enjoyed visiting w/ @txdesal @MySAWS &amp; @twdb staff about #desalination in TX. ht,Mon Mar 27 20:43:30 +0000 2017,None,None
846435965761703936,RT @NWSWGRFC: Spring rains will slowly add up... E TX rivers could see significant rain and rises. Stay flood aware later this week. #txfl,Mon Mar 27 18:57:14 +0000 2017,None,None
846431736095543296,TX has suffered a rainfall deficit over the past 2 months w/ many parts receiving less than 50% of normal rainfall. https://t.co/PF9UnWYkSX,Mon Mar 27 18:40:26 +0000 2017,None,None
