id,text,created_at,place,coordinates
748584693994389505,RT @twdb_bech: Discussing increase in conservation strategies in 2017 State Water Plan w/ Water Conservation Advisory Council @twdb https:/,Thu Jun 30 18:31:13 +0000 2016,None,None
748574850868928512,Check out the latest video in our We Are...series: https://t.co/S5n0VGwFj0. Miguel Pavon talks about his work w/ @TNRIS. #txwater,Thu Jun 30 17:52:06 +0000 2016,None,None
748540522248044544,MT @AgriLifeExtTWON: When we were in West TX for well workshops. #MonahansSandhillsSP Great photo! #TXwindmills https://t.co/CAcXEqbK74,Thu Jun 30 15:35:42 +0000 2016,None,None
748524015778619392,After a flood be sure to contact emer. management official to see if it's safe. More at https://t.co/DQofpZKzxN. https://t.co/m5P5QCTsr9,Thu Jun 30 14:30:06 +0000 2016,None,None
748499645798584320,RT @TNRIS: Congrats to ACC @accdistrict GIS Department for their Special Achievement in GIS Award at the #EsriUC. https://t.co/bev2SLXS8G,Thu Jun 30 12:53:16 +0000 2016,None,None
748206601383837696,RT @twdb_peter: In NYC refunding water bonds to save money for Texas. Awesome job @twdb finance team! https://t.co/Q5LNdhBcq7,Wed Jun 29 17:28:49 +0000 2016,None,None
748189055762993152,Join our virtual road trip w/ @TxHistComm to find #TXwatertowers &amp; #TXwindmills. Details https://t.co/oNdIKfonli. https://t.co/8qzOTPbF3U,Wed Jun 29 16:19:06 +0000 2016,None,None
748160445261877249,We welcome Jerry Millsaps to our West TX field office @cityoflubbock! https://t.co/XFpLmybKLE #txwater https://t.co/10O8sbHLg6,Wed Jun 29 14:25:24 +0000 2016,None,None
747892827137282049,RT @twdb_DrMace: That's right: TEXAS ROCKS!!! #ScenesFromTheOffice https://t.co/0OyKaOTz7m,Tue Jun 28 20:41:59 +0000 2016,None,None
747851754939654146,RT @twdb_kathleen: Back on @tamusystem campus today mtg w/civil engineering department to discuss #txwater &amp; @twdb! https://t.co/WDRqPKbPiZ,Tue Jun 28 17:58:47 +0000 2016,None,None
747799231906275328,"During a flood, there are key things to do. Be prepared by looking for tips at https://t.co/DQofpZKzxN. https://t.co/RC93ldVFV9",Tue Jun 28 14:30:04 +0000 2016,None,None
747770111403008000,RT @twdb_kathleen: Fascinating mtg on airborne remote sensing for monitoring irrigation efficiency. Thx @tamubaen for the presentation! htt,Tue Jun 28 12:34:22 +0000 2016,None,None
747538763459375107,"Chances of La Nina developing are at 75%, which means warmer and drier conditions for TX. https://t.co/PF9UnWGJun",Mon Jun 27 21:15:04 +0000 2016,None,None
747493287670349824,"RT @twdb_kathleen: Great morning in College Station mtg w/Dr. James Abbey, Dr. Craig Nessler, &amp; other water leaders! @tamusystem https://t.",Mon Jun 27 18:14:22 +0000 2016,None,None
747474436853403648,RT @TNRIS: Jack Dangermond kicks off the 2016 esri user conference #EsriUC. Looking forward to a great week! https://t.co/2VEQijVJFK,Mon Jun 27 16:59:27 +0000 2016,None,None
747452076653895680,"This map, from Capital Area Council of Govts. LiDar collection, shows Austin &amp; the Colorado River @TNRIS. #MapMonday https://t.co/CnFvuhbyT1",Mon Jun 27 15:30:36 +0000 2016,None,None
746397485862555649,RT @twdb_kathleen: Thx New Deal Mayor Leta Owens-Maxfield &amp; Cty Sec Sharon Trumble for the interesting mtg on rural #txwater &amp; reuse! https,Fri Jun 24 17:40:02 +0000 2016,None,None
746349675070947328,"Before a flood, determine if you live in or near a floodplain @FEMA Flood Map Service at https://t.co/Eyg5j0KEaA. https://t.co/TrjA8Ae67S",Fri Jun 24 14:30:03 +0000 2016,None,None
746330299945070592,RT @twdb_kathleen: Honored to address city and county leadership @tml_texas Region 3! Thx for your engagement in #txwater! https://t.co/4IO,Fri Jun 24 13:13:04 +0000 2016,None,None
746330272279433216,RT @twdb_kathleen: Good to meet w/Tahoka Mayor John Baker &amp; City Admin Jerry Webster to discuss @twdb funding for rural Tx. https://t.co/5W,Fri Jun 24 13:12:57 +0000 2016,None,None
746076903539355648,RT @twdb_kathleen: Thx Shallowater City Mgr Mike Neighbors for mtg to discuss @twdb funding to address water quality improvements! https://,Thu Jun 23 20:26:09 +0000 2016,None,None
746076413774667776,@LanceFoss1 @twdb_kathleen @TexasTech Take a look at our ag conservation funding programs https://t.co/lfJGE0eFaq,Thu Jun 23 20:24:13 +0000 2016,None,None
746071110001786880,"RT @twdb_kathleen: Enjoyed talking to @ASCETweets Caprock Branch about @twdb, #txwater &amp; #SWIFT. Thx for hosting me! https://t.co/X0LYWDQ41n",Thu Jun 23 20:03:08 +0000 2016,None,None
746050529483235331,RT @twdb_kathleen: Will Rogers and his horse Soapsuds at beautiful @TexasTech. Ensuring there is water for ag in #TxPanhandle. https://t.co,Thu Jun 23 18:41:21 +0000 2016,None,None
746015194002894848,RT @twdb_kathleen: Met with Anton City Mgr Mike Sea to discuss #TxWater &amp; advantages of @twdb D-fund. Thx for the mtg! https://t.co/7CmR2EO,Thu Jun 23 16:20:57 +0000 2016,None,None
745987284072173573,We've helped w/ the installation &amp; flood hardening of new stream gages in the Wimberley area. https://t.co/CT3dLVicE5. #txflood,Thu Jun 23 14:30:02 +0000 2016,None,None
745631252921749504,RT @twdb_DrMace: Levels in #EdwardsAquifer are high: @EdwardsAquifer not projecting drought restrictions this year #EAHCP https://t.co/GGLE,Wed Jun 22 14:55:18 +0000 2016,None,None
745624897385201665,Well be at the Assoc. of TX Water Board Directors conference in Fort Worth June 23-25. More info at https://t.co/TuAEULPZLf.,Wed Jun 22 14:30:03 +0000 2016,None,None
745618796581249025,Texas remained drought free for the fourth week in a row; no drought is projected through the end of September. https://t.co/PF9UnWGJun,Wed Jun 22 14:05:48 +0000 2016,None,None
745326700062380033,We are hiring! Check out our job openings at https://t.co/fFgRlFhew7. #txwater https://t.co/tyCu1U22Jg,Tue Jun 21 18:45:07 +0000 2016,None,None
745262524455522304,Learn how your community can join the National Flood Insurance Program to help w/ future losses caused by floods at https://t.co/z0iirrqJIM.,Tue Jun 21 14:30:06 +0000 2016,None,None
744880190090711044,RT @twdb_peter: Enjoying @TexasWCA 2016 mid-year conference with Dean Robbins. https://t.co/VLCt5wY84l,Mon Jun 20 13:10:51 +0000 2016,None,None
744284127596142592,RT @twdb_bech: Congrats to graduates of the inaugural class of @twdb Aspiring Leaders Program! They truly inspire me. #twdbproud https://t.,Sat Jun 18 21:42:18 +0000 2016,None,None
743874111521226752,RT @twdb_kathleen: Congrats to the graduates of @twdb Aspiring Leaders Program! Proud to be surrounded by such talented individuals! https:,Fri Jun 17 18:33:03 +0000 2016,None,None
743795106440851456,RT @TNRIS: Great panel discussion on data ethics at @TexasDIR's conference - Texas Data: Charting a New Course https://t.co/u9cPEqiQq7,Fri Jun 17 13:19:07 +0000 2016,None,None
743493343238197248,RT @twdb_DrMace: #RandomWaterFact: Worldwide agricultural production will have to rise by 70% by 2050 to meet world food demand (via @TheEc,Thu Jun 16 17:20:01 +0000 2016,None,None
743493286208241665,RT @twdb_DrMace: Want to help @NOAA do better at predicting the #weather? Download and use the #crowdsourcing app #mPING https://t.co/Ja6mY,Thu Jun 16 17:19:47 +0000 2016,None,None
743450574398447616,Stakeholder meeting for Gulf Coast Aquifer brackish groundwater mapping project on June 22 at 1:30 p.m. in Austin https://t.co/lrbLgnhcJI.,Thu Jun 16 14:30:04 +0000 2016,None,None
743199390504869890,RT @twdb_kathleen: Thx for the mtg @CofFalfurrias City Mgr Samuel Maldonado! Enjoyed talking #TxWater and @twdb. https://t.co/bS0imdcee0,Wed Jun 15 21:51:57 +0000 2016,None,None
743174499550429184,RT @twdb_kathleen: Honored to present on @twdb &amp; #TxWater at @ASCETweets #RGV branch mtg! https://t.co/tLmCqsJ8B5,Wed Jun 15 20:13:02 +0000 2016,None,None
743145169449476096,RT @twdb_kathleen: Good to touch base w/City Mgr Juan Guerra &amp; Karla Moya to talk @twdb financing. @PharrTX is a long time customer! https:,Wed Jun 15 18:16:30 +0000 2016,None,None
743088191838654465,Did you know we administer state &amp; fed. grant programs for flood protection &amp; implementation of mitigation projects? https://t.co/WHo7PrGqja,Wed Jun 15 14:30:05 +0000 2016,None,None
742738776917573634,Board mtg has concluded for today. Thanks for following.,Tue Jun 14 15:21:38 +0000 2016,None,None
742729898259709954,"We approved $8,349,567 to @CityofMcAllen for wastewater system improvements! #TxWater",Tue Jun 14 14:46:21 +0000 2016,None,None
742728995670622208,"We approved $5,815,000 to the Laguna Madre Water District for wastewater system improvements! #TxWater",Tue Jun 14 14:42:46 +0000 2016,None,None
742728008247607296,"We approved $5,260,000 to the City of Jefferson for water and wastewater system improvements! #TxWater",Tue Jun 14 14:38:51 +0000 2016,None,None
742725851133796353,Todays Board mtg has started. Watch the mtg live at https://t.co/sGs4rqq0io. https://t.co/VAK0aUQM6e,Tue Jun 14 14:30:16 +0000 2016,None,None
742725812726566912,Weve made updates to https://t.co/aX8wumLXrt by adding #txflood stage information to the lake level data. https://t.co/OXSgSE4Ttt,Tue Jun 14 14:30:07 +0000 2016,None,None
742688069371854848,"Reminder: Board meeting today at the William B. Travis Bldg., 1701 N. Congress., Room 1-111, at 9:30 a.m. in Austin. #txwater",Tue Jun 14 12:00:08 +0000 2016,None,None
742447856330498050,Recent rains lift Abilene reservoirs above their median level due to rises in Hubbard Creek and O.H. Ivie reservoirs https://t.co/PF9UnWGJun,Mon Jun 13 20:05:37 +0000 2016,None,None
742343448426995712,RT @twdb_kathleen: Providing keynote @ the 13th Annual Capital Area Suburban Exchange Conference @ #SouthPadreIsland. #txwater @twdb https:,Mon Jun 13 13:10:44 +0000 2016,None,None
741653735017844736,Reminder: Were requesting applications for #txflood grants. Apps due noon on June 17. Info at https://t.co/s28fx7GjPC .,Sat Jun 11 15:30:04 +0000 2016,None,None
741339453046857729,RT @twdb_kathleen: Tune in to learn about the grant recipients of @twdb #txag #conservation grants from @Agradioguy @TexasFarmBureau: https,Fri Jun 10 18:41:13 +0000 2016,None,None
