id,text,created_at,place,coordinates
759826019817705472,Last day to submit photos of #TXwatertowers and #TXwindmills. Details at https://t.co/oNdIKfFYcQ. #wink #kermit https://t.co/6xQPxyIHDm,Sun Jul 31 19:00:14 +0000 2016,None,None
759097866975449090,RT @MustangSUD: Mustang SUD's Byron Tower near Aubrey at sunset. #txwatertowers @twdb @TxHistComm https://t.co/Czh49gGjd5,Fri Jul 29 18:46:49 +0000 2016,None,None
759093689486499841,The Olmito WSC serves the water needs of the #Olmito area in South Texas. #TXwatertowers https://t.co/UXz39HMFo5,Fri Jul 29 18:30:13 +0000 2016,None,None
759081184336850944,RT @WaterUDoingRT: #txwatertowers @twdb @rainwaterchick @dianajuarez_mex @sajbaca https://t.co/szcVrUZ1t2,Fri Jul 29 17:40:32 +0000 2016,None,None
759033284311420928,Submit photos of #TXwatertowers &amp; #TXwindmills by July 31. Details at https://t.co/oNdIKfFYcQ. https://t.co/LlyFlX1PmR,Fri Jul 29 14:30:11 +0000 2016,None,None
759026122029793280,RT @twdb_peter: Thx #TrinityRiverAuthority for the tour of your WWTP yesterday - can't wait to fire up the water cannons next time! https:/,Fri Jul 29 14:01:44 +0000 2016,None,None
758677475018670080,"Water tower in Littlefield, TX, home of #WaylonJennings. #TXwatertowers https://t.co/oNdIKfFYcQ https://t.co/MPRiSX31zN",Thu Jul 28 14:56:20 +0000 2016,None,None
758676260356694016,"@yeliabneb Yes, you are right! We'll get that corrected. Thanks!",Thu Jul 28 14:51:30 +0000 2016,None,None
758459481973895169,Water tower &amp; mural are located in the City of Anton. #TXwatertowers #TXwindmills #txwater https://t.co/VMU7cyUsG0,Thu Jul 28 00:30:06 +0000 2016,None,None
758401467086544896,RT @twdb_peter: Lots of big pipe &amp; wildlife at @NTMWD's wetlands reuse project. Photographer was clearly focused on the egrets. https://t.c,Wed Jul 27 20:39:34 +0000 2016,None,None
758394199955812352,RT @twdb_peter: Lots of #TXwatertowers in the Dallas area # but still no #TXwindmills @twdb https://t.co/NEpPqB02nd,Wed Jul 27 20:10:42 +0000 2016,None,None
758391600665931776,Windmill @cityofbudatx at Stagecoach Park. Keep the photos coming! #TXwatertowers #TXwindmills https://t.co/qQ6haloG4f,Wed Jul 27 20:00:22 +0000 2016,None,None
758384044371345408,Summer interns took tour of #BrushyCreek Regional Utility Auth. &amp; snapped some pics of #TXwatertowers. @CedarParkTX https://t.co/UE1IdQLsH2,Wed Jul 27 19:30:20 +0000 2016,None,None
758368925948125184,Did you know conservation &amp; reuse projects represent 35% of #SWIFT funds for 2016? https://t.co/lUNnwUWxbX https://t.co/5GEuIzOgLO,Wed Jul 27 18:30:16 +0000 2016,None,None
758339420655263744,RT @twdb_kathleen: Perfect rainy day touring @WildflowerCtr Luci and Ian Family Garden. Winner of @twdb Tx Rain Catcher Award! https://t.co,Wed Jul 27 16:33:01 +0000 2016,None,None
758338198049218560,Water for Texas 2017 Registration Now Open! Join us January 2325 in Austin. Register at https://t.co/9R3eMvhPak. https://t.co/DgUmOxeg0C,Wed Jul 27 16:28:10 +0000 2016,None,None
758324630050312193,MT @NTMWD: Thanks for hosting @twdb Board member @twdb_peter &amp; staff at your water plant &amp; reuse wetlands project. https://t.co/dJxhEHowWq,Wed Jul 27 15:34:15 +0000 2016,None,None
758308517698691072,"We funded the water tank in Aledo, west of Fort Worth. The tower holds 2.5M gallons of water. #TXwatertowers https://t.co/SYP9mbnG06",Wed Jul 27 14:30:13 +0000 2016,None,None
758097110646398976,"This windmill is located near Robstown, TX in Nueces Co. Just a few days left to share photos of #TXwindmills. https://t.co/nJ50oHWoa3",Wed Jul 27 00:30:10 +0000 2016,None,None
758014183489216512,"While traveling in the #RGV, @twdb staff took a selfie w/ the concrete water tower @WeslacoCity #TXwatertowers https://t.co/CqtW2hEKc5",Tue Jul 26 19:00:39 +0000 2016,None,None
757947080568508416,This water tower in the City of Wellman is located in West Texas. #TXwindmills #TXwatertowers #txwater https://t.co/JQWfDZ62vs,Tue Jul 26 14:34:00 +0000 2016,None,None
757644472758902784,"For the 1st time in 9 weeks, #TxDrought is back in TX. 2% of TX in drought. https://t.co/PF9UnWGJun",Mon Jul 25 18:31:33 +0000 2016,None,None
757599154235322369,"This windmill is near the City of Mason, which is primarily a ranching community. #TXwindmills #TXwatertowers https://t.co/YjTxNGNRLG",Mon Jul 25 15:31:28 +0000 2016,None,None
757555204438896641,RT @twdb_DrMace: The leaning water tower of Britten in #GroomTX #postcardTX https://t.co/F95kVWtIOB,Mon Jul 25 12:36:50 +0000 2016,None,None
757349667055149056,We funded water system improvements in #KarnesCity &amp; repaired the elevated water tower. #TXwatertowers,Sun Jul 24 23:00:06 +0000 2016,None,None
