id,text,created_at,place,coordinates
715546723544764416,Our ag programs work towards water conservation. See BMPs for ag water users at https://t.co/qc1uoX9zA4 https://t.co/DKiJkY9vcB,Thu Mar 31 14:30:07 +0000 2016,None,None
715546382652669952,RT @twdb_peter: Thanks @TRWD_News and @TRVFortWorth for hosting me today https://t.co/wwrJlkGqwQ,Thu Mar 31 14:28:46 +0000 2016,None,None
715265142724890625,"Staff toured integrated pipeline project, a #SWIFT funded joint water supply project w/ @TRWD_News &amp; @CityofDallas. https://t.co/qvxqZnCYwQ",Wed Mar 30 19:51:13 +0000 2016,None,None
715189823980630017,RT @twdb_DrMace: We worked with @USGS to #floodharden the #streamgage in #Wimberley on the #BlancoRiver. Up as of yesterday! https://t.co/c,Wed Mar 30 14:51:56 +0000 2016,None,None
715184342096416769,Sign up for @NASA Soil Moisture Active Passive workshop April 4-5 at the REJ Conf. Cntr. in Austin. It's free! https://t.co/m0b0aPhiZR,Wed Mar 30 14:30:09 +0000 2016,None,None
714821925965422592,Our staff annually estimates ag irrigation water use. Learn more abt this process at https://t.co/8VjLgF6vDm https://t.co/9pXwfK6ZUs,Tue Mar 29 14:30:02 +0000 2016,None,None
714803306275725322,RT @twdb_DrMace: We r looking for someone to help us design and install a weather-station network to prepare for #txflood #txdrought https:,Tue Mar 29 13:16:03 +0000 2016,None,None
714803233542287360,"RT @twdb_kathleen: Enjoyed speaking to members of Clean Air &amp; Water, Inc. in #Beaumont this evening to discuss @twdb #txwater. #setx https:",Tue Mar 29 13:15:45 +0000 2016,None,None
714578556148441088,RT @twdb_DrMace: My friends @NWSWGRFC seem to be a #BrokenRecord lately. More #rain in #EastTexas over the next week... https://t.co/F1XYtV,Mon Mar 28 22:22:58 +0000 2016,None,None
714545200417345538,Drought slightly expanded in the Panhandle. Abnormally dry conditions remain in Far West Texas. #TXDrought at 0.7%. https://t.co/PF9UnWYkSX,Mon Mar 28 20:10:26 +0000 2016,None,None
714519954364764160,On the road to @CityEaglePassTx. TWDB staff out traveling Texas! #txwater https://t.co/gTxBizhCuA,Mon Mar 28 18:30:06 +0000 2016,None,None
714460764002783232,This map shows the TX water well numbering system dev. by @TNRIS. More at https://t.co/GRK0jbU7Kp. #MapMonday https://t.co/YGCPi1ju2x,Mon Mar 28 14:34:54 +0000 2016,None,None
714433741909860352,RT @TNRIS: Basemap imagery service now available from @Esri for 2015 Statewide Ortho Project - learn more in latest updatehttps://t.co/zcA,Mon Mar 28 12:47:32 +0000 2016,None,None
713016522277527552,"RT @twdb_kathleen: Enjoyed being in #Katy last night judging students #txwater projects, early education=key. Thx @IMarEST 4 having me! htt",Thu Mar 24 14:56:00 +0000 2016,None,None
713014417068269568,RT @twdb_DrMace: .@usgs installed a flood hardened gage stand in #Wimberley last night. #txflood #txwater https://t.co/aWKzXMzFu7,Thu Mar 24 14:47:38 +0000 2016,None,None
713010047899410433,Our agricultural water conservation brochure is available on our website. https://t.co/FQ6LJd5nua https://t.co/gs0evBYk3E,Thu Mar 24 14:30:17 +0000 2016,None,None
712733921276928001,RT @twdb_DrMace: According to @NOAAClimate more #flooding projected for East Texas through the spring: https://t.co/iX3IZqt7XM https://t.co,Wed Mar 23 20:13:03 +0000 2016,None,None
712725486737039360,Were at TX Rural Water Assoc. in Ft. Worth through March 24. Stop by booth 12 for #txwater resources. https://t.co/HmvQyzegOO,Wed Mar 23 19:39:32 +0000 2016,None,None
712670428141989889,Its water-saving Wednesday. Check out the next video in a series abt irrigation efficiency at https://t.co/QClHDnqqyL,Wed Mar 23 16:00:45 +0000 2016,None,None
712636445886787584,RT @twdb_DrMace: Looking to hire a #geologist to help map out #BrackishAquifers in #Texas: https://t.co/SMZjjmEcVI #WaterJob,Wed Mar 23 13:45:43 +0000 2016,None,None
712616449190170624,RT @twdb_kathleen: Mtg w/ @ANRATX staff discussing #txwater efforts in #EastTx. @twdb #Lufkin https://t.co/XYTrF6p8vV,Wed Mar 23 12:26:15 +0000 2016,None,None
712372569358209024,RT @twdb_DrMace: My friends @NWSWGRFC say that there's a solid chance for more rain over East Texas over the next week. #txflood https://t.,Tue Mar 22 20:17:10 +0000 2016,None,None
712347037430210560,"Our ag manager talks about growing up on the farm in our latest ""We are"" video. https://t.co/DrsOnMALU6",Tue Mar 22 18:35:43 +0000 2016,None,None
712317929321160704,Droughts &amp; floods. The story of #txwater history. Weekly update at https://t.co/PF9UnWGJun,Tue Mar 22 16:40:03 +0000 2016,None,None
712302312757141505,RT @twdb_DrMace: #WSWC working on a Water Data Exchange project #WaDE for states to share water data. https://t.co/j03ArQt78p,Tue Mar 22 15:37:59 +0000 2016,None,None
