id,text,created_at,place,coordinates
925402255527960583,RT @twdb_bech: Thx to @TxStarAlliance for hosting this morning's #Harvey discussion. Honored to share stage w/@ChristiCraddick &amp; @TCEQNews,Tue Oct 31 16:41:05 +0000 2017,None,None
925398922054590464,RT @twdb_kathleen: What an honor and a pleasure it has been working with @twdb_DrMace! Thank you for your hard work &amp; dedication @twdb. #tx,Tue Oct 31 16:27:50 +0000 2017,None,None
925391929059131393,Leave your guess in the comments and check back tomorrow for the answer to our final water myth question! https://t.co/mAIuBSzKJj,Tue Oct 31 16:00:03 +0000 2017,None,None
925379916606181377,"We are bidding farewell to @twdb_DrMace at todays Board meeting. Thanks for all you have done here for #TxWater, Robert",Tue Oct 31 15:12:19 +0000 2017,None,None
925372658375589888,"We approved $1,625,000 to the Craft-Turney Water Supply Corporation for a #txwater system improvement project.",Tue Oct 31 14:43:29 +0000 2017,None,None
925371416819748864,Board mtg has started. @twdb_bech @twdb_peter @twdb_kathleen discussed outreach efforts and activities.,Tue Oct 31 14:38:32 +0000 2017,None,None
925369276566970368,Have a safe and happy Halloween! https://t.co/qsbJ5hQZIW,Tue Oct 31 14:30:02 +0000 2017,None,None
925356963063652357,"False. Water has to be transported, treated, and tested. It takes a lot of pipes, pumps, and other equipment--and people.",Tue Oct 31 13:41:06 +0000 2017,None,None
925150335722754049,"Reminder: Board meeting on Oct. 31 in Austin at the SFA Bldg., 1700 N. Congress Ave., Rm 170, at 9:30 a.m. https://t.co/zuSD78BHw6",Tue Oct 31 00:00:03 +0000 2017,None,None
925082390116040704,Check out Roberts final Water Weekly as he retires from TWDB. Dr. Mark Wentzel will take over starting next week: https://t.co/5sdxYtVxTB,Mon Oct 30 19:30:03 +0000 2017,None,None
925066652085080064,"RT @twdb_kathleen: Join @twdb for our Board mtg tmrw 10/31 @ SFA Bldg., 1700 N. Congress Ave., Rm 170, at 9:30 a.m. Agenda: https://t.co/B9",Mon Oct 30 18:27:31 +0000 2017,None,None
925021870361018368,RT @twdb_Jeff: Discussing affordability at #CIFA2017. Where does the responsibility lie? https://t.co/2xZIj4J417,Mon Oct 30 15:29:34 +0000 2017,None,None
925014858998992896,"RT @TCEQNews: TCEQ Chairman Bryan W. Shaw, Ph.D., P.E. spoke today during Coffee with the Chairmen in Austin.@txrrc @twdb https://t.co/lO4",Mon Oct 30 15:01:42 +0000 2017,None,None
925006887141199872,True or false? Leave your guess in the comments and check back tomorrow for the answer. #watermyths #txwater https://t.co/HYKNelK4ry,Mon Oct 30 14:30:02 +0000 2017,None,None
924998450508390400,True. Existing #txwater is expected to decline &amp; we could face potential water shortages unless we conserve water &amp; dev. more supplies.,Mon Oct 30 13:56:30 +0000 2017,None,None
924667157379612672,Join us at the @RainwaterRev in Dripping Springs on Nov. 4 from 10am to 5pm. More info about the free event at https://t.co/npzIJbSuco,Sun Oct 29 16:00:04 +0000 2017,None,None
924304752938283014,"Ever wonder why your water rates are going up, even though you're using less? Video from @A4WE helps to explain. https://t.co/qdQv43TfcE",Sat Oct 28 16:00:00 +0000 2017,None,None
923988397697458176,RT @TNRIS: Let us know what you thought of this year's #txgisforum and fill out our forum survey https://t.co/QJKPcapL3P,Fri Oct 27 19:02:55 +0000 2017,None,None
923974408766676993,RT @TNRIS: Thanks for another amazing #txgisforum. Here's to 30 more years! Visit https://t.co/5jrcRr2Qjd for wrap up and photos coming soo,Fri Oct 27 18:07:20 +0000 2017,None,None
923957402390626305,RT @TNRIS: More info about the TX GIS mentorship program will be available on our website next week #txgisforum https://t.co/LLoPVkJUUB,Fri Oct 27 16:59:45 +0000 2017,None,None
923950715034324992,RT @TNRIS: A stacked Education and Professional Development Panel at #txgisforum https://t.co/0sNkV8AHo7,Fri Oct 27 16:33:11 +0000 2017,None,None
923935801620168705,RT @TNRIS: We were honored to host @SarooBrierley last night as our #txgisforum keynote https://t.co/7h4tlWqsnx,Fri Oct 27 15:33:55 +0000 2017,None,None
923934830894747648,True or false? Leave your answer in the comments and check back on Monday for the answer! #watermyth #txwater https://t.co/fWIClAtUgt,Fri Oct 27 15:30:04 +0000 2017,None,None
923914563040530433,Thanks for playing! Texas has 9 major aquifers and 21 minor aquifers. Learn more about our aquifers at https://t.co/UWmuzyMOtt.,Fri Oct 27 14:09:31 +0000 2017,None,None
923909464373301248,RT @TNRIS: It's the last day of the #txgisforum! View today's agenda here: https://t.co/AynAFGrApa,Fri Oct 27 13:49:16 +0000 2017,None,None
923610183288459265,Do you know how many major aquifers are in Texas? Take a guess and check back tomorrow for the answer. #watermyth https://t.co/hbwydxQxnl,Thu Oct 26 18:00:02 +0000 2017,None,None
923607908331544578,RT @TNRIS_Richard: Always enjoy listening to one of my favorite people on the planet! Rich Grady from @AppGeo . Always entertaining! #txg,Thu Oct 26 17:50:59 +0000 2017,None,None
923607793868988416,RT @twdb_kathleen: Celebrating 30 years of @TNRIS #txgisforum! Proud of work of @twdb &amp; #GIS professionals 2 save lives &amp; property &amp; showca,Thu Oct 26 17:50:32 +0000 2017,None,None
923590812335857664,RT @TNRIS: Hurricane Irma blew every leaf off every tree in St. John's. Platinum presentation by @AppGeo #txgisforum https://t.co/JF2AkRC7UE,Thu Oct 26 16:43:03 +0000 2017,None,None
923589715407892481,RT @TNRIS: Building their app 'as a service' - no servers - allowed @AppGeo to make https://t.co/kG4VTerPnp reliable #txgisforum platinum p,Thu Oct 26 16:38:42 +0000 2017,None,None
923561361438801922,RT @TNRIS: #txgisforum day one recap from @TNRIS_Richard https://t.co/JT9OQp0KJA,Thu Oct 26 14:46:02 +0000 2017,None,None
923561055078551553,"False. It means if you live in a floodplain, you have a 1% chance of being flooded every year. Thanks for guessing!",Thu Oct 26 14:44:49 +0000 2017,None,None
923557333178953729,"Board meeting on Oct. 31 in Austin at the SFA Bldg., 1700 N. Congress Ave., Rm 170, at 9:30 a.m. https://t.co/zuSD78BHw6 #txwater",Thu Oct 26 14:30:01 +0000 2017,None,None
923542409023238144,RT @TNRIS: The 2nd of conference activities at the #txgisforum is kicking off. View today's agenda here: https://t.co/AynAFGrApa,Thu Oct 26 13:30:43 +0000 2017,None,None
923338399414738945,True or false? Leave your guess in the comments and check back tomorrow for the answer! #watermyth #txwater https://t.co/wSpjyr5u1t,Thu Oct 26 00:00:03 +0000 2017,None,None
923314609695666181,"RT @TCEQNews: TCEQ Chairman Bryan W. Shaw, PhD, PE (center) today met with officials from @twdb, #IBWC, and @agrilife to discuss the Rio Gr",Wed Oct 25 22:25:31 +0000 2017,None,None
