id,text,created_at,place,coordinates
958724057972621312,Attend a water loss audit workshop to earn 4 hours of CEUs &amp; receive water loss auditor training acknowledgment. At https://t.co/lyDWgG0Gti,Wed Jan 31 15:30:02 +0000 2018,None,None
958414523743875073,Drought continues to intensify and expand across the state. Almost half the state is now impacted by moderate or wo https://t.co/FrO1nQEEU8,Tue Jan 30 19:00:03 +0000 2018,None,None
958384316752445440,"Save the date for the Water for Texas 2019 conference, The Story of Texas Water,"" January 2325, 2019, at the AT&amp;T https://t.co/8r7xRIYtc0",Tue Jan 30 17:00:01 +0000 2018,None,None
958361669305974784,ICYMI: In the January feature story we review highlights from the last year and look ahead at some of the programs https://t.co/BHsX0SbS2V,Tue Jan 30 15:30:02 +0000 2018,None,None
958063520167399426,"Our staff met with @HoustonTX and Water Authorities (North Harris, Central Harris, West Harris, Coastal and North F https://t.co/IAQ7ap7I1B",Mon Jan 29 19:45:17 +0000 2018,None,None
958032754024894465,"RT @twdb_Jeff: Harvey affected more than Houston and Beaumont. The smaller and rural areas are still feeling the affects. Senate Ag, Water",Mon Jan 29 17:43:02 +0000 2018,None,None
957999275866140672,"We have no shortage of maps. Our @TNRIS division houses hundredsthousands, evenof historical and current, paper a https://t.co/QZXBGziCWC",Mon Jan 29 15:30:00 +0000 2018,None,None
956912119856934912,A highly anticipated project in 2018 is the first state #txflood plan. The plan will take a broad look at flood ris https://t.co/9yWJz5Nj90,Fri Jan 26 15:30:02 +0000 2018,None,None
956882630443757568,RT @twdb_Jeff: It takes a great team to have a successful project #utrwd #txwater #riverbendwwtp #little elm tx https://t.co/IRjSVxDCCP,Fri Jan 26 13:32:51 +0000 2018,None,None
956616518468620289,"RT @twdb_kathleen: Enjoyed mtg w/ Amber Blount, District Manager of Sandy Land Underground Water Conservation District, longtime participan",Thu Jan 25 19:55:25 +0000 2018,None,None
956558933929414658,RT @twdb_kathleen: Every raindrop counts @ the Offices of the #SouthPlains Underground Water Conservation District &amp; the #Brownfield Cham,Thu Jan 25 16:06:36 +0000 2018,None,None
956549722755383301,Well be at the 11th Annual @TexasSTEM Conference February 1-3 in Galveston. The conference is the largest gatherin https://t.co/WcJPTvgbDv,Thu Jan 25 15:30:00 +0000 2018,None,None
