id,text,created_at,place,coordinates
880836065657016326,RT @TNRIS: Keynote @SarooBrierley will share his amazing story as this year's #texasgisforum keynote - We can't wait!https://t.co/AtyqOY,Fri Jun 30 17:10:57 +0000 2017,None,None
880810673403568130,"RT @twdb_kathleen: #TexasRuralChallenge infrastructure panel w/ Brian Barth @TxDOT, Carole Baker @TexasWaterFND &amp; mod Ronnie McDonald @agli",Fri Jun 30 15:30:03 +0000 2017,None,None
880810589764956160,RT @twdb_bech: Change of command ceremony for the @USACE_SWD. Best wishes to a great leader for #txwater @BG_David_Hill. Welcome to TX Col.,Fri Jun 30 15:29:43 +0000 2017,None,None
880795560206364672,We provided @GBRATX #txflood protection grants for both Caldwell and Hays counties. Funding includes addition of au https://t.co/yKN05AUOD0,Fri Jun 30 14:30:00 +0000 2017,None,None
880479857435660289,RT @MitchFound: .@MitchFound grant to jump start @GBRATX @AransasProject Agreement. https://t.co/xCvuMl1xKc @twdb #WaterTexas,Thu Jun 29 17:35:31 +0000 2017,None,None
880439285744373760,RT @TexasRuralWater: Second Annual #TXwindmills and #TXwatertowers Virtual Road Trip to Begin July 1 https://t.co/nRKaHxbeuW @twdb #txwater,Thu Jun 29 14:54:18 +0000 2017,None,None
880433179752050690,We provided a #txflood protection grant to Uvalde County to create an early warning system including installing str https://t.co/ohsk8685Kh,Thu Jun 29 14:30:02 +0000 2017,None,None
880136944470151170,RT @twdb_DrMace: Learning about #WSWC's Water Data Interactive (aka WaDE): https://t.co/j03ArQKHZX,Wed Jun 28 18:52:54 +0000 2017,None,None
880136801133920258,"RT @twdb_DrMace: 3,664 @USGS groundwater and surface-water monitoring stations in western US.",Wed Jun 28 18:52:20 +0000 2017,None,None
880136731667968000,RT @twdb_DrMace: UAVSAR is airplane-mounted radar to get higher-resolution on land subsidence; also being used in CA. Have flown the Texas,Wed Jun 28 18:52:03 +0000 2017,None,None
880134120415932416,Live tweeting alert: @twdb_DrMace is live tweeting off and on from the Western States Water Council this week.,Wed Jun 28 18:41:41 +0000 2017,None,None
