latitude,longitude,altitude,geometry,aquifer,aquifer_type,county,entity,status,well_number
29.855555,-98.17527700000001,,Point,Trinity,Unconfined,Comal,Texas Water Development Board,Active,6815211
29.937499,-98.20944399999999,,Point,Trinity,Unconfined,Comal,Texas Water Development Board,Active,6807407
35.426388,-101.530277,,Point,Ogallala,Unconfined,Carson,Texas Water Development Board,Inactive,0636602
29.319999,-103.212222,,Point,Other,Unconfined,Brewster,Texas Water Development Board,Active,7347404
29.732777000000002,-98.62361,,Point,Trinity,Unconfined,Bexar,Texas Water Development Board,Active,6820110
29.721666,-98.667221,,Point,Trinity,Unconfined,Bexar,Texas Water Development Board,Active,6819208
30.916943,-97.591944,,Point,Edwards (Balcones Fault Zone),Unconfined,Bell,Texas Water Development Board,Active,5804702
31.066665999999998,-97.904166,,Point,Trinity,Confined,Bell,Texas Water Development Board,Active,4057602
31.066943,-97.904166,,Point,Trinity,Confined,Bell,Texas Water Development Board,Active,4057601
33.631943,-99.296666,,Point,Seymour,Unconfined,Baylor,Texas Water Development Board,Active,2122850
30.109444,-97.294721,,Point,Carrizo-Wilcox,Unconfined,Bastrop,Texas Water Development Board,Active,5862208
29.734721,-99.074721,,Point,Trinity,Confined,Bandera,Texas Water Development Board,Active,6924225
34.146665999999996,-102.658333,,Point,Ogallala,Unconfined,Bailey,Texas Water Development Board,Active,1051909
28.929999,-98.549166,,Point,Carrizo-Wilcox,Confined,Atascosa,Texas Water Development Board,Active,7804508
