datetime,average_water_level
2018-01-31,201.16000000000003
2018-01-30,211.78
2018-01-29,211.80428571428573
2018-01-28,211.65857142857143
2018-01-27,211.58571428571426
2018-01-26,211.6014285714286
2018-01-25,211.68285714285713
2018-01-24,211.6757142857143
2018-01-23,211.59142857142857
2018-01-22,211.49000000000004
2018-01-21,211.41
2018-01-20,211.4042857142857
2018-01-19,211.50428571428571
2018-01-18,211.62142857142857
2018-01-17,211.6557142857143
2018-01-16,211.56571428571428
2018-01-15,211.29142857142855
2018-01-14,211.3842857142857
2018-01-13,211.42857142857142
2018-01-12,211.30714285714288
2018-01-11,211.09285714285713
2018-01-10,211.12714285714287
2018-01-09,211.2585714285714
2018-01-08,211.30999999999997
2018-01-07,211.27285714285716
2018-01-06,211.44142857142856
2018-01-05,211.47857142857143
2018-01-04,211.50857142857143
2018-01-03,211.52285714285713
2018-01-02,211.58714285714285
2018-01-01,211.66714285714286
2017-12-31,211.4857142857143
2017-12-30,211.35714285714286
2017-12-29,211.46142857142857
2017-12-28,211.50142857142856
2017-12-27,211.52857142857144
2017-12-26,211.42428571428573
2017-12-25,211.51142857142855
2017-12-24,211.46714285714285
2017-12-23,211.44857142857146
2017-12-22,211.31428571428572
2017-12-21,211.28142857142853
2017-12-20,211.35857142857145
2017-12-19,211.3957142857143
2017-12-18,211.49
2017-12-17,211.45714285714286
2017-12-16,211.52285714285716
2017-12-15,211.6442857142857
2017-12-14,211.51
2017-12-13,211.5914285714286
2017-12-12,211.74999999999997
2017-12-11,211.72714285714284
2017-12-10,211.7885714285714
2017-12-09,211.70857142857145
2017-12-08,211.67428571428573
2017-12-07,211.74571428571429
2017-12-06,211.7485714285714
2017-12-05,211.6685714285714
2017-12-04,211.53571428571428
2017-12-03,211.6357142857143
2017-12-02,211.74
2017-12-01,211.6942857142857
2017-11-30,211.67857142857142
2017-11-29,211.64857142857142
2017-11-28,211.54142857142855
2017-11-27,211.60428571428568
2017-11-26,211.63285714285715
2017-11-25,211.4357142857143
2017-11-24,211.43285714285716
2017-11-23,211.57428571428574
2017-11-22,211.6157142857143
2017-11-21,211.37285714285716
2017-11-20,211.4714285714286
2017-11-19,211.54
2017-11-18,211.29
2017-11-17,211.21285714285713
2017-11-16,211.29571428571427
2017-11-15,211.25142857142856
2017-11-14,211.31428571428572
2017-11-13,211.41142857142856
2017-11-12,211.33571428571432
2017-11-11,211.32571428571427
2017-11-10,211.42285714285714
2017-11-09,211.5157142857143
2017-11-08,211.53142857142856
2017-11-07,211.51000000000002
2017-11-06,211.39285714285714
2017-11-05,211.4
2017-11-04,211.36285714285714
2017-11-03,211.31714285714284
2017-11-02,211.23857142857145
2017-11-01,211.17
2017-10-31,211.36428571428573
2017-10-30,211.28142857142853
2017-10-29,211.38714285714286
2017-10-28,211.44428571428574
2017-10-27,211.38857142857142
2017-10-26,211.27285714285713
2017-10-25,211.44285714285712
2017-10-24,211.56
2017-10-23,211.48142857142858
2017-10-22,211.54
2017-10-21,211.47714285714284
2017-10-20,211.5614285714286
2017-10-19,211.60142857142858
2017-10-18,211.58285714285714
2017-10-17,211.6585714285714
2017-10-16,211.6428571428571
2017-10-15,211.57428571428574
2017-10-14,211.47714285714284
2017-10-13,211.42428571428573
2017-10-12,211.4228571428571
2017-10-11,211.42142857142858
2017-10-10,211.33714285714288
2017-10-09,229.775
2017-10-08,211.04571428571424
2017-10-07,211.04857142857145
2017-10-06,211.14000000000004
2017-10-05,211.19285714285712
2017-10-04,211.19857142857146
2017-10-03,211.17428571428573
2017-10-02,211.0285714285714
2017-10-01,211.03428571428574
2017-09-30,211.13857142857142
2017-09-29,211.17857142857142
2017-09-28,211.25142857142853
2017-09-27,211.30285714285714
2017-09-26,211.3314285714286
2017-09-25,211.36714285714285
2017-09-24,211.39000000000001
2017-09-23,211.31
2017-09-22,211.12285714285713
2017-09-21,211.03285714285713
2017-09-20,210.95857142857145
2017-09-19,210.96428571428572
2017-09-18,210.92
2017-09-17,210.92857142857142
2017-09-16,210.81285714285715
2017-09-15,210.66285714285712
2017-09-14,210.6157142857143
2017-09-13,210.5514285714286
2017-09-12,210.53
2017-09-11,210.52714285714288
2017-09-10,210.5742857142857
2017-09-09,210.53857142857143
2017-09-08,210.49142857142857
2017-09-07,210.48142857142858
2017-09-06,210.39142857142855
2017-09-05,210.3085714285714
2017-09-04,210.28285714285715
2017-09-03,210.31571428571428
2017-09-02,210.2328571428571
2017-09-01,210.18714285714285
2017-08-31,210.21857142857138
2017-08-30,210.1585714285714
2017-08-29,210.16571428571427
2017-08-28,210.21428571428572
2017-08-27,210.27714285714288
2017-08-26,210.39142857142855
2017-08-25,210.55571428571426
2017-08-24,210.62999999999997
2017-08-23,210.93714285714285
2017-08-22,210.77714285714288
2017-08-21,210.6614285714286
2017-08-20,210.64000000000001
2017-08-19,210.59428571428572
2017-08-18,210.46714285714285
2017-08-17,210.43
2017-08-16,210.2871428571429
2017-08-15,210.26857142857145
2017-08-14,210.20142857142858
2017-08-13,210.29142857142855
2017-08-12,210.3
2017-08-11,210.39000000000001
2017-08-10,210.47
2017-08-09,210.51285714285717
2017-08-08,210.59
2017-08-07,210.72
2017-08-06,210.85857142857142
2017-08-05,210.84
2017-08-04,210.77285714285716
2017-08-03,210.71714285714287
2017-08-02,210.7342857142857
2017-08-01,210.76714285714283
2017-07-31,210.66571428571427
2017-07-30,210.4642857142857
2017-07-29,210.25571428571428
2017-07-28,210.0885714285714
2017-07-27,210.0257142857143
2017-07-26,209.89000000000001
2017-07-25,209.8742857142857
