var  4,var  8,var  12,var  16,var  20,var  24,var  28,var  32,var  36,var  40,var  44,var  48,var  52,var  56,var  60,var  64,var  68,var  72,var  76,var  80,var  84,var  88,var  92,var  96,var  100,var  104,var  108,var  112,var  116,var  120,var  124,var  128,var  132,var  136,var  140,var  144,var  148,var  152,var  156,var  160,var  164,var  168,var  172,var  176,var  180,var  184,var  188,var  192,var  196,var  200,var  204,var  208,var  212,var  216,var  220,var  224,var  228,var  232,var  236,var  240,var  244,var  248,var  252,var  256,var  260,var  264,var  268,var  272,var  276,var  280,var  284,var  288,var  292,var  296,var  300,var  304,var  308,var  312,var  316,var  320,var  324,var  328,var  332,var  336,var  340,var  344,var  348,var  352,var  356,var  360,var  364,var  368,var  372,var  376,var  380,var  384,var  388,var  392,var  396,var  400,var  404,var  408,var  412,var  416,var  420,var  424,var  428,var  432,var  436,var  440,var  444,var  448,var  452,var  456,var  460,var  464,var  468,var  472,var  476,var  480,var  484,var  488,var  492,var  496,var  500,var  504,var  508,var  512,var  516,var  520,var  524,var  528,var  532,var  536,var  540,var  544,var  548,var  552,var  556,var  560,var  564,var  568,var  572,var  576,var  580,var  584,var  588,var  592,var  596
"-9999.0",-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,193.5943,194.1618,195.7127,199.0965,200.1904,208.4064,227.0848,242.3844,229.7587,210.9917,196.6443,186.3701,175.2317,162.3304,151.9864,150.0548,151.0837,153.3637,154.1748,154.0525,151.5918,148.0507,140.5421,133.1478,127.2909,123.3269,119.7206,120.7588,124.4162,127.1505,130.8314,131.4472,130.3757,128.5764,130.2628,130.5896,133.1598,144.2247,137.444,119.3271,132.0988,181.7655,224.2411,252.8271,257.725,222.6068,181.3357,168.2597,170.4801,164.8588,159.2389,156.5587,131.7738,101.9726,97.22885,138.4882,149.8899,156.4989,167.6559,177.8037,171.678,161.8269,153.1546,142.9062,122.2551,103.1746,137.6516,183.7711,181.085,177.5953,177.5439,168.0536,162.2712,153.7276,141.8013,132.8509,133.3083,125.2453,110.3475,84.96938,69.5779,127.373,-9999.0,-9999.0,-9999.0,-9999.0,309.398,331.7601,350.4128,361.159,354.607,354.837,349.9638,332.4224,292.2764,272.7102,279.4447,262.1112,264.7166,257.7895,226.7277,204.4391,206.5892,185.8658,223.7127,243.1445,231.8575,228.8451,240.5238,211.9563,174.9376,157.9065,140.793,131.4703,129.4257,139.0799,152.7293,151.3038,155.4725,158.0809,156.0923,156.4934,165.5202,158.8547,152.519,148.2276,148.848,137.1863,124.8116,134.3049,142.8574,-9999.0
"-9999.0",-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,190.0376,190.8363,193.7426,197.6236,199.4928,206.7706,221.1548,228.0985,220.7546,207.1239,193.8179,182.9503,169.3103,156.0885,142.438,141.0503,148.5741,152.4944,154.6974,155.4429,152.9145,149.067,140.7774,134.6444,129.5494,122.2974,112.6681,112.1595,124.4122,134.0013,134.9567,133.5495,130.707,126.0241,131.621,135.9117,141.485,142.8642,139.992,140.8392,153.25,184.3114,234.0574,302.5833,320.8098,241.8649,167.9575,130.5083,151.2505,159.043,159.1848,157.9736,135.8712,110.0955,110.5139,149.4544,159.7025,166.7764,163.9347,160.3108,158.3956,156.029,150.6802,145.8258,136.1432,132.0098,147.9874,168.0102,171.7318,168.3207,166.2181,159.2162,153.1758,145.6244,144.1521,150.5623,144.4199,135.641,125.7432,103.7482,98.5397,-9999.0,-9999.0,-9999.0,271.1517,310.5468,334.0632,353.4182,371.2864,376.3604,375.8111,380.75,377.787,349.6591,321.535,326.876,297.1218,253.909,291.117,318.6241,269.4696,241.8077,230.2773,231.1899,235.9767,229.162,240.7508,237.4442,230.0664,204.8416,179.5999,171.5127,140.3098,123.5026,123.4412,137.1416,148.517,142.0519,123.7331,138.6443,146.7466,144.707,138.7044,123.7767,122.7766,131.1609,134.5489,128.8716,117.8691,127.0295,136.4506,-9999.0
"-9999.0",-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,184.2841,184.4383,187.0865,189.8975,193.3531,203.0494,227.7296,240.4911,219.4745,202.108,189.5554,179.9224,167.8951,155.2244,144.8032,144.0296,149.2762,150.8663,155.0239,154.5935,152.2762,146.5706,140.8752,136.3087,131.9636,126.3403,114.6555,114.4304,133.9836,139.9788,136.0486,131.4899,133.3303,134.1335,142.7317,156.7051,157.7423,153.0686,142.6973,135.6494,147.8273,176.1204,228.4816,301.0352,322.1548,241.6248,169.9963,136.2511,146.1774,156.9963,155.3811,151.7115,142.3362,131.3559,137.1836,157.3233,162.322,159.4277,155.2659,146.1466,144.9608,148.3115,148.8518,146.1973,143.4832,146.4378,152.9714,159.7451,160.001,161.2577,156.9544,151.9583,150.5561,151.0956,156.5911,-9999.0,153.1548,146.6742,137.8527,134.5131,-9999.0,-9999.0,-9999.0,219.6562,264.1346,308.6154,328.9987,356.7045,395.3309,371.5098,387.4246,419.4673,423.4177,405.641,357.3756,334.5051,312.823,279.4055,328.5229,317.4357,289.0711,264.6846,228.8469,243.0966,267.131,264.9876,263.9191,246.1859,233.3671,207.7288,178.709,169.0183,131.9632,116.675,104.8295,140.6665,157.5966,150.8478,119.0497,131.6632,136.7773,130.8603,112.7735,86.17986,101.2674,118.5073,127.5791,131.0201,128.7551,128.8766,133.3708,-9999.0
"-9999.0",-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,178.2016,176.3942,178.124,179.1523,178.037,185.0566,208.8864,222.4826,206.8711,192.6325,183.4074,175.1762,168.0385,157.4027,150.8768,150.1033,150.5254,151.1798,153.6773,153.0477,148.8969,145.2596,141.2534,137.7861,135.1412,134.6978,134.646,144.8261,159.1455,153.14,138.8972,128.4035,133.9997,141.9489,156.9765,186.1572,167.6267,168.69,134.9974,111.2465,135.7523,163.3408,196.9279,236.2368,247.0398,216.7324,179.1266,158.8898,156.262,153.3024,153.1944,149.2866,141.8396,140.2683,143.8768,151.0159,154.0921,150.7314,139.6992,124.2303,130.5361,140.5902,146.4552,147.2297,146.9286,150.3559,151.6438,153.7079,155.3201,158.4268,154.7252,156.9388,153.0018,151.1995,162.5373,162.914,157.7635,154.9718,153.5347,-9999.0,-9999.0,106.1096,128.37,209.0434,269.7522,310.501,332.9296,365.1964,426.7149,414.0059,428.6734,444.4705,439.7624,426.4286,395.135,361.4078,334.1017,314.3421,299.0757,292.7357,308.0031,326.071,285.0381,273.6891,298.6048,270.5504,255.1939,248.303,233.6709,201.7748,186.7793,167.602,140.2903,126.8378,130.9003,156.9618,177.9832,172.0412,155.8163,144.4678,137.401,127.0295,110.387,96.17588,102.0873,112.771,122.5273,129.7766,127.6497,127.5749,129.1691,-9999.0
"-9999.0",-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,175.0436,172.7108,173.745,169.2855,155.7412,152.9089,172.62,182.3475,181.3728,178.7699,175.418,171.6194,165.7509,160.2318,154.8935,153.1636,153.3156,151.2273,151.8838,151.7108,149.0187,144.275,141.3599,140.7657,138.1721,135.0191,137.167,170.4928,199.7711,173.9887,149.1428,139.4862,140.0538,145.0322,154.5641,166.0583,159.4941,155.4412,132.8534,118.1668,134.0891,152.0051,168.3732,186.3729,195.452,187.9899,174.4917,164.5882,160.4602,154.6801,154.0007,150.5306,143.5958,143.4084,145.1538,148.0951,149.0478,144.1795,134.7812,123.6532,128.8043,137.9635,145.1198,147.4418,148.2442,148.6287,149.7617,151.0139,158.7267,158.6207,154.8435,162.3729,160.0626,163.9784,-9999.0,159.9229,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,114.5255,142.2735,211.2438,266.7519,305.8734,333.5027,381.8579,418.168,442.3852,458.8016,490.9575,486.3064,452.8379,418.9184,394.3859,365.4853,329.7828,260.0145,227.5461,323.0974,419.4558,346.9082,293.3637,278.2473,265.1217,243.9545,231.2003,220.8907,198.7832,192.6509,180.8638,162.8045,150.4348,153.7896,165.5318,172.7821,168.9115,158.317,148.027,136.0509,123.1174,-9999.0,105.7366,105.0775,108.025,112.2899,116.4534,-9999.0,-9999.0,-9999.0,-9999.0
"-9999.0",-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,174.9961,173.5565,171.9615,163.4545,148.5161,143.8921,156.0346,155.7253,157.5999,163.854,167.1761,167.0167,164.9311,160.4146,157.3051,155.7734,154.7322,152.4324,151.5624,151.3454,148.4071,144.373,142.3752,140.4845,139.0202,134.2683,134.0669,171.0784,199.347,177.0201,155.4203,147.9569,146.5238,145.9109,146.4564,148.017,145.8277,144.9728,136.7883,134.241,136.493,142.1355,147.1667,153.3028,162.62,166.4726,166.5721,163.5306,153.2649,155.1912,152.7561,150.9704,-9999.0,-9999.0,-9999.0,-9999.0,145.8259,142.0302,138.2415,133.8755,135.158,140.3847,145.047,147.6757,149.0627,148.3578,149.6783,151.7403,155.7484,156.8477,158.2538,163.8826,161.4006,169.474,-9999.0,-9999.0,-9999.0,-9999.0,144.1911,164.5199,180.4533,188.6477,202.0111,214.5,253.9849,298.0259,336.7848,381.3017,445.5116,485.5332,455.9893,506.6152,500.1885,468.5116,436.7952,410.2019,418.1971,359.4732,294.3725,271.9486,319.1949,357.138,333.7548,302.9081,275.3153,257.6557,236.7752,228.0487,213.2188,194.4505,193.655,184.314,171.8825,164.5135,164.6262,166.166,162.0211,160.8541,154.8522,142.6223,127.3292,111.0728,105.2722,-9999.0,102.8665,103.8193,104.949,-9999.0,107.3432,108.1364,-9999.0,-9999.0
"-9999.0",-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,175.3825,173.4952,169.4608,163.2814,155.9254,153.3517,153.8435,138.5593,139.7861,153.2968,161.5017,163.5976,163.7521,160.8175,158.687,157.8897,156.7056,154.1689,151.9623,151.0997,147.8397,143.6898,142.5966,142.7173,141.5412,140.7648,145.4481,161.5634,172.1848,164.7109,154.8189,151.9977,152.0165,145.8678,139.3528,135.3369,135.6994,137.8112,134.8083,133.3922,134.6993,133.392,131.4836,133.1616,142.1771,151.3037,155.7011,150.0366,149.2139,150.9212,149.3089,151.927,150.7408,145.7127,-9999.0,-9999.0,145.0126,141.8948,141.055,139.3958,139.8809,142.8909,146.0372,148.0212,148.5761,148.185,148.3571,153.3033,154.0124,156.6744,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,97.9096,114.757,163.1744,203.692,230.0183,223.6143,185.876,238.4762,303.6604,352.994,356.153,429.9294,475.1904,405.5694,511.987,471.7499,458.7025,418.0313,398.0188,403.8129,363.082,348.6305,325.1662,323.5403,326.4748,324.7407,310.0096,283.6411,256.793,235.6505,217.9253,200.9518,186.2312,173.6071,176.2616,176.4944,174.6682,170.6025,172.4878,167.2962,161.978,152.6537,138.6263,113.3758,94.52018,98.58128,99.53365,102.0057,-9999.0,99.92445,100.8513,103.0196,104.3291,-9999.0,-9999.0
"-9999.0",-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,175.2544,171.6925,168.5695,164.1351,159.36,155.2029,151.9699,138.8353,139.3902,150.6033,157.4907,161.4724,-9999.0,-9999.0,160.5532,159.2361,158.1331,154.9662,152.1466,152.3686,147.6095,143.4857,144.3033,143.8959,143.947,146.4636,149.3614,155.6648,158.6115,156.2998,152.1259,152.2834,152.4729,143.4077,129.9869,123.1973,129.3876,134.0818,132.0536,143.7781,138.0008,126.5182,126.625,130.1454,143.4596,158.2593,166.6609,163.335,166.1506,167.9958,169.6519,170.9763,162.8217,163.477,168.6228,-9999.0,-9999.0,162.095,159.1569,157.5407,156.7098,140.9146,143.9096,147.4502,148.3371,152.2647,149.5408,154.3356,-9999.0,-9999.0,-9999.0,165.1376,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,92.62917,89.55568,153.8638,209.5078,286.2468,254.4252,228.4671,241.5782,268.3026,251.8562,302.7071,348.6568,394.6549,416.1282,438.8987,440.8754,413.5475,398.7496,365.0961,322.3779,347.9995,417.4528,351.9137,320.1198,311.6893,321.3382,317.509,296.9435,265.0952,232.1776,206.0532,182.2612,174.6516,142.418,171.6498,197.74,189.6455,177.949,172.986,168.9067,169.1528,158.2592,135.9457,112.0403,97.38952,96.63227,95.02255,102.6649,101.642,97.86594,99.67979,100.4234,100.5796,-9999.0,-9999.0
"-9999.0",-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,173.2861,171.1683,168.3795,164.8824,160.7473,156.6987,152.3938,148.0623,148.2513,153.3548,157.4478,-9999.0,-9999.0,160.6878,161.1121,160.162,157.3926,155.6201,153.3067,152.6596,148.5153,143.9227,144.6723,144.7175,145.2565,148.2912,150.06,152.6118,153.3357,151.9082,149.8275,149.0087,146.7415,139.7914,130.4076,129.048,139.5579,144.2448,143.611,134.3574,129.4902,106.7416,96.52486,126.8702,145.9683,160.05,182.8375,185.4151,166.7457,169.6313,171.4364,172.1442,167.8089,167.8912,-9999.0,-9999.0,-9999.0,-9999.0,167.683,165.1515,161.0159,159.4624,157.9924,155.6008,157.481,154.2728,-9999.0,-9999.0,-9999.0,-9999.0,177.9665,-9999.0,178.2238,-9999.0,-9999.0,-9999.0,167.7874,162.4842,168.5117,166.9961,163.737,267.9151,268.4005,257.5979,252.2367,261.0949,243.7083,282.7588,245.3985,326.1501,384.7921,396.7834,402.6128,381.3775,349.7566,319.5035,273.4904,301.0232,369.1718,339.2231,323.1805,323.3271,343.7794,352.825,322.8133,279.3317,242.0128,210.2221,183.3696,184.9798,172.2509,199.9394,247.4142,211.7379,194.338,178.7756,170.6682,161.4984,159.2193,139.4705,111.9382,91.01791,102.5646,105.3908,104.7776,106.9506,104.0257,100.4849,99.08916,97.97561,-9999.0,-9999.0
"-9999.0",-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,172.9882,171.0142,168.6022,165.7573,162.3312,159.1221,156.1453,154.2043,154.5208,155.8445,158.708,-9999.0,-9999.0,160.667,161.5198,160.8337,158.041,156.1493,153.6374,152.9093,148.5459,146.6146,145.9362,145.1332,147.7936,148.7433,149.4013,150.0351,150.3204,148.4337,147.8678,146.4158,143.8974,139.0944,134.3914,147.5114,151.1786,152.6889,136.489,115.5594,125.5187,119.0177,111.5855,135.6734,163.7902,179.4798,185.7974,183.644,182.5869,185.6576,173.5877,173.6565,-9999.0,169.0295,-9999.0,177.5766,-9999.0,-9999.0,-9999.0,-9999.0,169.6088,166.0676,181.0343,156.0882,-9999.0,154.5897,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,182.8172,187.0997,193.7321,205.9025,222.0307,220.883,218.7129,229.6722,244.8671,252.9364,247.4379,270.8473,304.1879,306.834,296.7917,327.7023,365.8817,365.7854,352.9558,334.5117,308.8893,296.6521,280.6994,265.9893,296.1463,312.5972,317.8049,331.8943,362.8134,377.8198,336.9324,283.8173,257.0417,232.7074,210.2595,206.5643,204.674,214.6171,226.3291,214.5004,203.016,191.6281,180.3247,166.4061,157.4946,143.1297,120.5089,107.9574,114.554,116.6373,109.047,107.007,105.3048,100.6812,95.15101,93.30299,-9999.0,-9999.0
"-9999.0",-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,174.4056,172.898,171.1353,169.0912,166.3617,164.0184,161.6783,159.7299,158.6466,158.825,-9999.0,-9999.0,-9999.0,-9999.0,163.6107,161.8873,161.3685,158.5522,156.5837,153.8254,153.1741,149.0349,146.6333,145.994,147.5677,148.0196,148.2846,148.9628,148.4721,148.3697,146.9397,145.9563,167.3506,166.6163,166.0169,164.6103,165.1552,166.5346,159.7408,145.9232,125.8371,138.0716,150.6355,153.1837,171.3491,183.5434,189.2625,188.0889,178.1725,169.6858,176.5649,189.107,173.8896,160.7815,159.7231,171.552,183.4828,186.498,187.3064,187.6676,-9999.0,174.9373,164.372,-9999.0,-9999.0,158.9083,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,193.6359,204.5999,225.2758,261.7961,265.6818,250.9515,233.5217,247.0212,249.8625,250.1335,278.5286,329.8927,315.7941,312.161,317.2871,319.8891,307.5926,318.5522,340.9594,305.1272,282.6742,292.8492,290.8128,306.0903,305.767,301.485,323.2001,346.8172,349.7747,324.8387,300.577,279.6576,266.5914,224.3412,225.4494,224.0072,216.7738,210.4188,219.4761,214.2587,197.9312,189.3793,177.9725,165.9688,148.5535,135.8529,121.6612,118.1492,113.9321,110.4613,108.6839,104.981,98.83439,90.50056,89.26877,-9999.0,-9999.0
"-9999.0",-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,172.974,171.4378,169.2007,167.4597,165.6234,163.9261,162.5938,161.8721,161.0803,-9999.0,-9999.0,-9999.0,-9999.0,164.0674,162.2573,159.4666,158.9787,156.9501,154.0279,153.4146,149.087,146.7744,146.9628,147.6616,147.5596,147.908,147.2045,147.2919,148.21,173.5536,174.3331,175.2304,176.4532,178.5438,-9999.0,-9999.0,185.5145,183.8247,181.1156,175.2269,183.615,195.3272,207.6391,209.5819,207.0158,199.1789,188.4882,176.4837,165.9063,175.5937,193.9032,182.668,148.654,145.1488,169.8912,190.4763,199.7349,198.4644,195.8694,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,157.3249,-9999.0,156.216,168.6177,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,188.0619,200.3978,218.6997,235.4162,238.3782,238.0413,235.492,248.0613,252.9469,260.3924,285.2614,299.5396,299.5352,296.127,292.372,291.8937,284.8517,296.0962,365.2754,344.0073,303.318,305.8959,310.3296,311.9745,296.0549,259.9194,311.2149,342.9889,339.6091,322.596,306.2242,292.5307,284.7284,276.6205,252.6317,241.0175,230.6806,223.5806,233.6278,226.3156,217.0593,205.0701,188.9255,178.1353,165.2584,152.5728,137.7524,126.8185,116.2635,109.927,109.8782,105.0319,99.12302,94.46187,93.81495,-9999.0,-9999.0
"-9999.0",-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,169.8318,168.4604,167.0443,-9999.0,-9999.0,164.2589,-9999.0,162.3916,-9999.0,-9999.0,164.3245,162.8435,162.6372,159.78,159.3522,156.3704,154.1981,153.623,149.1202,150.5119,146.8964,147.152,147.3171,147.4987,146.4735,149.2279,180.4983,180.0456,182.1305,184.7857,189.1039,193.2994,-9999.0,-9999.0,213.3453,222.4932,232.6324,240.9779,257.4859,261.9211,260.359,250.3521,230.0229,202.3473,180.1619,174.9601,179.9938,194.3762,214.9471,205.7745,167.7898,160.3177,190.5773,212.77,218.0886,-9999.0,203.846,187.849,-9999.0,-9999.0,186.3549,-9999.0,157.5087,-9999.0,166.8148,171.3512,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,182.6781,180.0162,196.3379,201.0323,207.6033,218.1806,231.9205,245.0865,252.6319,268.226,282.4185,291.3949,286.0851,283.9255,284.5201,281.2863,263.8554,261.4254,301.1967,314.5168,323.2184,320.3532,332.1423,339.3693,318.8284,304.9604,340.5895,354.587,352.4224,341.9576,316.6313,299.3283,288.7885,284.8898,264.2707,253.5373,261.1977,282.2991,262.9104,246.0984,232.4293,220.9753,199.1321,184.8945,177.2168,168.6168,150.5643,132.0185,123.4378,114.7934,109.367,104.5018,97.3003,95.34111,98.55375,-9999.0,-9999.0
"-9999.0",-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,174.486,-9999.0,-9999.0,170.4598,169.3738,168.2591,167.2829,166.5306,-9999.0,-9999.0,164.1532,164.4066,-9999.0,-9999.0,163.2494,163.0204,160.0761,159.6903,156.6191,154.3404,153.7998,149.1337,150.6497,146.7882,145.2933,-9999.0,-9999.0,182.4209,186.4324,184.7123,187.501,191.0267,195.6087,201.4079,209.7912,-9999.0,-9999.0,248.0684,268.5681,-9999.0,316.0079,321.3281,295.7713,295.7722,290.7619,250.611,189.306,136.5959,134.974,175.933,219.5505,260.2429,-9999.0,-9999.0,-9999.0,-9999.0,254.9131,245.5137,229.4641,-9999.0,-9999.0,-9999.0,-9999.0,189.4712,184.2791,-9999.0,160.7426,-9999.0,-9999.0,190.0656,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,171.0348,165.9937,155.7395,170.8991,177.9684,179.5179,195.1903,208.7413,229.4786,243.2906,258.6524,265.455,273.3033,274.4167,270.289,269.8663,263.8858,257.9625,256.7148,270.6574,287.1721,304.6783,322.1611,379.9345,431.0533,368.8516,363.9963,398.7452,381.5549,363.1713,369.2343,353.8641,313.3126,281.8843,256.9055,257.7125,269.098,272.8381,273.3522,264.7841,254.2229,239.6162,228.4235,208.9129,188.1482,179.8497,176.8911,161.3843,139.4374,129.3974,121.5892,116.6285,101.0524,80.69144,84.10692,96.89057,-9999.0,-9999.0
"-9999.0",-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,174.6531,-9999.0,-9999.0,-9999.0,170.1829,169.2834,168.5006,166.7109,-9999.0,-9999.0,165.2077,-9999.0,165.4314,-9999.0,161.089,160.6637,160.3578,160.0017,156.8436,154.4601,153.9491,149.1316,150.7553,145.9136,144.9592,-9999.0,-9999.0,190.4307,192.9242,191.6543,195.5709,200.5943,206.9436,215.3027,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,383.7756,225.9411,290.9463,337.8696,276.2489,171.0417,72.50781,71.10242,157.9218,249.9429,336.8481,413.5756,440.6429,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,194.9253,186.3782,177.967,156.1095,154.3337,162.861,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,209.2702,-9999.0,158.5186,141.6333,141.5058,143.0428,167.1816,175.7835,182.2065,193.2818,210.7977,226.8357,238.0499,246.9564,263.5316,264.2773,263.3029,259.7104,248.5144,239.0419,230.9061,243.443,257.8544,281.0799,314.3923,379.8534,422.7844,371.8591,375.2422,409.0647,387.0711,371.7892,363.7296,349.6502,320.0282,273.0973,221.1493,234.682,301.9731,289.1712,270.8049,265.5699,254.9444,238.1614,234.4364,214.0259,199.5765,185.8611,181.3053,168.4466,139.0627,125.99,124.5146,123.8483,109.2367,75.1302,82.97726,101.8676,-9999.0,-9999.0
"-9999.0",-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,174.0427,-9999.0,-9999.0,171.5924,170.8893,170.145,169.4958,167.6515,167.2035,-9999.0,166.0582,-9999.0,166.0741,-9999.0,161.3839,160.9244,160.6248,-9999.0,-9999.0,154.5616,154.0761,149.1187,145.6239,145.6824,183.1218,188.4379,-9999.0,-9999.0,199.6292,-9999.0,203.8785,210.2133,218.3445,226.9479,240.228,258.3672,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,619.938,-9999.0,474.6002,423.6288,319.288,195.7375,97.88445,95.14512,180.4184,295.2846,433.1161,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,201.8348,187.0477,176.38,-9999.0,157.0957,151.8832,162.7387,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,197.9611,156.7882,139.1365,114.8919,113.959,156.8513,179.235,176.5349,184.4719,203.4859,221.649,227.9123,238.6246,254.2746,261.4138,275.7368,269.6788,227.9174,227.4678,208.2977,227.6683,247.2622,264.4579,291.3166,325.6462,337.7207,331.7234,343.3894,362.4405,373.2631,392.8517,380.1655,380.4754,336.6573,289.7423,248.6945,258.7766,294.6161,290.3244,274.6689,267.2798,257.3716,244.2331,238.0573,225.6883,207.3964,196.358,186.3553,174.0256,143.6243,112.9714,124.0543,136.0008,123.6794,104.5799,106.9231,116.2578,-9999.0,-9999.0
"-9999.0",-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,174.2061,-9999.0,-9999.0,167.7527,-9999.0,166.45,165.8604,162.3497,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,161.1704,160.8761,157.5968,-9999.0,154.6492,154.1859,149.0994,145.4277,-9999.0,190.1432,-9999.0,-9999.0,202.3098,204.2703,205.9858,212.049,219.4731,229.1591,238.8542,254.4115,-9999.0,304.8358,344.0784,-9999.0,-9999.0,-9999.0,-9999.0,1002.818,730.1091,510.8506,369.1841,258.642,189.0638,183.5364,241.6443,345.1745,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,199.6054,181.4811,166.6672,161.7822,144.3119,146.571,155.6133,170.9766,-9999.0,-9999.0,289.8953,-9999.0,309.726,225.985,167.4431,145.209,131.0654,134.4677,148.9675,169.9792,162.4541,166.5435,190.7931,223.3033,227.181,232.4184,245.2365,256.4094,261.5555,243.536,224.1895,227.4853,228.5112,233.1089,242.6838,253.7132,274.9944,278.3865,272.4289,271.2544,293.511,323.4251,355.6257,383.0165,385.2591,412.8725,353.8977,313.1236,286.8583,288.2172,314.0476,295.4286,277.6991,272.0979,263.5258,252.0003,242.8359,241.423,223.1416,204.2668,194.0726,190.8158,174.5277,133.9284,138.2033,141.5262,135.222,111.1789,119.3118,128.9394,-9999.0,-9999.0
