POINTID,GRID_CODE,x_center,y_center
255,192.79916382,-101.13709559100,36.38797123930
256,204.01718140,-101.09009763500,36.38980682150
257,214.89904785,-101.04309717400,36.39162554250
258,217.35578918,-100.99609423200,36.39342740120
259,204.98710632,-100.94908883000,36.39521239630
260,197.04533386,-100.90208099300,36.39698052680
261,182.67330933,-100.85507074200,36.39873179140
262,160.06771851,-100.80805810200,36.40046618920
263,124.15902710,-100.76104309400,36.40218371900
264,140.18292236,-100.71402574300,36.40388437960
265,172.08050537,-100.66700607000,36.40556817010
266,188.51539612,-100.61998409900,36.40723508920
267,197.63603210,-100.57295985200,36.40888513610
268,251.69239807,-100.52593335300,36.41051830950
269,231.14189148,-100.47890462500,36.41213460850
270,211.84585571,-100.43187369100,36.41373403210
271,230.78886414,-100.38484057400,36.41531657910
272,247.07447815,-100.33780529600,36.41688224860
273,248.64036560,-100.29076788000,36.41843103960
274,242.95861816,-100.24372835100,36.41996295120
275,222.85649109,-100.19668673000,36.42147798220
276,217.07708740,-100.14964304100,36.42297613180
277,232.30097961,-100.10259730700,36.42445739890
278,242.04255676,-100.05554955100,36.42592178280
279,248.59580994,-100.00849979500,36.42736928230
280,150.10847473,-103.01296089800,36.28375696900
281,154.83161926,-102.96609334600,36.28626539040
282,156.29150391,-102.91922238200,36.28875700910
283,148.40705872,-102.87234803000,36.29123182370
284,125.73689270,-102.82547031000,36.29368983240
285,82.95261383,-102.77858924700,36.29613103380
286,82.84738159,-102.73170486200,36.29855542630
287,101.14527130,-102.68481717800,36.30096300830
288,109.95886993,-102.63792621800,36.30335377850
289,122.64817047,-102.59103200400,36.30572773510
290,140.09202576,-102.54413455900,36.30808487680
291,126.49942017,-102.49723390600,36.31042520200
292,86.69418335,-102.45033006600,36.31274870930
293,94.61618805,-102.40342306400,36.31505539720
294,158.10389709,-100.71168689900,36.36988074830
295,181.68307495,-100.66469047900,36.37156381530
296,194.20074463,-100.61769176400,36.37323001820
297,204.27453613,-100.57069077700,36.37487935600
298,231.92770386,-100.52368754200,36.37651182750
299,235.88563538,-100.47668208000,36.37812743190
300,234.15296936,-100.42967441500,36.37972616790
301,257.62680054,-100.38266457000,36.38130803470
302,267.53549194,-100.33565256800,36.38287303110
303,274.45108032,-100.28863843200,36.38442115630
304,262.74252319,-100.24162218500,36.38595240910
305,244.17524719,-100.19460385000,36.38746678870
306,244.51515198,-100.14758345000,36.38896429400
307,232.24888611,-100.10056100700,36.39044492420
308,234.96275330,-100.05353654500,36.39190867820
309,233.24940491,-100.00651008700,36.39335555510
310,142.89375305,-103.00948926400,36.24979635870
311,151.60423279,-102.96264474500,36.25230370850
312,154.80958557,-102.91579682000,36.25479426260
313,128.77015686,-102.86894551000,36.25726801960
314,108.09849548,-102.82209083900,36.25972497780
315,79.38638306,-102.77523282900,36.26216513580
316,81.55235291,-102.72837150200,36.26458849190
317,103.97727203,-102.68150688100,36.26699504470
318,111.47012329,-102.63463898900,36.26938479250
319,120.15835571,-102.58776784700,36.27175773400
320,126.48944092,-102.54089348000,36.27411386760
321,124.32095337,-102.49401590900,36.27645319180
322,116.82704163,-102.44713515600,36.27877570510
323,120.15971375,-102.40025124600,36.28108140610
324,129.96282959,-102.35336419900,36.28337029330
325,146.11047363,-102.30647403900,36.28564236520
326,156.11534119,-102.25958078800,36.28789762050
327,161.23083496,-102.21268447000,36.29013605760
328,164.67089844,-102.16578510600,36.29235767520
329,158.96856689,-102.11888271900,36.29456247180
330,154.62069702,-102.07197733300,36.29675044620
331,131.55244446,-102.02506896900,36.29892159670
332,159.19268799,-101.97815765100,36.30107592220
333,184.65319824,-101.93124340100,36.30321342120
334,196.63159180,-101.88432624100,36.30533409230
335,229.49588013,-101.83740619500,36.30743793430
336,241.35475159,-101.79048328500,36.30952494580
337,253.72166443,-101.74355753400,36.31159512540
338,229.99208069,-101.69662896500,36.31364847190
339,213.54997253,-101.64969760100,36.31568498390
340,206.64926147,-101.60276346300,36.31770466020
341,186.74243164,-101.55582657600,36.31970749940
342,189.85029602,-101.50888696100,36.32169350030
343,170.44107056,-101.46194464200,36.32366266170
344,137.71426392,-101.41499964100,36.32561498220
345,135.03016663,-101.36805198100,36.32755046070
346,132.30809021,-101.32110168600,36.32946909590
347,123.93070984,-101.27414877600,36.33137088660
348,148.55355835,-101.22719327700,36.33325583150
349,203.07870483,-101.18023521000,36.33512392950
350,273.14276123,-101.13327459800,36.33697517940
351,174.97590637,-101.08631146400,36.33880958010
352,167.76397705,-101.03934583100,36.34062713020
353,183.06912231,-100.99237772200,36.34242782880
354,216.72392273,-100.94540715900,36.34421167450
355,217.28872681,-100.89843416600,36.34597866640
356,162.91999817,-100.85145876500,36.34772880330
357,182.05662537,-100.80448098000,36.34946208400
358,178.12158203,-100.75750083300,36.35117850750
359,179.07058716,-100.71051834700,36.35287807260
360,194.55134583,-100.66353354400,36.35456077830
361,202.96760559,-100.61654644900,36.35622662350
362,208.28424072,-100.56955708300,36.35787560720
363,226.52030945,-100.52256547100,36.35950772830
364,233.31307983,-100.47557163300,36.36112298570
365,237.40206909,-100.42857559500,36.36272137840
366,259.74801636,-100.38157737800,36.36430290540
367,271.58731079,-100.33457700500,36.36586756570
368,285.40139771,-100.28757450000,36.36741535830
369,276.67321777,-100.24056988600,36.36894628230
370,252.32412720,-100.19356318500,36.37046033650
371,246.32922363,-100.14655442000,36.37195752010
372,233.86741638,-100.09954361400,36.37343783210
373,227.83442688,-100.05253079100,36.37490127160
374,227.31311035,-100.00551597300,36.37634783760
375,144.69163513,-103.00775473300,36.23281516510
376,150.76927185,-102.96092172300,36.23532197970
377,158.23738098,-102.93750394000,36.23656909000
378,138.80349731,-102.89066583100,36.23905071590
379,104.19509888,-102.84382435200,36.24151554730
380,95.22183228,-102.79697952600,36.24396358270
381,91.93947601,-102.75013137400,36.24639482060
382,104.79770660,-102.70327991900,36.24880925950
383,111.41176605,-102.65642518300,36.25120689770
384,116.27418518,-102.60956719100,36.25358773380
385,119.11717224,-102.56270596200,36.25595176630
386,123.84896088,-102.51584152200,36.25829899370
387,128.53675842,-102.46897389100,36.26062941450
388,126.00012970,-102.42210309300,36.26294302730
389,129.00520325,-102.37522914900,36.26523983050
390,151.15411377,-102.32835208400,36.26751982270
391,159.90475464,-102.28147191900,36.26978300250
392,158.31526184,-102.23458867700,36.27202936840
393,167.44578552,-102.18770238100,36.27425891900
394,168.99299622,-102.14081305200,36.27647165290
395,164.87724304,-102.09392071500,36.27866756880
396,143.57911682,-102.04702539100,36.28084666510
397,132.27493286,-102.00012710400,36.28300894060
398,190.52142334,-101.95322587600,36.28515439380
399,213.27853394,-101.90632172900,36.28728302350
400,227.91723633,-101.85941468600,36.28939482810
401,265.98724365,-101.81250477000,36.29148980650
402,272.51071167,-101.76559200500,36.29356795730
403,253.96813965,-101.71867641100,36.29562927910
404,226.90728760,-101.67175801300,36.29767377070
405,214.50845337,-101.62483683200,36.29970143070
406,173.35906982,-101.97371746300,36.25009770970
407,224.22920227,-101.92683787500,36.25223383760
408,217.64479065,-101.87995538400,36.25435314840
409,242.22627258,-101.83307001300,36.25645564060
410,242.19953918,-101.78618178500,36.25854131300
411,245.25489807,-101.73929072200,36.26061016420
412,220.89868164,-101.69239684700,36.26266219290
413,214.29539490,-101.64550018300,36.26469739780
414,212.25573730,-101.59860075200,36.26671577770
415,236.28720093,-101.55169857700,36.26871733120
416,233.42453003,-101.50479368100,36.27070205710
417,186.84928894,-101.45788608600,36.27266995400
418,196.16456604,-101.41097581600,36.27462102090
419,188.84846497,-101.36406289300,36.27655525640
420,151.97294617,-101.31714733900,36.27847265930
421,144.62364197,-101.27022917900,36.28037322840
422,164.02311707,-101.22330843300,36.28225696250
423,196.07562256,-101.17638512500,36.28412386030
424,223.45974731,-101.12945927900,36.28597392080
425,210.64436340,-101.08253091600,36.28780714270
426,198.53962708,-101.03560005900,36.28962352480
427,196.19328308,-100.98866673200,36.29142306610
428,185.06248474,-100.94173095700,36.29320576530
429,191.00480652,-100.89479275700,36.29497162140
430,198.79838562,-100.84785215400,36.29672063310
431,208.39453125,-100.80090917200,36.29845279950
432,227.00759888,-100.75396383400,36.30016811940
433,206.82298279,-100.70701616200,36.30186659170
434,218.77517700,-100.66006617900,36.30354821530
435,218.68040466,-100.61311390700,36.30521298910
436,233.85700989,-100.56615937100,36.30686091220
437,240.84979248,-100.51920259300,36.30849198340
438,227.47828674,-100.47224359500,36.31010620180
439,215.50225830,-100.42528240000,36.31170356620
440,212.38676453,-100.37831903200,36.31328407570
441,246.27133179,-100.33135351300,36.31484772920
442,245.87045288,-100.28438586700,36.31639452590
443,263.91345215,-100.23741611500,36.31792446460
444,243.46234131,-100.19044428200,36.31943754440
445,207.26757813,-100.14347039000,36.32093376440
446,179.58074951,-100.09649446100,36.32241312350
447,213.34226990,-100.04951652000,36.32387562090
448,222.02320862,-100.00253658800,36.32532125570
449,127.00955200,-103.00255627900,36.18186801640
450,136.17984009,-102.95575775900,36.18437322810
451,141.66099548,-102.90895584300,36.18686165820
452,110.80851746,-102.86215055200,36.18933330520
453,77.32241821,-102.81534191000,36.19178816750
454,106.99855804,-102.76852993800,36.19422624360
455,116.12596130,-102.72171466000,36.19664753200
456,121.12523651,-102.67489609700,36.19905203110
457,115.30066681,-102.62807427300,36.20143973950
458,110.02476501,-102.58124920900,36.20381065550
459,121.22351074,-102.53442092800,36.20616477770
460,133.70594788,-102.48758945400,36.20850210470
461,150.01054382,-102.44075480700,36.21082263500
462,140.77137756,-102.39391701200,36.21312636700
463,135.38046265,-102.34707609000,36.21541329930
464,166.55885315,-102.30023206400,36.21768343060
465,155.72077942,-102.25338495600,36.21993675930
466,156.61296082,-102.20653478900,36.22217328400
467,185.13679504,-102.15968158600,36.22439300340
468,190.16726685,-102.11282537000,36.22659591600
469,170.22859192,-102.06596616200,36.22878202040
470,165.76358032,-102.01910398600,36.23095131530
471,169.53292847,-101.97223886400,36.23310379920
472,189.46571350,-101.92537081900,36.23523947080
473,196.42532349,-101.87849987300,36.23735832890
474,211.47189331,-101.83162604900,36.23946037190
475,216.54159546,-101.78474937000,36.24154559860
476,217.05444336,-101.73786985800,36.24361400770
477,204.98274231,-101.69098753700,36.24566559790
478,208.19207764,-101.64410242800,36.24770036780
479,226.10540771,-101.59721455400,36.24971831620
480,246.92808533,-101.55032393900,36.25171944180
481,259.86251831,-101.50343060400,36.25370374340
482,160.92044067,-101.45653457300,36.25567121960
483,188.62597656,-101.40963586800,36.25762186930
484,188.23245239,-101.36273451300,36.25955569110
485,157.56114197,-101.31583052900,36.26147268390
486,136.49931335,-101.26892393900,36.26337284640
487,160.98019409,-101.22201476700,36.26525617750
488,223.20590210,-101.15164621500,36.26804961260
489,226.36909485,-101.10473068500,36.26989085990
490,208.34989929,-101.05781265300,36.27171527150
491,218.22125244,-101.01089214000,36.27352284650
492,196.79910278,-100.96396916900,36.27531358350
493,187.22085571,-100.91704376400,36.27708748150
494,200.04444885,-100.87011594700,36.27884453940
495,209.02632141,-100.82318574100,36.28058475590
496,247.54557800,-100.77625316800,36.28230813010
497,251.42524719,-100.72931825200,36.28401466090
498,218.63595581,-100.68238101600,36.28570434700
499,219.61869812,-100.63544148200,36.28737718760
500,231.84661865,-100.58849967200,36.28903318140
501,262.90106201,-100.54155561100,36.29067232750
502,239.87988281,-100.49460932100,36.29229462490
503,219.14151001,-100.44766082400,36.29390007240
504,172.52462769,-100.40071014400,36.29548866900
505,211.07524109,-100.35375730400,36.29706041380
506,235.33302307,-100.30680232600,36.29861530580
507,192.64823914,-100.25984523300,36.30015334390
508,237.70903015,-100.21288604800,36.30167452730
509,216.28053284,-100.16592479400,36.30317885480
510,174.98086548,-100.11896149400,36.30466632560
511,132.09480286,-100.07199617100,36.30613693870
512,211.66020203,-100.02502884800,36.30759069310
513,122.58262634,-103.02421740800,36.16362581020
514,97.13515472,-102.97743208000,36.16613887680
515,146.09051514,-102.93064334600,36.16863516620
516,153.67239380,-102.88385122900,36.17111467680
517,147.51347351,-102.83705575100,36.17357740690
518,117.10324860,-102.79025693600,36.17602335520
519,120.10725403,-102.74345480500,36.17845252000
520,124.17408752,-102.69664938100,36.18086489980
521,118.68023682,-102.64984068600,36.18326049310
522,108.75472260,-102.60302874400,36.18563929840
523,112.72529602,-102.55621357500,36.18800131410
524,124.74875641,-102.50939520400,36.19034653890
525,132.55752563,-102.46257365200,36.19267497110
526,139.39636230,-102.41574894100,36.19498660940
527,131.99589539,-102.36892109600,36.19728145230
528,125.49439240,-102.32209013700,36.19955949830
529,146.17266846,-102.27525608700,36.20182074610
530,143.72662354,-102.22841897000,36.20406519410
531,164.18548584,-102.18157880800,36.20629284090
532,183.95413208,-102.13473562200,36.20850368530
533,189.60864258,-102.08487826600,36.17670926570
534,171.55245972,-102.03805215000,36.17888557240
535,163.75709534,-101.99122308200,36.18104507940
536,152.67744446,-101.94439108700,36.18318778550
537,111.49040985,-101.89755618600,36.18531368910
538,134.62197876,-101.85071840200,36.18742278910
539,147.87448120,-101.80387775800,36.18951508410
540,157.02856445,-101.75703427700,36.19159057270
541,175.43202209,-101.71018798000,36.19364925370
542,177.28250122,-101.66333889100,36.19569112570
543,179.75489807,-101.61648703200,36.19771618750
544,246.82499695,-101.56963242700,36.19972443780
545,262.83282471,-101.52277509600,36.20171587520
546,234.77593994,-101.47591506400,36.20369049870
547,240.46945190,-101.42905235300,36.20564830680
548,223.41960144,-101.38218698500,36.20758929840
549,176.52323914,-101.33531898300,36.20951347220
550,168.94862366,-101.28844837100,36.21142082710
551,175.89454651,-101.24157517000,36.21331136180
552,187.65461731,-101.19469940300,36.21518507510
553,256.74499512,-101.14782109300,36.21704196580
554,257.63485718,-101.10094026300,36.21888203280
555,205.21224976,-101.05405693600,36.22070527490
556,212.17637634,-101.00717113400,36.22251169100
557,223.65834045,-100.96028287900,36.22430127980
558,218.57192993,-100.91339219600,36.22607404030
559,216.28671265,-100.86649910600,36.22782997140
560,207.55676270,-100.81960363200,36.22956907180
561,212.60868835,-100.77270579700,36.23129134070
562,209.27774048,-100.72580562400,36.23299677670
563,212.03550720,-100.67890313600,36.23468537890
564,223.94964600,-100.63199835400,36.23635714620
565,231.38409424,-100.58509130300,36.23801207750
566,253.13952637,-100.53818200600,36.23965017190
567,244.55580139,-100.49127048300,36.24127142810
568,238.00323486,-100.44435676000,36.24287584530
569,225.51446533,-100.39744085800,36.24446342230
570,229.20230103,-100.35052280000,36.24603415830
571,234.92041016,-100.30360260900,36.24758805210
572,229.11346436,-100.25668030800,36.24912510280
573,225.69259644,-100.20975592000,36.25064530950
574,211.83068848,-100.16282946800,36.25214867110
575,181.25285339,-100.11590097400,36.25363518680
576,189.37860107,-100.06897046100,36.25510485550
577,220.55484009,-100.02203795300,36.25655767630
578,153.24079895,-102.99563697000,36.11393011830
579,182.56472778,-102.94888435900,36.11643319870
580,212.15292358,-102.90212836200,36.11891951170
581,170.08654785,-102.85536900000,36.12138905550
582,132.49465942,-102.80860629700,36.12384182870
583,112.48660278,-102.76184027400,36.12627782970
584,129.31188965,-102.71507095400,36.12869705700
585,126.70746613,-102.66829836000,36.13109950910
586,129.00813293,-102.62152251400,36.13348518450
587,122.71558380,-102.57474343700,36.13585408160
588,132.77140808,-102.52796115400,36.13820619900
589,125.12870789,-102.48117568600,36.14054153520
590,104.95066833,-102.43438705500,36.14286008880
591,81.46625519,-102.38759528500,36.14516185820
592,68.74250793,-102.34080039700,36.14744684200
593,111.85324097,-102.29400241400,36.14971503880
594,125.00076294,-102.24720135900,36.15196644720
595,163.66111755,-102.20039725400,36.15420106580
596,182.62561035,-102.15359012200,36.15641889300
597,204.64332581,-102.10677998500,36.15861992760
598,188.72750854,-102.05996686500,36.16080416820
599,171.48413086,-102.01315078600,36.16297161330
600,158.85736084,-101.96633177000,36.16512226170
601,148.62612915,-101.91950983900,36.16725611190
602,120.15056610,-101.87268501700,36.16937316260
603,151.98211670,-101.82585732400,36.17147341250
604,146.61322021,-101.77902678500,36.17355686030
