var4,var8,var12,var16,var20,var24,var28,var32,var36,var40,var44,var48,var52,var56,var60,var64,var68,var72,var76,var80,var84,var88,var92,var96,var100,var104,var108,var112,var116,var120,var124,var128,var132,var136,var140,var144,var148,var152,var156,var160,var164,var168,var172,var176,var180,var184,var188,var192,var196,var200,var204,var208,var212,var216,var220,var224,var228,var232,var236,var240,var244,var248,var252,var256,var260,var264,var268,var272,var276,var280,var284,var288,var292,var296,var300,var304,var308,var312,var316,var320,var324,var328,var332,var336,var340,var344,var348,var352,var356,var360,var364,var368,var372,var376,var380,var384,var388,var392,var396,var400,var404,var408,var412,var416,var420,var424,var428,var432,var436,var440,var444,var448,var452,var456,var460,var464,var468,var472,var476,var480,var484,var488,var492,var496,var500,var504,var508,var512,var516,var520,var524,var528,var532,var536,var540,var544,var548,var552,var556,var560,var564,var568,var572,var576,var580,var584,var588,var592,var596
"-9999.0",-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
"-9999.0",-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,202.598,207.2544,212.6403,217.894,221.7138,221.4097,221.2741,217.506,210.3455,201.8284,191.9171,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
"-9999.0",-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,204.2868,210.6289,217.2962,223.6915,229.6508,232.4178,233.0378,227.8715,218.4637,207.4962,195.6249,184.0495,173.0491,162.556,155.2538,146.1199,133.1731,125.0307,116.9992,110.6723,106.4909,103.3148,99.47528,96.28813,93.29355,91.16619,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
"-9999.0",-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,208.5859,212.6172,220.5573,228.913,236.9552,244.7125,245.6714,238.1505,226.3062,211.7989,198.0662,185.1645,173.1913,161.96,154.2061,144.5542,135.7367,122.9547,115.1557,107.7175,102.9932,100.1879,95.0959,91.34081,89.63201,88.19022,90.49719,92.09616,93.66444,95.79603,97.79604,98.60391,94.91792,90.97257,86.48689,85.06665,92.25552,104.9165,115.5554,123.8847,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
"-9999.0",-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,208.6552,213.6484,222.5442,231.9072,241.5812,251.6321,254.9383,244.2517,229.3679,214.5484,198.4709,184.7781,172.2288,160.5714,152.5632,142.5538,133.3007,120.7867,112.6312,104.6945,98.12661,93.38869,90.90002,85.76964,85.3239,84.68894,88.71002,89.27637,91.38351,93.86952,96.99003,96.62461,92.63509,83.71325,72.57808,63.14164,72.79794,99.43468,115.3607,121.3354,126.6097,133.9488,140.8711,142.0258,139.2638,142.6069,149.2229,156.2823,157.1165,138.7473,120.0115,126.3479,139.8853,153.0202,162.1897,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
"-9999.0",-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,207.6068,213.3753,223.2583,233.4003,242.0979,248.5231,250.7496,240.7556,226.8141,212.344,196.4347,182.6617,169.5595,158.3372,150.3246,140.3092,131.0283,122.3197,110.3294,101.8968,94.57675,90.48997,84.97247,80.42368,80.32745,80.69001,84.84856,87.59873,90.52261,91.32623,95.86749,95.79007,91.17944,80.11208,59.84732,30.05719,36.38416,108.9891,124.3732,116.0859,117.752,133.2836,145.8061,149.2822,147.8138,149.2171,151.9588,154.2439,151.253,133.5237,109.6763,122.7879,138.6591,156.6965,177.8325,174.8818,163.1001,161.6636,158.2909,157.8137,151.4299,136.4079,123.3994,115.9952,107.38,100.936,100.849,105.0025,107.6225,114.4233,121.2461,126.5665,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
"-9999.0",-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,207.9431,213.7811,222.3276,234.5486,245.9206,249.2012,242.5843,232.7572,220.2463,206.6828,193.7717,178.8699,166.1135,155.2771,147.5391,137.716,128.8675,120.3058,108.6097,99.52563,91.62307,85.59163,78.57409,74.26923,73.53017,75.4839,80.61175,83.65847,87.33363,91.27628,95.19878,96.03625,92.99715,82.60537,61.64265,28.99869,39.09083,156.2524,140.0473,101.7518,100.6069,133.006,157.5528,160.8467,155.9314,156.4252,158.4715,157.8392,152.1737,139.4216,129.7008,132.3823,134.9237,155.5169,185.5338,180.8533,163.9443,161.2785,157.1319,152.1009,142.7438,127.1175,113.4878,108.1238,103.8512,101.6752,102.083,104.5067,107.3419,113.2076,118.7979,124.4239,126.5682,124.6652,101.6534,108.4153,174.6315,240.8531,268.256,245.3211,219.6895,196.435,180.8354,-9999.0,197.3457,199.6967,194.8802,183.8248,159.5154,125.6414,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
"-9999.0",-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,203.9588,209.619,218.2823,231.6297,245.8831,250.3418,238.2705,224.538,212.4507,199.8465,187.7274,175.6998,161.5105,151.0584,144.0522,135.1929,126.9827,118.9446,110.8067,98.91694,90.21836,80.97049,72.10486,68.07095,69.50718,71.96563,75.03215,78.6336,83.05788,88.85556,94.14392,98.12021,97.91219,91.7403,81.39076,73.22002,95.56016,136.1103,133.2636,110.0273,109.8141,138.6784,163.369,165.6146,161.6204,166.1999,164.6313,161.6706,156.2858,145.3087,136.3042,132.9636,135.8998,148.7948,166.205,167.6585,162.2759,159.2107,156.9542,151.526,140.166,115.4328,96.31429,95.80383,94.06396,98.32227,102.3101,105.0478,107.2163,111.0071,112.6699,118.8393,121.3568,128.7496,125.574,139.4662,189.6452,252.1477,282.9187,252.6089,230.6861,212.8982,199.6154,199.408,205.3164,205.3652,199.9777,189.6501,163.3141,133.9476,90.82819,50.53836,63.13275,107.9157,133.0856,142.8537,149.879,157.2438,161.1818,156.8237,158.45,177.4213,177.8559,199.4888,234.943,242.6583,237.0569,227.7714,222.3986,215.2061,211.8111,212.2858,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
"-9999.0",-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,198.4781,205.6621,210.3999,221.3359,230.7012,232.1814,225.4324,217.2649,207.6448,192.2345,180.3509,168.857,155.7679,146.478,140.3842,132.6636,125.4872,118.4233,111.1974,100.3877,90.57211,81.3357,70.96709,66.67739,67.72442,68.76627,69.78514,70.83683,77.19226,85.81538,94.17543,101.4795,103.1504,103.6368,102.0654,104.2283,115.7907,128.2378,133.1858,130.6817,132.6489,145.2272,157.7165,163.217,168.6667,176.3583,175.6821,162.1924,154.5561,145.2799,130.6724,118.8425,129.8562,144.4382,154.3698,159.7916,158.8868,160.0378,160.2207,159.7959,155.3064,121.5683,91.88164,74.57239,69.09132,92.31136,101.7827,106.8489,106.9047,108.0661,110.9363,112.389,112.17,130.5588,155.32,179.9856,200.6168,231.1939,249.8195,245.6239,235.3194,225.6155,-9999.0,-9999.0,215.1273,211.5271,207.9038,195.0311,177.4017,154.0309,123.699,99.32768,106.2619,128.6733,137.915,140.5475,147.8353,155.5644,161.7416,163.743,168.7874,181.7028,192.1005,221.6393,271.2963,262.8923,249.1336,232.6257,221.1862,210.525,206.5081,209.2648,212.1902,214.0206,209.7888,198.8439,178.35,163.3546,184.4118,202.9038,214.2206,227.9971,241.997,262.2293,265.118,243.07,225.6337,229.2661,249.938
"-9999.0",-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,191.8619,197.8586,200.5216,209.1432,216.0011,219.3739,219.1954,212.2667,200.6131,187.9879,171.3467,160.345,151.6264,141.1322,136.3233,130.1595,124.4039,118.7806,112.5964,106.6911,96.21511,86.77464,73.87585,66.41075,63.2607,64.0476,63.58111,62.57745,70.15386,83.24217,94.85689,105.0784,110.3554,112.9372,116.2763,122.9094,131.1297,138.0653,144.3683,146.4526,146.2933,150.8252,159.2566,172.1791,177.471,173.3686,170.743,163.3602,158.1148,144.6667,125.8483,109.0439,123.9235,141.6954,153.5241,157.241,163.2713,165.2793,168.5041,171.5626,181.6004,152.4292,108.5327,61.15252,60.68065,93.63967,107.4398,108.5346,107.7372,104.4877,101.5735,99.573,112.1274,133.6172,167.621,204.5454,206.8492,234.1636,271.6717,258.4285,239.997,234.1189,228.9215,225.0646,221.2779,218.3742,213.5241,202.9449,191.9249,174.8964,157.2085,143.6017,141.5721,142.6013,138.6971,139.9991,146.7209,152.6753,160.3228,168.057,176.8959,188.9386,201.5549,220.4466,252.9512,260.4606,255.6313,233.3024,216.6295,201.3425,195.7622,207.3705,212.9226,214.3159,213.0263,204.788,187.6886,175.845,193.1899,200.1292,209.4891,222.7055,233.3734,241.1348,243.3374,237.387,227.8879,234.4715,263.7232
