var4,var8,var12,var16,var20,var24,var28,var32,var36,var40,var44,var48,var52,var56,var60,var64,var68,var72,var76,var80,var84,var88,var92,var96,var100,var104,var108,var112,var116,var120,var124,var128,var132,var136,var140,var144,var148,var152,var156,var160,var164,var168,var172,var176,var180,var184,var188,var192,var196,var200,var204,var208,var212,var216,var220,var224,var228,var232,var236,var240,var244,var248,var252,var256,var260,var264,var268,var272,var276,var280,var284,var288,var292,var296,var300,var304,var308,var312,var316,var320,var324,var328,var332,var336,var340,var344,var348,var352,var356,var360,var364,var368,var372,var376,var380,var384,var388,var392,var396,var400,var404,var408,var412,var416,var420,var424,var428,var432,var436,var440,var444,var448,var452,var456,var460,var464,var468,var472,var476,var480,var484,var488,var492,var496,var500,var504,var508,var512,var516,var520,var524,var528,var532,var536,var540,var544,var548,var552,var556,var560,var564,var568,var572,var576,var580,var584,var588,var592,var596
"-9999.0",-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,189.7092,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
"-9999.0",-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,192.0563,195.6788,200.8133,203.579,207.7058,209.8288,208.3363,199.6873,186.7897,170.42,153.3232,139.1064,128.0268,124.8418,125.2542,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
"-9999.0",-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,195.1085,198.2928,204.1965,209.5966,215.2011,221.4446,222.4774,213.8207,194.8991,172.1725,148.1146,126.687,112.9152,111.2742,116.6076,124.9798,133.0829,141.1188,148.4378,157.0228,159.8755,153.7291,141.0078,124.1673,109.5723,96.40686,85.94544,77.74539,75.98888,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
"-9999.0",-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,196.3515,200.8774,206.385,213.1086,221.8979,233.832,239.7912,228.1137,203.0958,173.8176,142.4481,112.4935,92.96379,94.42086,107.8455,120.9034,131.8526,142.4124,153.6319,168.5515,180.0628,172.1872,150.548,127.6459,109.5243,93.75033,80.08315,70.03699,66.6579,69.74039,73.59177,74.80988,71.80524,66.52206,62.85699,60.18616,60.53355,63.72567,79.02757,97.59911,111.7848,122.6335,132.0721,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
"-9999.0",-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,196.839,201.3604,206.3575,213.7912,225.0249,239.3124,249.2038,234.4222,207.4387,174.8704,140.5447,105.996,81.94275,85.50621,104.3784,119.7954,130.8889,141.1321,155.4074,174.6306,194.4605,184.6773,153.4147,126.7783,107.6381,91.28749,75.02813,61.56261,57.76147,64.92708,71.55828,73.82538,70.86522,62.80931,53.72524,44.8405,54.57038,60.72097,78.29926,97.64264,109.9192,123.5056,133.8036,139.1217,139.686,143.2087,148.6992,156.819,157.2724,138.7072,121.4375,129.5609,143.6015,159.1121,173.7869,170.774,161.6063,158.0832,156.1779,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
"-9999.0",-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,197.6848,200.6453,203.8873,210.033,226.1899,237.9129,237.5924,225.9201,203.976,176.6063,144.7409,115.9362,97.21247,98.48212,110.7124,121.0064,130.4838,139.1872,151.8064,166.3069,177.807,168.5581,144.0173,119.4038,103.9552,89.69479,75.56491,63.27979,59.46135,66.13225,72.54607,74.51821,71.17575,61.8394,44.394,17.4116,18.23507,59.32877,85.50565,96.2143,103.8467,123.607,139.5873,144.4218,145.8439,147.2419,147.5559,151.6906,150.0511,137.2566,123.3244,129.7225,138.6381,163.6574,196.7468,186.7608,161.5682,159.0297,156.2301,153.3759,145.294,130.7553,117.9239,109.7798,106.1858,101.4976,101.2621,104.7541,107.9116,113.6548,117.2984,121.8627,130.1352,123.1383,108.7874,120.5018,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
"-9999.0",-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,196.4801,199.9048,199.7595,200.4251,231.4505,256.6859,236.5027,217.5162,198.5523,176.132,150.3469,129.4942,116.7789,115.1906,116.7865,121.5237,127.0764,136.0067,146.2395,157.0293,167.0476,165.4677,132.427,104.3977,95.75784,88.30031,80.04602,71.92225,69.49409,72.02142,75.56743,77.38282,74.78056,66.93378,51.70125,31.1451,34.04784,70.6498,93.96334,92.06421,95.46244,127.072,151.672,153.4928,150.8982,149.6467,144.5537,159.3239,153.6744,143.0047,133.3533,129.5122,131.4103,158.077,190.0902,183.3553,164.2842,159.4837,156.5544,150.9645,139.4459,120.1307,105.7138,103.9554,106.0024,105.0465,102.9557,104.8282,108.2635,113.2337,116.1453,120.7785,126.5892,121.579,95.95408,108.0929,181.8376,255.1702,281.1263,253.9217,234.6399,210.8787,187.4419,-9999.0,202.5135,204.8131,195.9051,183.3388,160.4452,123.081,75.55801,37.81996,49.85086,90.52168,122.8802,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
"-9999.0",-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,194.2423,198.2464,199.4146,201.7452,223.6159,241.3171,223.7445,208.35,192.7998,174.4135,153.8393,136.0658,123.6982,117.6337,115.8074,119.8366,125.1981,132.561,140.6896,150.8767,166.017,167.7695,113.8628,82.94922,86.71979,83.72433,78.29372,74.12547,74.17979,76.03939,78.68166,81.03034,80.7104,78.68145,72.32351,69.02793,76.13257,95.76157,107.7827,106.7094,112.2675,132.6276,150.3807,152.5671,154.1305,159.4117,159.3694,164.4405,156.0783,143.7044,132.1304,127.5013,134.0537,148.8707,166.9205,166.962,163.6194,161.8654,159.9824,156.024,143.8804,110.8133,84.9507,90.53096,98.19314,101.619,103.1226,105.4212,108.8097,109.9653,115.8781,115.3834,117.9693,130.3409,136.7481,156.2273,196.2806,249.4203,271.077,259.4705,262.3573,240.871,219.6027,210.2954,214.5364,211.9626,201.3322,189.8755,165.8655,135.7,89.38056,54.18936,64.86232,100.7931,129.2789,144.7947,153.22,159.736,162.3481,158.3651,161.9825,179.8069,180.8631,207.937,245.8557,246.7831,236.8408,227.346,222.7225,217.0359,213.904,214.8415,216.923,218.2754,224.4282,225.7757,225.8957,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
"-9999.0",-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,190.3958,194.847,197.4572,202.1526,207.7282,203.7915,200.5375,198.0667,186.4352,170.7048,154.6072,138.8824,125.7508,118.5232,116.1936,120.2335,124.2017,129.4146,134.5375,138.6059,142.5606,133.1011,101.6252,83.37794,81.9537,76.59415,70.60621,68.63408,72.2356,76.62064,80.78927,84.12122,88.39612,90.83131,93.56678,98.9779,107.2486,121.6345,126.6103,127.9802,130.4402,137.3074,144.9617,148.5947,155.946,167.5096,166.4224,158.2542,151.907,140.172,120.4881,103.4363,122.1837,143.8332,157.1245,161.4637,163.3784,165.7455,165.4362,169.8015,174.7476,132.1205,93.18175,58.93596,63.59444,93.56318,104.2202,107.3195,109.145,109.8448,113.737,111.0877,107.2832,134.897,167.4982,196.9026,205.8573,225.6283,243.275,265.0773,289.8168,257.0956,-9999.0,229.0044,222.0168,218.1836,208.4952,195.9592,178.7936,154.397,127.7779,108.0931,110.647,126.5738,139.5029,146.9947,152.5392,157.3618,162.8397,166.8142,173.6045,185.7632,199.1543,227.8351,279.7778,258.3832,244.9104,230.6638,221.6536,213.3156,208.2511,211.302,213.1199,218.6603,222.8413,225.7258,225.9383,222.1287,216.2631,213.1627,218.8818,231.1827,242.5134,257.2049,257.367,238.3986,220.369,226.4924,250.2542
"-9999.0",-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,184.7846,188.7998,192.81,194.5945,197.2703,197.0066,196.2672,190.5382,178.9658,164.5105,150.8856,138.0655,127.3804,121.4508,120.2101,120.2076,124.3052,123.4782,124.352,126.5752,124.8547,114.3072,94.18258,75.9192,66.91035,66.69301,61.07395,58.40824,68.14381,76.0923,82.21644,87.91023,95.38766,101.6641,109.0083,117.4632,125.2696,133.0809,133.8819,143.2169,143.4011,145.4963,147.237,151.4433,152.9813,157.9211,158.5851,153.7994,151.5628,141.5321,123.6491,108.2134,124.7539,145.9332,157.6228,163.2079,163.2912,166.0145,170.5878,180.974,198.3274,161.3972,113.1904,72.46908,74.18987,99.04836,108.8402,108.2584,108.81,108.6103,113.232,117.391,122.1288,143.2534,178.0496,218.387,212.0473,216.229,228.9986,248.6107,258.3193,246.272,235.9971,231.9384,227.812,225.175,215.2973,206.0597,193.6299,174.0501,156.9767,148.6992,147.6272,149.0995,147.5799,148.9184,148.8087,151.686,159.5902,168.5544,178.7915,192.8452,202.329,212.3539,227.6374,245.371,241.754,228.7758,222.85,207.8526,195.2917,207.3291,210.9103,216.6572,223.9066,227.6998,227.7877,222.5035,208.4726,194.2535,207.5984,224.3312,233.1042,237.0943,237.7413,233.1817,229.2533,236.3397,257.4106
