var4,var8,var12,var16,var20,var24,var28,var32,var36,var40,var44,var48,var52,var56,var60,var64,var68,var72,var76,var80,var84,var88,var92,var96,var100,var104,var108,var112,var116,var120,var124,var128,var132,var136,var140,var144,var148,var152,var156,var160,var164,var168,var172,var176,var180,var184,var188,var192,var196,var200,var204,var208,var212,var216,var220,var224,var228,var232,var236,var240,var244,var248,var252,var256,var260,var264,var268,var272,var276,var280,var284,var288,var292,var296,var300,var304,var308,var312,var316,var320,var324,var328,var332,var336,var340,var344,var348,var352,var356,var360,var364,var368,var372,var376,var380,var384,var388,var392,var396,var400,var404,var408,var412,var416,var420,var424,var428,var432,var436,var440,var444,var448,var452,var456,var460,var464,var468,var472,var476,var480,var484,var488,var492,var496,var500,var504,var508,var512,var516,var520,var524,var528,var532,var536,var540,var544,var548,var552,var556,var560,var564,var568,var572,var576,var580,var584,var588,var592,var596
"-9999.0",-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
"-9999.0",-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,161.2675,164.7621,168.1582,171.5142,173.7287,175.7554,173.8398,165.6392,151.4106,132.6463,112.895,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
"-9999.0",-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,164.8666,167.2366,170.9554,174.8902,180.4939,186.7545,188.3091,178.5707,158.7181,132.6554,104.2763,79.74422,65.87983,65.5382,71.33034,81.48586,89.06731,95.89336,100.8555,104.0304,107.3718,106.9282,105.0071,102.1192,99.35442,95.58393,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
"-9999.0",-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,166.0944,169.9486,172.0034,174.2207,180.76,199.4011,209.295,195.0586,167.3561,132.4669,93.47598,57.71195,38.43299,43.61594,56.93375,74.99889,88.57406,96.47281,103.0513,107.6247,111.3483,110.5584,107.3698,102.9717,97.71279,94.6432,90.48902,91.02911,90.34384,91.83346,93.73425,92.10925,89.15778,84.67939,80.45841,78.56608,86.43214,99.18262,110.4697,117.9411,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
"-9999.0",-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,166.7106,170.8168,172.6084,168.8109,165.9328,211.6847,233.601,207.801,173.09,132.3807,86.40115,40.48504,14.00426,26.25176,48.5379,73.38402,89.33997,98.77164,106.9714,113.4634,118.2371,116.8663,111.0258,103.7052,96.86144,92.45133,90.24016,90.16521,88.58086,90.26904,92.92992,89.97478,85.71088,77.98712,67.58015,58.61637,67.58257,94.85587,112.9285,121.1159,125.3111,126.7016,125.9907,122.0635,116.7035,123.2453,133.5726,138.433,135.6095,128.416,121.2763,123.3467,128.0508,131.7397,133.5717,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
"-9999.0",-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,166.6178,171.6492,174.5558,171.0351,166.506,202.8904,221.1717,202.619,171.5689,133.3106,90.76327,48.91203,23.91031,36.85337,58.83523,80.39216,93.54691,102.4844,112.1431,121.9211,129.0291,128.1102,116.0805,103.0099,94.23389,89.66212,87.48338,87.48092,87.50967,90.74911,91.56356,89.8203,84.72729,74.48406,55.23249,28.10155,34.20861,103.523,123.6239,128.0307,129.4527,129.6631,130.3571,128.6267,129.9348,137.7755,145.962,144.4736,138.4808,128.2492,118.1791,122.3326,131.2959,133.2075,137.7242,133.7283,133.0129,132.8978,130.9767,122.9355,110.7323,99.36071,92.31427,88.29591,86.56488,89.68643,98.88022,111.5115,119.2723,128.6736,139.6423,143.7001,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
"-9999.0",-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,165.2594,171.9158,178.6743,186.6056,203.9231,216.478,206.6577,190.6958,165.6337,134.4322,103.1058,76.29659,65.36862,75.10681,85.45417,93.27831,99.4244,107.5174,116.9881,131.3389,146.9683,147.9791,120.9343,96.46886,88.12067,85.25767,83.60841,84.28471,85.13981,88.51273,90.50941,89.98721,85.92337,76.33955,57.20277,27.47033,37.08784,142.5791,137.9308,137.444,134.7861,132.8299,132.7145,134.8371,137.3324,146.7979,159.4235,147.5997,141.8963,134.7778,128.7442,129.8921,136.0393,139.9008,141.2655,135.9232,134.7668,133.5317,132.2127,120.5901,105.2473,87.4697,79.38527,80.11414,76.91545,79.49514,92.94861,108.9103,118.6364,128.8508,136.3116,149.4397,154.0383,168.0891,176.7287,185.9875,195.7447,210.751,221.9758,232.7009,239.4391,236.4531,231.838,-9999.0,221.9834,219.3493,219.2211,219.3728,218.1995,218.3312,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
"-9999.0",-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,162.1729,169.8335,179.41,193.3786,214.6942,222.872,204.1145,181.9916,158.7482,134.0234,112.4113,97.21677,94.41113,102.9044,105.9573,103.6571,104.0988,109.7895,119.9909,135.233,158.3963,165.4444,113.8863,80.25296,79.78741,79.84354,78.63274,79.43487,81.24751,85.8077,89.22884,90.71117,89.6496,83.55458,74.98584,69.12893,91.33519,129.2689,141.3207,146.6898,138.6666,135.1541,135.0335,137.4629,138.5591,142.939,146.7623,142.3971,142.3865,140.865,138.7621,139.9608,142.9679,147.411,148.1404,146.1548,141.5739,137.5111,133.7107,120.8017,99.8717,73.00105,60.13346,72.73933,75.49332,78.97763,93.78493,110.8038,120.4758,129.2778,137.536,149.3626,153.0633,164.9811,177.485,186.8663,197.29,213.8353,231.8,248.6557,254.8533,247.6555,236.7176,227.7506,222.6568,219.8463,219.8379,219.3224,218.1506,215.5827,217.1413,212.8206,213.5394,212.3722,210.1457,209.0644,209.2238,207.0726,206.8356,202.5032,195.9819,184.7141,174.1821,198.453,231.8907,237.0591,230.6922,224.844,220.2115,217.2609,214.7405,211.9819,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
"-9999.0",-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,157.336,164.6999,173.478,185.5171,198.3575,201.7561,189.3024,171.0402,150.0527,130.8806,115.959,105.8547,103.7642,108.6484,110.0098,107.0761,106.4399,110.3084,117.8589,127.929,140.9321,137.0784,96.01634,73.10923,74.97157,73.88614,72.60184,73.03496,76.44862,83.00204,88.45454,92.27798,93.9008,92.96986,92.47241,96.64931,110.4083,126.0647,137.7906,141.6146,138.0344,136.3106,136.6902,139.3453,140.5992,136.3446,136.4882,141.0168,141.5377,143.2735,144.0306,146.5828,150.0292,155.9358,159.8256,160.6485,156.0354,147.5851,139.3771,125.0762,101.2185,71.57523,55.66019,72.18284,86.11828,92.19249,103.8002,115.751,125.7987,132.0663,142.5211,146.0679,153.6389,165.8964,177.9666,188.7678,197.688,215.8817,237.3994,259.6817,270.6796,257.852,-9999.0,-9999.0,222.6935,220.333,220.0684,221.2578,218.1111,215.7153,212.888,213.1087,213.8301,212.7431,210.6907,209.5719,209.6427,207.4535,207.3894,203.5913,198.8261,192.6312,191.9749,219.3259,265.4508,252.5409,235.9094,225.8329,219.2928,216.5553,214.8122,213.106,212.1468,209.819,202.5789,186.4325,163.8969,148.777,172.4176,198.3345,211.6386,223.7841,238.3171,258.7281,260.4207,229.0002,204.652,204.2895,211.9513
"-9999.0",-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,150.3006,155.8465,163.0785,170.4629,176.9286,177.4872,169.9772,155.6909,139.1506,124.8181,113.3894,107.5811,105.5887,106.5277,107.2134,106.4397,106.9118,109.8193,114.3982,117.8031,119.0477,109.551,88.41608,72.12209,64.3639,64.92533,67.24998,67.55418,72.18076,80.01776,87.95708,93.84353,98.09807,99.69796,103.0617,110.506,120.8066,129.78,137.1421,139.7847,138.0129,138.1348,138.9021,141.8226,144.4345,138.8231,137.7217,140.102,145.5578,144.9285,147.1448,151.0665,161.4712,169.077,178.1717,183.8669,178.2252,165.4476,151.1866,133.8883,116.0335,93.23271,85.34864,92.91322,103.9995,110.6469,117.9481,122.7453,129.076,134.3359,143.5526,150.1544,155.704,166.4575,180.1233,187.6632,194.7982,208.8988,231.802,254.0248,265.2807,252.3149,234.4962,225.5553,222.9705,223.0039,222.2509,221.1384,218.115,217.0552,213.3369,212.0385,213.8554,213.2778,211.4368,210.3121,210.3206,208.124,206.5264,203.8752,201.4263,200.31,202.718,214.2462,244.0152,241.4202,236.6188,222.3824,215.0164,214.4144,214.542,213.9371,211.9658,211.9565,206.773,193.1793,173.3417,162.0952,185.3481,201.9357,209.2942,220.7033,229.2809,234.576,232.5329,219.3638,205.5238,206.1836,214.425
