var 4,var 8,var 12,var 16,var 20,var 24,var 28,var 32,var 36,var 40,var 44,var 48,var 52,var 56,var 60,var 64,var 68,var 72,var 76,var 80,var 84,var 88,var 92,var 96,var 100,var 104,var 108,var 112,var 116,var 120,var 124,var 128,var 132,var 136,var 140,var 144,var 148,var 152,var 156,var 160,var 164,var 168,var 172,var 176,var 180,var 184,var 188,var 192,var 196,var 200,var 204,var 208,var 212,var 216,var 220,var 224,var 228,var 232,var 236,var 240,var 244,var 248,var 252,var 256,var 260,var 264,var 268,var 272,var 276,var 280,var 284,var 288,var 292,var 296,var 300,var 304,var 308,var 312,var 316,var 320,var 324,var 328,var 332,var 336,var 340,var 344,var 348,var 352,var 356,var 360,var 364,var 368,var 372,var 376,var 380,var 384,var 388,var 392,var 396,var 400,var 404,var 408,var 412,var 416,var 420,var 424,var 428,var 432,var 436,var 440,var 444,var 448,var 452,var 456,var 460,var 464,var 468,var 472,var 476,var 480,var 484,var 488,var 492,var 496,var 500,var 504,var 508,var 512,var 516,var 520,var 524,var 528,var 532,var 536,var 540,var 544,var 548,var 552,var 556,var 560,var 564,var 568,var 572,var 576,var 580,var 584,var 588,var 592,var 596
"-9999.0",-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
"-9999.0",-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,176.5019,180.4149,182.9104,187.7319,191.7872,193.1581,187.3331,176.2324,159.4668,139.6971,120.6395,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
"-9999.0",-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,178.7868,183.8239,188.2699,195.8648,203.6315,208.8445,205.3902,191.9374,168.0883,139.8987,112.6873,91.43042,80.41253,79.71301,84.76303,93.78599,102.3625,108.9272,114.1845,118.7866,120.5583,123.3462,123.1649,120.2476,114.9488,111.4853,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
"-9999.0",-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,180.3181,186.2578,192.3802,202.6741,214.9442,225.8749,226.4822,209.7933,177.7498,139.9044,103.1185,73.41204,58.72133,63.01418,73.20883,88.46702,100.8024,109.9683,117.0728,122.4709,126.447,128.5283,125.9335,122.7029,116.03,111.2839,104.7363,101.812,99.39671,96.99826,97.9026,95.19917,87.79229,80.56174,72.1453,67.95004,71.18429,85.05036,99.30817,111.0369,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
"-9999.0",-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,180.8382,187.2112,195.605,205.7955,221.0248,236.8943,241.2441,221.6024,183.6773,140.0729,97.17915,60.16266,40.63172,49.77228,67.24217,87.24338,101.4332,112.3684,121.4455,129.1979,134.9065,136.7413,132.2878,125.9962,116.9551,109.7128,105.2168,100.1655,97.89246,100.0575,97.64663,93.19873,85.70425,72.96664,59.01152,45.73784,49.02452,72.36295,97.11588,112.9143,120.0786,122.9268,122.9858,119.8976,115.3058,121.2965,131.685,134.0515,133.3713,129.5357,125.256,126.0128,129.9257,132.3035,135.8113,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
"-9999.0",-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,183.8242,186.5703,194.5855,203.793,217.3649,231.6163,235.019,215.8032,181.3571,141.1301,101.4944,67.01372,48.01003,57.98898,75.52448,93.92702,105.143,115.9434,126.6227,137.6491,147.012,149.2898,141.2938,127.7343,115.7869,107.6685,102.318,99.376,97.88324,98.48305,96.86195,92.60114,84.36766,69.79659,46.47236,18.97822,17.67927,62.25318,102.3279,120.3941,125.18,126.2059,126.2788,125.7971,126.5474,134.4406,143.095,140.9736,135.6344,128.9883,123.48,123.7554,124.4613,129.65,138.4835,141.7934,140.1098,139.7491,146.7658,153.2075,144.9128,126.6704,113.627,104.8428,99.36817,96.56255,96.60249,100.5921,106.7652,113.1292,115.9966,116.6487,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
"-9999.0",-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,182.2057,187.7415,191.9042,200.0076,207.4808,214.2856,213.7097,200.5009,174.537,143.529,113.2834,89.99078,80.66952,88.17491,96.505,103.8843,111.1956,119.3886,131.5875,146.4479,162.147,165.5301,151.4914,130.2037,110.3905,100.3615,97.31036,94.9368,94.67045,96.60981,96.65028,93.743,86.78204,73.06186,48.68974,18.13163,16.48899,74.17883,122.5891,135.9053,132.8161,130.0464,129.5768,130.7406,134.0924,143.5255,156.4991,141.8383,135.9587,132.5641,127.3904,117.0959,115.0615,129.3895,140.0771,144.9557,142.671,141.211,144.8794,143.1526,132.2664,113.3474,99.99492,97.66177,93.80585,95.0803,97.82856,101.5981,108.2075,113.4385,114.5838,114.8133,109.7032,92.79343,59.37967,65.61238,149.3824,233.283,261.3087,241.8194,220.3307,196.3434,180.4704,-9999.0,191.8186,190.0146,185.1787,166.4556,144.2301,109.48,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
"-9999.0",-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,179.844,185.1889,189.792,197.0635,202.0982,205.5631,202.9806,192.2257,171.4356,146.9818,124.1563,108.5354,104.3333,108.7289,110.5501,110.7102,114.4731,122.2154,133.4204,150.1306,170.173,175.1609,154.2908,124.4712,103.0966,91.91924,89.73434,88.46548,90.06048,94.13609,96.31319,95.99905,91.70166,83.15763,69.6446,57.62578,67.41378,104.6251,140.8488,149.5302,138.0828,132.7077,131.8098,132.9378,135.2539,139.4379,143.0812,132.3652,134.8195,134.8031,131.9684,122.2306,121.9212,134.4071,146.7979,153.0775,152.8983,153.0107,151.8835,143.5995,124.0447,93.92185,74.02764,88.90974,91.95248,94.03517,100.1627,105.3864,109.9746,111.983,114.1434,112.7147,109.9638,102.5989,83.95957,95.19158,166.9732,246.844,274.7856,251.4168,242.3662,219.4151,199.354,196.9514,196.5413,194.4608,188.6544,171.1499,150.0242,113.4112,67.4566,30.90142,39.03363,77.54617,111.2391,133.7327,150.8277,158.1151,159.1429,155.276,156.8593,175.3042,178.9178,194.3539,226.3086,231.9298,218.1406,205.3906,197.4848,194.1777,190.751,190.2439,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
"-9999.0",-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,176.726,182.0626,188.979,196.036,205.5778,211.9626,209.1938,194.913,174.7803,150.9197,131.1902,117.9533,112.3715,112.2488,112.4707,112.8601,115.8234,122.6521,131.3246,143.051,157.1241,158.7674,136.2139,106.8786,88.91272,81.23693,79.22721,80.04685,83.80329,89.59164,96.38843,99.41155,99.28644,96.42077,92.21626,93.03446,103.9559,119.125,133.7637,140.409,136.1693,133.6783,132.8557,133.4454,134.4442,136.2407,136.18,136.7378,138.6264,139.4866,139.0395,137.7607,140.7479,150.4482,161.304,166.1608,164.9643,167.167,162.6842,149.7403,127.7375,92.1664,66.73491,87.48106,99.46115,102.7491,106.3359,109.3831,113.1406,114.8946,114.6451,109.4311,106.3907,114.0545,118.9949,135.9995,177.8041,222.0056,243.5364,256.0349,276.1531,245.7339,-9999.0,-9999.0,201.431,198.1962,193.7475,178.9457,159.2701,133.6731,99.35163,71.82004,75.56427,97.92937,121.7232,140.3951,149.4646,156.8795,159.8185,160.5886,165.3872,177.6882,186.7169,214.0043,270.3845,258.6076,223.1068,205.0602,196.1687,189.5544,183.4259,183.868,190.0742,196.4122,199.7845,194.9557,183.7825,175.5733,189.1316,206.9158,220.0412,232.848,247.9083,264.762,265.575,241.2104,223.02,226.414,247.3673
"-9999.0",-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,172.6468,177.8315,185.2424,194.0108,207.0412,217.5183,214.5901,197.092,175.4397,153.7423,135.205,123.2238,116.4489,113.8325,113.532,114.7527,117.4617,121.1948,127.4194,132.0555,135.4122,128.916,107.3501,79.76102,66.68121,69.39826,71.70834,72.48685,78.18461,86.81062,96.99567,102.8644,106.106,106.9333,108.202,112.1791,119.2061,122.3807,123.7634,133.2918,135.0965,134.283,133.6796,133.4493,137.7291,136.7075,136.5514,138.352,142.1719,147.4127,149.4653,150.1682,157.2535,166.2368,177.7629,183.5607,176.5692,170.349,167.239,159.678,141.9658,117.6245,102.362,105.3413,109.7946,113.1589,115.5452,114.6292,117.9093,118.1072,117.5121,113.0152,110.5562,121.3101,132.8979,151.5688,181.2473,205.2466,225.2483,246.4091,263.1044,237.6715,220.7342,210.9772,205.845,203.6874,200.7068,190.3173,173.6646,156.5197,135.8717,118.7555,114.8059,125.5672,133.2,143.0913,146.4348,152.0643,158.0003,165.1964,171.689,180.8599,190.6564,208.0028,246.8337,239.3311,213.7864,203.344,199.2357,183.2876,168.5943,173.0442,183.6354,195.2638,201.6961,200.1913,189.3519,182.8989,195.8282,205.3976,214.0569,227.6619,239.222,245.6834,243.5224,232.8657,223.6456,230.3944,263.6432
