date,average_water_level
2018-02-01,254.32999999999998
2018-01-31,254.28083333333336
2018-01-30,254.3429166666666
2018-01-29,254.44375
2018-01-28,254.40958333333333
2018-01-27,254.41750000000005
2018-01-26,254.31875
2018-01-25,254.34791666666675
2018-01-24,254.4375
2018-01-23,254.39541666666662
2018-01-22,254.40625
2018-01-21,254.32750000000001
2018-01-20,254.27750000000006
2018-01-19,254.30000000000007
2018-01-18,254.34791666666663
2018-01-17,254.3995833333333
2018-01-16,254.48916666666665
2018-01-15,254.36875
2018-01-14,254.38083333333336
2018-01-13,254.43166666666664
2018-01-12,254.37000000000003
2018-01-11,254.38541666666666
2018-01-10,254.25333333333336
2018-01-09,254.29999999999993
2018-01-08,254.37291666666658
2018-01-07,254.32499999999996
2018-01-06,254.36666666666665
2018-01-05,254.39958333333325
2018-01-04,254.37208333333328
2018-01-03,254.45125
2018-01-02,254.43166666666664
2018-01-01,254.47833333333335
2017-12-31,254.4466666666667
2017-12-30,254.39250000000004
2017-12-29,254.40666666666667
2017-12-28,254.4316666666667
2017-12-27,254.46541666666664
2017-12-26,254.35291666666674
2017-12-25,254.34708333333333
2017-12-24,254.41291666666663
2017-12-23,254.4004166666665
2017-12-22,254.37875
2017-12-21,254.28458333333342
2017-12-20,254.3287500000001
2017-12-19,254.35041666666666
2017-12-18,254.3579166666667
2017-12-17,254.32541666666668
2017-12-16,254.29125000000002
2017-12-15,254.41624999999996
2017-12-14,254.35333333333335
2017-12-13,254.32666666666668
2017-12-12,254.43375
2017-12-11,254.42124999999996
2017-12-10,254.46458333333317
2017-12-09,254.47249999999988
2017-12-08,254.43416666666658
2017-12-07,254.45624999999993
2017-12-06,254.42708333333326
2017-12-05,254.4574999999999
2017-12-04,254.3383333333334
2017-12-03,254.35000000000002
2017-12-02,254.39499999999995
2017-12-01,254.39041666666662
2017-11-30,254.43708333333325
2017-11-29,254.47083333333333
2017-11-28,254.39916666666662
2017-11-27,254.36874999999986
2017-11-26,254.4508333333332
2017-11-25,254.44333333333327
2017-11-24,254.37458333333328
2017-11-23,254.43958333333327
2017-11-22,254.52
2017-11-21,254.44708333333327
2017-11-20,254.41749999999993
2017-11-19,254.4866666666667
2017-11-18,254.49875
2017-11-17,254.41041666666663
2017-11-16,254.44916666666674
2017-11-15,254.49291666666673
2017-11-14,254.44875
2017-11-13,254.50500000000002
2017-11-12,254.53958333333324
2017-11-11,254.4516666666666
2017-11-10,254.45041666666665
2017-11-09,254.48458333333338
2017-11-08,254.5154166666667
2017-11-07,254.46916666666667
2017-11-06,254.44458333333327
2017-11-05,254.42291666666665
2017-11-04,254.42625
2017-11-03,254.45541666666665
2017-11-02,254.4479166666667
2017-11-01,254.39458333333334
2017-10-31,254.4425
2017-10-30,254.4375
2017-10-29,254.42999999999986
2017-10-28,254.4845833333334
2017-10-27,254.53666666666675
2017-10-26,254.38624999999993
2017-10-25,254.50125000000006
2017-10-24,254.62041666666664
2017-10-23,254.5233333333333
2017-10-22,254.56666666666675
2017-10-21,254.45999999999992
2017-10-20,254.43624999999997
2017-10-19,254.45708333333332
2017-10-18,254.4679166666667
2017-10-17,254.5079166666667
2017-10-16,254.5929166666666
2017-10-15,254.66541666666672
2017-10-14,254.51083333333335
2017-10-13,254.51000000000008
2017-10-12,254.51000000000002
2017-10-11,254.54916666666676
2017-10-10,254.66166666666663
2017-10-09,254.51958333333337
2017-10-08,254.4583333333333
2017-10-07,254.51750000000004
2017-10-06,254.48833333333332
2017-10-05,254.54250000000005
2017-10-04,254.61208333333335
2017-10-03,254.57583333333343
2017-10-02,254.4895833333333
2017-10-01,254.50166666666675
2017-09-30,254.5858333333333
2017-09-29,254.61458333333326
2017-09-28,254.61666666666667
2017-09-27,254.64874999999998
2017-09-26,254.61749999999995
2017-09-25,254.55291666666673
2017-09-24,254.57375
2017-09-23,254.58166666666668
2017-09-22,254.62
2017-09-21,254.62666666666664
2017-09-20,254.6479166666666
2017-09-19,254.6279166666667
2017-09-18,254.6441666666667
2017-09-17,254.6854166666667
2017-09-16,254.68791666666667
2017-09-15,254.65333333333328
