datetime,saturated_thickness
2016-08,167.0590909090909
2016-07,221.45846153846153
2016-06,221.92599999999987
2016-05,247.18090909090907
2016-04,265.05333333333334
2016-03,236.41371428571426
2016-02,171.49551724137933
2016-01,197.1548000000001
2015-12,197.54888888888888
2015-11,223.08666666666664
2015-10,222.34666666666664
2015-09,220.5033333333334
2015-08,229.54083333333335
2015-07,270.28374999999994
2015-06,311.795
2015-05,283.30428571428575
2015-04,251.99823529411765
2015-03,226.1278571428571
2015-02,230.0711111111111
2015-01,265.322
2014-12,191.9006250000001
2014-11,361.75857142857154
2014-10,268.1833333333333
2014-09,235.63000000000008
2014-08,263.3488888888887
2014-07,268.52
2014-06,269.4811111111111
2014-05,266.6244444444444
2014-04,309.8249999999999
2014-03,221.38833333333332
2014-02,214.8192592592593
2014-01,201.87753846153853
2013-12,186.36194444444442
2013-11,302.3783333333334
2013-10,301.4008333333333
2013-09,299.0375000000001
2013-08,299.0563636363636
2013-07,299.15799999999996
2013-06,278.30533333333335
2013-05,280.10062500000004
2013-04,263.47249999999997
2013-03,237.64338461538466
2013-02,229.62959999999998
2013-01,192.79626865671636
2012-12,305.7675
2012-11,306.72363636363633
2012-10,305.5658333333334
2012-09,304.095
2012-08,299.7366666666666
2012-07,300.4041666666667
2012-06,303.3414285714286
2012-05,307.68249999999995
2012-04,293.10499999999996
2012-03,268.94800000000004
2012-02,262.4395833333333
2012-01,188.08642105263158
2011-12,260.7575
2011-11,285.02866666666665
2011-10,308.37833333333333
2011-09,282.8426666666666
2011-08,281.34799999999996
2011-07,303.61818181818177
2011-06,276.4719999999999
2011-05,302.43875
2011-04,288.5786666666666
2011-03,236.30249999999998
2011-02,265.908
2011-01,230.50687500000006
2010-12,207.09896226415088
2010-11,224.58807692307693
2010-10,319.345
2010-09,236.85076923076926
2010-08,303.62
2010-07,297.21999999999997
2010-06,213.5675
2010-05,315.28181818181815
2010-04,307.7761538461539
2010-03,238.79212121212126
2010-02,217.92999999999995
2010-01,194.32416666666668
2009-12,316.425
2009-11,279.03586206896546
2009-10,288.48869565217393
2009-09,314.92749999999995
2009-08,297.0984615384616
2009-07,325.65333333333336
2009-06,269.28933333333333
2009-05,316.61583333333334
2009-04,316.32250000000005
2009-03,249.24499999999998
2009-02,258.78438596491225
2009-01,218.76099099099096
2008-12,316.7625
2008-11,329.46166666666664
2008-10,328.8016666666667
2008-09,257.4663636363635
2008-08,312.05099999999993
2008-07,304.97857142857146
2008-06,237.54777777777775
2008-05,312.2000000000001
2008-04,310.91428571428565
2008-03,238.12549999999996
2008-02,265.99545454545455
2008-01,205.38868131868134
2007-12,274.68088888888883
2007-11,338.75
2007-10,338.28666666666686
2007-09,335.63000000000005
2007-08,329.9183333333333
2007-07,332.10999999999996
2007-06,338.84
2007-05,341.76833333333343
2007-04,223.99961538461545
2007-03,327.0166666666666
2007-02,326.945
2007-01,201.62090909090912
2006-12,227.98796874999996
2006-11,277.5527659574468
2006-10,325.1375
2006-09,324.21
2006-08,319.91499999999996
2006-07,267.7155555555555
2006-06,321.60583333333335
2006-05,260.80619047619047
2006-04,292.32312500000006
2006-03,288.4316666666666
2006-02,264.5218181818182
2006-01,212.9171428571428
2005-12,248.814406779661
2005-11,302.91333333333324
2005-10,314.1466666666667
2005-09,313.96
2005-08,312.6283333333333
2005-07,297.86571428571426
2005-06,314.41333333333336
2005-05,314.39833333333337
2005-04,314.4633333333333
2005-03,286.04571428571427
2005-02,228.1178260869565
2005-01,313.8066666666667
2004-12,195.46810810810817
2004-11,269.6036363636363
2004-10,296.36375
2004-09,311.1233333333334
2004-08,310.49666666666667
2004-07,311.7366666666667
2004-05,236.0
2004-02,208.2217391304348
2004-01,216.18103448275855
2003-12,161.34555555555556
2003-11,324.115
2003-10,324.20166666666677
2003-09,324.83666666666676
2003-08,328.53666666666663
2003-07,324.6016666666667
2003-06,323.65600000000006
2003-05,324.2766666666667
2003-04,323.23166666666674
2003-03,322.74166666666673
2003-02,201.58833333333337
2003-01,204.77428571428572
2002-12,269.16525
2002-11,202.27499999999992
2002-10,324.02333333333337
2002-09,324.9533333333334
2002-08,329.28499999999997
2002-07,328.6233333333334
2002-06,326.28666666666663
2002-05,324.828
2002-04,323.0466666666667
2002-03,300.0485714285715
2002-02,263.55249999999995
2002-01,226.32027777777787
2001-12,172.65869565217392
2001-11,275.3882352941177
2001-10,286.1869230769231
2001-09,321.19
2001-08,320.8866666666666
2001-07,321.0666666666666
2001-06,256.7324999999999
2001-05,318.945
2001-04,282.03285714285715
2001-03,255.47812499999995
2001-02,187.54062499999992
2001-01,226.29944444444448
2000-12,285.82375
2000-11,276.98636363636365
2000-10,282.8168421052631
2000-09,314.82666666666665
2000-08,312.055
2000-07,316.0216666666666
2000-06,319.52500000000003
2000-05,317.7666666666667
2000-04,321.40000000000003
2000-03,262.26000000000005
2000-02,203.0378181818182
2000-01,324.3842857142857
1999-12,292.33625
1999-11,319.63666666666677
1999-10,280.5064285714286
1999-09,315.8800000000001
1999-08,317.85666666666674
1999-07,319.1316666666667
1999-06,321.6083333333333
1999-05,322.0899999999999
1999-04,322.08833333333337
1999-03,292.44357142857143
1999-02,238.1290322580645
1999-01,172.4106451612903
1998-12,284.11625
1998-11,321.30833333333334
1998-10,320.69000000000005
1998-09,318.7183333333334
1998-08,316.6866666666667
1998-07,317.07
1998-06,319.785
1998-05,324.075
1998-04,324.42333333333335
1998-03,324.73
1998-02,324.7266666666667
1998-01,230.9286666666666
1997-12,180.63548387096776
1997-11,324.18000000000006
1997-10,323.8100000000001
