datetime,saturated_thickness
2016-01,42.00750000000005
2015-09,45.174999999999955
2010-12,65.97272727272725
2009-01,57.17777777777772
2007-01,51.43999999999992
2006-01,83.85999999999999
2005-12,49.100000000000364
2005-01,64.06428571428572
2004-01,64.25384615384617
2003-01,64.72142857142853
2002-01,65.19999999999992
2000-01,54.57499999999993
1999-01,66.99999999999993
1998-12,86.13333333333321
1998-11,53.59999999999991
1998-02,75.5
1997-12,83.09999999999991
1996-02,77.90000000000009
1995-02,54.00999999999995
