datetime,saturated_thickness
2016-08,48.60799999999981
2016-07,52.96666666666655
2016-06,56.19833333333312
2016-05,55.9366666666665
2016-04,56.71666666666655
2016-03,56.34166666666647
2016-02,89.14599999999996
2016-01,101.09394366197188
2015-12,79.30799999999991
2015-11,55.11333333333315
2015-10,54.21333333333306
2015-09,52.21499999999984
2015-08,51.83833333333314
2015-07,56.19666666666649
2015-06,55.88666666666654
2015-05,55.91666666666644
2015-04,55.99333333333319
2015-03,73.5459999999999
2015-02,85.87809523809517
2015-01,74.51461538461533
2014-12,106.06980769230769
2014-11,55.10499999999994
2014-10,54.70833333333303
2014-09,53.20999999999981
2014-08,52.786666666666484
2014-07,55.87499999999985
2014-06,55.408333333333154
2014-05,53.97833333333324
2014-04,55.888571428571204
2014-03,59.81999999999988
2014-02,90.60266666666664
2014-01,57.5474999999999
2013-12,104.50786885245904
2013-11,56.04399999999978
2013-10,54.67499999999973
2013-09,53.96999999999988
2013-08,52.671666666666546
2013-07,53.77833333333327
2013-06,54.25999999999976
2013-05,53.0933333333331
2013-04,55.684999999999796
2013-03,55.67666666666643
2013-02,94.43222222222218
2013-01,55.409999999999854
2012-12,100.95292307692306
2012-11,55.38799999999983
2012-10,54.75666666666643
2012-09,52.74999999999992
2012-08,51.61166666666653
2012-07,54.656666666666446
2012-06,55.33499999999973
2012-05,54.33333333333318
2012-04,56.12499999999992
2012-03,87.32555555555554
2012-02,91.13620689655164
2012-01,97.71499999999996
2011-12,54.885714285714066
2011-11,54.129999999999804
2011-10,53.71333333333314
2011-09,51.768333333333125
2011-08,51.653333333333116
2011-07,51.7974999999999
2011-06,54.359999999999765
2011-05,53.143333333333125
2011-04,55.663333333333185
2011-03,57.58166666666648
2011-02,90.6727272727272
2011-01,63.5685714285713
2010-12,104.21826086956526
2010-11,57.56399999999976
2010-09,52.0
2010-08,50.44999999999982
2010-07,57.57666666666652
2010-06,57.91999999999992
2010-05,58.273333333333234
2010-04,57.55666666666654
2010-03,69.20999999999984
2010-02,72.82166666666649
2010-01,105.63241935483876
2009-12,56.85999999999982
2009-11,56.0949999999998
2009-10,56.63749999999982
2009-09,54.61666666666648
2009-08,52.65285714285697
2009-07,55.786666666666484
2009-06,56.78499999999993
2009-05,54.63166666666643
2009-04,57.58499999999981
2009-03,127.03888888888883
2009-02,98.34880952380956
2009-01,97.36217391304343
2008-12,59.07166666666649
2008-11,58.83999999999969
2008-10,58.38166666666658
2008-09,57.22166666666643
2008-08,55.81499999999968
2008-07,62.19499999999971
2008-06,62.20166666666652
2008-05,59.38166666666651
2008-04,60.528333333333116
2008-03,61.428333333333136
2008-02,101.16818181818176
2008-01,60.809999999999796
2007-12,60.97499999999983
2007-11,60.59833333333313
2007-10,60.556666666666466
2007-09,59.809999999999796
2007-08,59.33333333333318
2007-07,59.60833333333312
2007-06,60.1883333333332
2007-05,60.273333333333234
2007-04,60.30833333333309
2007-03,59.654999999999895
2007-02,98.05076923076915
2007-01,101.85174603174603
2006-12,59.51999999999983
2006-11,59.016666666666424
2006-10,58.80999999999987
2006-09,57.524999999999785
2006-08,52.59166666666655
2006-07,56.796666666666546
2006-06,60.12499999999977
2006-05,58.36666666666641
2006-04,60.95666666666648
2006-03,82.2181818181817
2006-02,104.2672857142857
2006-01,60.151666666666564
2005-12,59.94833333333319
2005-11,59.95499999999985
2005-10,59.18999999999983
2005-09,57.36499999999993
2005-08,52.99166666666648
2005-07,57.35999999999982
2005-06,59.781666666666524
2005-05,59.73833333333323
2005-04,62.59666666666643
2005-03,65.50749999999977
2005-02,103.40933333333338
2005-01,61.51999999999983
2004-12,61.35333333333316
2004-11,60.967999999999755
2004-10,61.0949999999998
2004-09,60.63499999999984
2004-08,60.11499999999978
2004-07,59.136666666666464
2004-06,62.03571428571422
2004-05,61.19499999999979
2004-04,61.45999999999981
2004-03,61.02333333333316
2004-02,100.01671232876717
2004-01,60.73166666666657
2003-12,60.3133333333332
2003-11,60.36666666666656
2003-10,59.99499999999989
2003-09,58.55833333333317
2003-08,53.931666666666466
2003-07,60.85333333333316
2003-06,61.50999999999984
2003-05,61.61499999999986
2003-04,61.74166666666648
2003-03,100.04216216216213
2003-02,61.04499999999977
2003-01,60.55666666666654
2002-12,60.56499999999983
2002-11,60.68499999999987
2002-10,62.98666666666645
2002-09,68.27999999999982
2002-08,68.56833333333323
2002-07,62.493333333333034
2002-06,60.94999999999982
2002-05,60.754999999999804
2002-04,60.908333333333154
2002-03,76.6876923076922
2002-02,102.65666666666668
2002-01,60.934999999999796
2001-12,61.3133333333332
2001-11,61.74166666666641
2001-10,61.671666666666475
