date,average_water_level
2018-02-01,58.66285714285714
2018-01-31,85.86250000000005
2018-01-30,86.00604166666666
2018-01-29,86.13812499999999
2018-01-28,86.10625000000009
2018-01-27,86.10937499999996
2018-01-26,85.83666666666664
2018-01-25,85.86458333333327
2018-01-24,85.92312499999997
2018-01-23,85.90083333333331
2018-01-22,85.81895833333333
2018-01-21,85.73291666666664
2018-01-20,85.71416666666666
2018-01-19,85.76645833333338
2018-01-18,85.87208333333338
2018-01-17,85.9595833333333
2018-01-16,86.00875000000002
2018-01-15,85.92791666666665
2018-01-14,85.94187499999994
2018-01-13,85.99937499999999
2018-01-12,85.93416666666671
2018-01-11,85.7504166666667
2018-01-10,85.60333333333334
2018-01-09,85.67395833333337
2018-01-08,85.71479166666671
2018-01-07,85.61687500000001
2018-01-06,85.71500000000009
2018-01-05,85.72354166666663
2018-01-04,85.7116666666667
2018-01-03,84.3536170212766
2018-01-02,85.73270833333333
2018-01-01,85.80249999999994
2017-12-31,85.73375000000003
2017-12-30,85.70708333333333
2017-12-29,85.70270833333335
2017-12-28,85.75895833333333
2017-12-27,85.81
2017-12-26,85.76249999999997
2017-12-25,85.75395833333336
2017-12-24,85.78250000000004
2017-12-23,85.77083333333337
2017-12-22,85.74479166666661
2017-12-21,85.69187500000002
2017-12-20,59.4558823529412
2017-12-19,68.9776315789474
2017-12-18,85.78354166666668
2017-12-17,85.74937499999999
2017-12-16,85.72666666666663
2017-12-15,85.85354166666671
2017-12-14,85.85062500000004
2017-12-13,85.78145833333328
2017-12-12,85.90645833333333
2017-12-11,85.90354166666675
2017-12-10,85.95000000000005
2017-12-09,85.93791666666674
2017-12-08,85.93374999999997
2017-12-07,86.06270833333332
2017-12-06,86.080625
2017-12-05,86.08624999999996
2017-12-04,85.96208333333335
2017-12-03,86.02708333333332
2017-12-02,86.08812499999998
2017-12-01,86.15375000000007
2017-11-30,86.23125000000005
2017-11-29,86.24125
2017-11-28,86.16583333333334
2017-11-27,86.20354166666664
2017-11-26,84.96191489361703
2017-11-25,86.31291666666665
2017-11-24,86.260625
2017-11-23,86.39625000000001
2017-11-22,86.52479166666664
2017-11-21,86.40208333333338
2017-11-20,86.4122916666667
2017-11-19,86.56645833333334
2017-11-18,86.49958333333335
2017-11-17,86.45312499999996
2017-11-16,86.60999999999997
2017-11-15,86.63729166666661
2017-11-14,86.67125000000003
2017-11-13,86.86166666666672
2017-11-12,86.92145833333336
2017-11-11,86.89020833333335
2017-11-10,86.99791666666665
2017-11-09,87.03145833333332
2017-11-08,87.05604166666667
2017-11-07,86.99437499999998
2017-11-06,86.85395833333331
2017-11-05,86.7160416666667
2017-11-04,86.70624999999995
2017-11-03,86.77791666666663
2017-11-02,86.71729166666664
2017-11-01,86.71708333333329
2017-10-31,86.91020833333334
2017-10-30,86.92249999999996
2017-10-29,86.92541666666669
2017-10-28,87.01437499999999
2017-10-27,87.01229166666661
2017-10-26,86.83666666666666
2017-10-25,86.92604166666672
2017-10-24,87.03208333333323
2017-10-23,87.005625
2017-10-22,87.0704166666667
2017-10-21,86.97562500000005
2017-10-20,87.03041666666671
2017-10-19,87.0845833333333
2017-10-18,87.09770833333334
2017-10-17,87.17687500000001
2017-10-16,87.31541666666662
2017-10-15,60.38705882352941
2017-10-14,70.05447368421052
2017-10-13,87.38854166666657
2017-10-12,87.44916666666666
2017-10-11,87.5791666666667
2017-10-10,87.69687499999988
2017-10-09,87.61270833333337
2017-10-08,87.6425
2017-10-07,87.74583333333334
2017-10-06,87.84083333333331
2017-10-05,88.01104166666674
2017-10-04,88.19041666666668
2017-10-03,88.1864583333334
2017-10-02,88.15979166666664
2017-10-01,88.24666666666668
2017-09-30,88.38416666666664
2017-09-29,88.47875000000003
2017-09-28,88.56541666666669
2017-09-27,88.62875000000003
2017-09-26,88.66854166666666
2017-09-25,88.68791666666665
2017-09-24,88.76416666666677
2017-09-23,88.84604166666666
2017-09-22,88.91041666666676
2017-09-21,88.96770833333329
2017-09-20,89.00104166666677
2017-09-19,89.04937499999994
2017-09-18,89.1370833333334
2017-09-17,89.16500000000006
2017-09-16,89.12562500000006
2017-09-15,89.1106250000001
2017-09-14,89.150625
2017-09-13,89.14125000000003
2017-09-12,89.24437500000003
2017-09-11,89.3637500000001
2017-09-10,89.47958333333337
2017-09-09,89.61583333333333
2017-09-08,89.71249999999996
2017-09-07,89.82229166666669
2017-09-06,89.98562500000001
2017-09-05,90.12041666666669
2017-09-04,90.20645833333343
2017-09-03,90.32895833333338
2017-09-02,90.47416666666663
2017-09-01,90.62583333333346
2017-08-31,90.75104166666681
2017-08-30,90.82229166666674
2017-08-29,90.89083333333338
2017-08-28,90.93166666666663
2017-08-27,91.02333333333335
2017-08-26,91.13541666666674
2017-08-25,91.29062500000005
2017-08-24,91.47249999999998
2017-08-23,91.69687499999999
2017-08-22,91.93250000000002
2017-08-21,92.18187500000005
2017-08-20,92.40062500000005
2017-08-19,92.67958333333337
2017-08-18,92.97354166666663
2017-08-17,93.27229166666656
2017-08-16,93.4329166666666
2017-08-15,93.67999999999999
2017-08-14,94.02687500000002
2017-08-13,94.34916666666675
2017-08-12,94.57979166666672
2017-08-11,94.71187500000009
2017-08-10,94.79854166666674
2017-08-09,94.7947916666666
2017-08-08,94.77145833333333
2017-08-07,94.69083333333329
2017-08-06,94.55562500000003
2017-08-05,94.51604166666674
2017-08-04,94.44437499999997
2017-08-03,94.32145833333335
2017-08-02,94.2454166666667
2017-08-01,94.19812500000005
2017-07-31,94.12020833333327
2017-07-30,94.04583333333335
