date,average_water_level
2018-01-31,46.74565217391304
2018-01-30,46.845000000000006
2018-01-29,46.86416666666667
2018-01-28,46.802916666666654
2018-01-27,46.76749999999999
2018-01-26,46.768333333333324
2018-01-25,46.818750000000016
2018-01-24,46.83958333333334
2018-01-23,46.79791666666665
2018-01-22,46.72500000000002
2018-01-21,46.66541666666666
2018-01-20,46.69291666666668
2018-01-19,46.73666666666666
2018-01-18,46.81958333333335
2018-01-17,46.88458333333333
2018-01-16,46.88416666666665
2018-01-15,46.76499999999999
2018-01-14,46.81166666666666
2018-01-13,46.83916666666667
2018-01-12,46.78333333333333
2018-01-11,46.64208333333334
2018-01-10,46.62291666666667
2018-01-09,46.67541666666667
2018-01-08,46.65291666666665
2018-01-07,46.58958333333336
2018-01-06,46.66583333333333
2018-01-05,46.67083333333332
2018-01-04,46.663749999999986
2018-01-03,46.66333333333333
2018-01-02,46.69166666666666
2018-01-01,46.725833333333334
2017-12-31,46.62624999999999
2017-12-30,46.549999999999976
2017-12-29,46.58041666666667
2017-12-28,46.58333333333334
2017-12-27,46.57041666666667
2017-12-26,46.47583333333335
2017-12-25,46.465833333333336
2017-12-24,46.36541666666667
2017-12-23,46.23333333333335
2017-12-22,46.018333333333345
2017-12-21,45.76583333333335
2017-12-20,46.195833333333326
2017-12-19,46.42833333333332
2017-12-18,46.70083333333334
2017-12-17,46.696666666666665
2017-12-16,46.78583333333332
2017-12-15,46.835416666666674
2017-12-14,46.741250000000015
2017-12-13,46.74666666666666
2017-12-12,46.7875
2017-12-11,46.73666666666666
2017-12-10,46.745000000000005
2017-12-09,46.71541666666668
2017-12-08,46.76166666666665
2017-12-07,46.82583333333333
2017-12-06,46.88958333333333
2017-12-05,46.955833333333345
2017-12-04,47.275
2017-12-03,47.09583333333334
2017-12-02,47.465833333333336
2017-12-01,47.53124999999998
2017-11-30,47.46875000000001
2017-11-29,47.086249999999986
2017-11-28,46.951250000000016
2017-11-27,46.933333333333344
2017-11-26,46.86916666666667
2017-11-25,46.76125
2017-11-24,46.75374999999999
2017-11-23,46.81791666666667
2017-11-22,46.84916666666667
2017-11-21,46.74041666666668
2017-11-20,46.781666666666645
2017-11-19,46.83625
2017-11-18,46.721666666666664
2017-11-17,46.697083333333346
2017-11-16,46.73333333333334
2017-11-15,46.71416666666667
2017-11-14,46.71125000000001
2017-11-13,46.73916666666667
2017-11-12,46.71125000000001
2017-11-11,46.711666666666666
2017-11-10,46.78708333333331
2017-11-09,46.79624999999998
2017-11-08,46.789583333333304
2017-11-07,46.73291666666668
2017-11-06,46.691250000000004
2017-11-05,46.66999999999999
2017-11-04,46.66291666666666
2017-11-03,46.671666666666674
2017-11-02,46.62208333333333
2017-11-01,46.59041666666669
2017-10-31,46.73666666666666
2017-10-30,46.70750000000002
2017-10-29,46.72
2017-10-28,46.75
2017-10-27,46.68416666666665
2017-10-26,46.581250000000004
2017-10-25,46.6275
2017-10-24,46.720416666666665
2017-10-23,46.67124999999999
2017-10-22,46.65916666666666
2017-10-21,46.61416666666667
2017-10-20,46.574999999999996
2017-10-19,46.49708333333334
2017-10-18,46.362916666666685
2017-10-17,46.376250000000006
2017-10-16,46.46208333333335
2017-10-15,46.66458333333333
2017-10-14,46.681250000000006
2017-10-13,46.67791666666667
2017-10-12,46.670416666666675
2017-10-11,46.690000000000026
2017-10-10,46.671249999999986
2017-10-09,46.54374999999999
2017-10-08,46.48375000000001
2017-10-07,46.452916666666674
2017-10-06,46.43333333333333
2017-10-05,46.52375000000001
2017-10-04,46.705833333333345
2017-10-03,46.65791666666666
2017-10-02,46.57416666666666
2017-10-01,46.55916666666669
2017-09-30,46.71458333333333
2017-09-29,46.75416666666666
2017-09-28,46.73333333333334
2017-09-27,46.70500000000002
2017-09-26,46.686666666666696
2017-09-25,46.67249999999999
2017-09-24,46.67958333333333
2017-09-23,46.68125000000001
2017-09-22,46.67958333333333
2017-09-21,46.651666666666664
2017-09-20,46.61708333333335
2017-09-19,46.616666666666674
2017-09-18,46.63666666666666
2017-09-17,46.64958333333334
2017-09-16,46.63583333333333
2017-09-15,46.612083333333324
2017-09-14,46.59291666666667
2017-09-13,46.57708333333334
2017-09-12,46.574583333333344
2017-09-11,46.60791666666666
2017-09-10,46.59791666666667
2017-09-09,46.53708333333332
2017-09-08,46.538749999999986
2017-09-07,46.57875000000002
2017-09-06,46.66166666666667
2017-09-05,46.57749999999999
2017-09-04,46.52249999999999
2017-09-03,46.45791666666667
2017-09-02,46.34166666666667
2017-09-01,46.168749999999996
2017-08-31,45.785833333333336
2017-08-30,44.77791666666666
2017-08-29,44.596666666666664
2017-08-28,45.290416666666665
2017-08-27,46.81541666666667
2017-08-26,47.32375000000001
2017-08-25,47.46000000000001
2017-08-24,47.46916666666667
2017-08-23,47.470000000000006
2017-08-22,47.40499999999998
2017-08-21,47.259166666666665
2017-08-20,47.24291666666667
2017-08-19,47.250416666666666
2017-08-18,47.32
2017-08-17,47.50625
2017-08-16,47.65624999999998
2017-08-15,47.59166666666667
2017-08-14,47.65583333333333
2017-08-13,47.89166666666666
2017-08-12,47.99749999999998
2017-08-11,48.129999999999995
2017-08-10,48.242916666666666
2017-08-09,48.44541666666666
2017-08-08,48.78958333333332
2017-08-07,48.92500000000001
2017-08-06,48.93041666666668
2017-08-05,48.86041666666666
2017-08-04,48.87083333333334
2017-08-03,49.035416666666684
2017-08-02,49.258333333333304
2017-08-01,49.40041666666667
2017-07-31,49.380416666666655
2017-07-30,49.31416666666666
2017-07-29,49.21416666666669
2017-07-28,49.145833333333336
