datetime,daily_high_water_level(ft below land surface),daily_high_water_elevation(ft above msl),source,status,comment
2018-02-01,67.41,663.40,edwards aquifer authority,D,
2018-01-31,67.21,663.60,edwards aquifer authority,D,
2018-01-30,67.31,663.50,edwards aquifer authority,D,
2018-01-29,66.91,663.90,edwards aquifer authority,D,
2018-01-28,66.71,664.10,edwards aquifer authority,D,
2018-01-27,66.71,664.10,edwards aquifer authority,D,
2018-01-26,67.01,663.80,edwards aquifer authority,D,
2018-01-25,67.01,663.80,edwards aquifer authority,D,
2018-01-24,67.01,663.80,edwards aquifer authority,D,
2018-01-23,66.71,664.10,edwards aquifer authority,D,
2018-01-22,66.31,664.50,edwards aquifer authority,D,
2018-01-21,66.11,664.70,edwards aquifer authority,D,
2018-01-20,66.61,664.20,edwards aquifer authority,D,
2018-01-19,67.01,663.80,edwards aquifer authority,D,
2018-01-18,67.31,663.50,edwards aquifer authority,D,
2018-01-17,67.41,663.40,edwards aquifer authority,D,
2018-01-16,66.71,664.10,edwards aquifer authority,D,
2018-01-15,66.41,664.40,edwards aquifer authority,D,
2018-01-14,66.21,664.60,edwards aquifer authority,D,
2018-01-13,66.11,664.70,edwards aquifer authority,D,
2018-01-12,66.51,664.30,edwards aquifer authority,D,
2018-01-11,65.91,664.90,edwards aquifer authority,D,
2018-01-10,66.11,664.70,edwards aquifer authority,D,
2018-01-09,66.01,664.80,edwards aquifer authority,D,
2018-01-08,66.01,664.80,edwards aquifer authority,D,
2018-01-07,65.71,665.10,edwards aquifer authority,D,
2018-01-06,66.01,664.80,edwards aquifer authority,D,
2018-01-05,66.01,664.80,edwards aquifer authority,D,
2018-01-04,66.41,664.40,edwards aquifer authority,D,
2018-01-03,65.71,665.10,edwards aquifer authority,D,
2018-01-02,65.21,665.60,edwards aquifer authority,D,
2018-01-01,64.91,665.90,edwards aquifer authority,D,
2017-12-31,64.71,666.10,edwards aquifer authority,D,
2017-12-30,64.41,666.40,edwards aquifer authority,D,
2017-12-29,64.61,666.20,edwards aquifer authority,D,
2017-12-28,64.51,666.30,edwards aquifer authority,D,
2017-12-27,64.11,666.70,edwards aquifer authority,D,
2017-12-26,64.01,666.80,edwards aquifer authority,D,
2017-12-25,64.01,666.80,edwards aquifer authority,D,
2017-12-24,64.11,666.70,edwards aquifer authority,D,
2017-12-23,64.01,666.80,edwards aquifer authority,D,
2017-12-22,64.11,666.70,edwards aquifer authority,D,
2017-12-21,63.91,666.90,edwards aquifer authority,D,
2017-12-20,64.31,666.50,edwards aquifer authority,D,
2017-12-19,64.81,666.00,edwards aquifer authority,D,
2017-12-18,65.01,665.80,edwards aquifer authority,D,
2017-12-17,65.01,665.80,edwards aquifer authority,D,
2017-12-16,65.91,664.90,edwards aquifer authority,D,
2017-12-15,66.51,664.30,edwards aquifer authority,D,
2017-12-14,66.21,664.60,edwards aquifer authority,D,
2017-12-13,66.21,664.60,edwards aquifer authority,D,
2017-12-12,66.21,664.60,edwards aquifer authority,D,
2017-12-11,65.91,664.90,edwards aquifer authority,D,
2017-12-10,65.81,665.00,edwards aquifer authority,D,
2017-12-09,66.31,664.50,edwards aquifer authority,D,
2017-12-08,67.11,663.70,edwards aquifer authority,D,
2017-12-07,68.51,662.30,edwards aquifer authority,D,
2017-12-06,69.41,661.40,edwards aquifer authority,D,
2017-12-05,69.41,661.40,edwards aquifer authority,D,
2017-12-04,69.41,661.40,edwards aquifer authority,D,
2017-12-03,69.31,661.50,edwards aquifer authority,D,
2017-12-02,69.51,661.30,edwards aquifer authority,D,
2017-12-01,69.71,661.10,edwards aquifer authority,D,
2017-11-30,69.41,661.40,edwards aquifer authority,D,
2017-11-29,69.41,661.40,edwards aquifer authority,D,
2017-11-28,69.11,661.70,edwards aquifer authority,D,
2017-11-27,68.71,662.10,edwards aquifer authority,D,
2017-11-26,68.31,662.50,edwards aquifer authority,D,
2017-11-25,68.31,662.50,edwards aquifer authority,D,
2017-11-24,68.31,662.50,edwards aquifer authority,D,
2017-11-23,68.81,662.00,edwards aquifer authority,D,
2017-11-22,68.61,662.20,edwards aquifer authority,D,
2017-11-21,68.21,662.60,edwards aquifer authority,D,
2017-11-20,67.91,662.90,edwards aquifer authority,D,
2017-11-19,68.01,662.80,edwards aquifer authority,D,
2017-11-18,68.01,662.80,edwards aquifer authority,D,
2017-11-17,68.21,662.60,edwards aquifer authority,D,
2017-11-16,68.11,662.70,edwards aquifer authority,D,
2017-11-15,68.11,662.70,edwards aquifer authority,D,
2017-11-14,68.01,662.80,edwards aquifer authority,D,
2017-11-13,68.01,662.80,edwards aquifer authority,D,
2017-11-12,68.01,662.80,edwards aquifer authority,D,
2017-11-11,68.51,662.30,edwards aquifer authority,D,
2017-11-10,68.81,662.00,edwards aquifer authority,D,
2017-11-09,68.91,661.90,edwards aquifer authority,D,
2017-11-08,69.11,661.70,edwards aquifer authority,D,
2017-11-07,68.91,661.90,edwards aquifer authority,D,
2017-11-06,68.61,662.20,edwards aquifer authority,D,
2017-11-05,68.11,662.70,edwards aquifer authority,D,
2017-11-04,68.21,662.60,edwards aquifer authority,D,
2017-11-03,68.41,662.40,edwards aquifer authority,D,
2017-11-02,68.41,662.40,edwards aquifer authority,D,
2017-11-01,68.31,662.50,edwards aquifer authority,D,
2017-10-31,68.91,661.90,edwards aquifer authority,D,
2017-10-30,68.51,662.30,edwards aquifer authority,D,
2017-10-29,67.91,662.90,edwards aquifer authority,D,
2017-10-28,68.51,662.30,edwards aquifer authority,D,
2017-10-27,68.61,662.20,edwards aquifer authority,D,
2017-10-26,68.41,662.40,edwards aquifer authority,D,
2017-10-25,68.11,662.70,edwards aquifer authority,D,
2017-10-24,67.91,662.90,edwards aquifer authority,D,
2017-10-23,67.41,663.40,edwards aquifer authority,D,
2017-10-22,66.91,663.90,edwards aquifer authority,D,
2017-10-21,67.11,663.70,edwards aquifer authority,D,
2017-10-20,67.51,663.30,edwards aquifer authority,D,
2017-10-19,67.21,663.60,edwards aquifer authority,D,
2017-10-18,67.11,663.70,edwards aquifer authority,D,
2017-10-17,66.81,664.00,edwards aquifer authority,D,
2017-10-16,66.21,664.60,edwards aquifer authority,D,
2017-10-15,65.71,665.10,edwards aquifer authority,D,
2017-10-14,65.91,664.90,edwards aquifer authority,D,
2017-10-13,66.01,664.80,edwards aquifer authority,D,
2017-10-12,65.51,665.30,edwards aquifer authority,D,
2017-10-11,65.51,665.30,edwards aquifer authority,D,
2017-10-10,65.71,665.10,edwards aquifer authority,D,
2017-10-09,64.71,666.10,edwards aquifer authority,D,
2017-10-08,64.61,666.20,edwards aquifer authority,D,
2017-10-07,64.71,666.10,edwards aquifer authority,D,
2017-10-06,65.31,665.50,edwards aquifer authority,D,
2017-10-05,65.21,665.60,edwards aquifer authority,D,
2017-10-04,65.41,665.40,edwards aquifer authority,D,
2017-10-03,65.71,665.10,edwards aquifer authority,D,
2017-10-02,65.41,665.40,edwards aquifer authority,D,
2017-10-01,65.31,665.50,edwards aquifer authority,D,
2017-09-30,66.21,664.60,edwards aquifer authority,D,
2017-09-29,67.51,663.30,edwards aquifer authority,D,
2017-09-28,69.01,661.80,edwards aquifer authority,D,
2017-09-27,70.11,660.70,edwards aquifer authority,D,
2017-09-26,72.01,658.80,edwards aquifer authority,D,
2017-09-25,72.31,658.50,edwards aquifer authority,D,
2017-09-24,72.21,658.60,edwards aquifer authority,D,
2017-09-23,72.81,658.00,edwards aquifer authority,D,
2017-09-22,73.91,656.90,edwards aquifer authority,D,
2017-09-21,73.81,657.00,edwards aquifer authority,D,
2017-09-20,73.31,657.50,edwards aquifer authority,D,
2017-09-19,73.01,657.80,edwards aquifer authority,D,
2017-09-18,72.21,658.60,edwards aquifer authority,D,
2017-09-17,71.81,659.00,edwards aquifer authority,D,
2017-09-16,72.11,658.70,edwards aquifer authority,D,
2017-09-15,72.41,658.40,edwards aquifer authority,D,
2017-09-14,72.11,658.70,edwards aquifer authority,D,
2017-09-13,71.71,659.10,edwards aquifer authority,D,
2017-09-12,71.31,659.50,edwards aquifer authority,D,
2017-09-11,70.51,660.30,edwards aquifer authority,D,
2017-09-10,70.21,660.60,edwards aquifer authority,D,
2017-09-09,70.21,660.60,edwards aquifer authority,D,
2017-09-08,70.71,660.10,edwards aquifer authority,D,
2017-09-07,69.81,661.00,edwards aquifer authority,D,
2017-09-06,69.71,661.10,edwards aquifer authority,D,
2017-09-05,69.31,661.50,edwards aquifer authority,D,
2017-09-04,68.21,662.60,edwards aquifer authority,D,
2017-09-03,67.81,663.00,edwards aquifer authority,D,
2017-09-02,67.61,663.20,edwards aquifer authority,D,
2017-09-01,67.41,663.40,edwards aquifer authority,D,
2017-08-31,66.11,664.70,edwards aquifer authority,D,
2017-08-30,65.81,665.00,edwards aquifer authority,D,
2017-08-29,65.81,665.00,edwards aquifer authority,D,
2017-08-28,66.61,664.20,edwards aquifer authority,D,
2017-08-27,67.61,663.20,edwards aquifer authority,D,
2017-08-26,69.91,660.90,edwards aquifer authority,D,
2017-08-25,72.41,658.40,edwards aquifer authority,D,
2017-08-24,73.31,657.50,edwards aquifer authority,D,
2017-08-23,73.31,657.50,edwards aquifer authority,D,
2017-08-22,72.91,657.90,edwards aquifer authority,D,
2017-08-21,72.41,658.40,edwards aquifer authority,D,
2017-08-20,71.91,658.90,edwards aquifer authority,D,
2017-08-19,72.01,658.80,edwards aquifer authority,D,
2017-08-18,72.41,658.40,edwards aquifer authority,D,
2017-08-17,71.91,658.90,edwards aquifer authority,D,
2017-08-16,71.51,659.30,edwards aquifer authority,D,
2017-08-15,70.71,660.10,edwards aquifer authority,D,
2017-08-14,70.21,660.60,edwards aquifer authority,D,
2017-08-13,69.81,661.00,edwards aquifer authority,D,
2017-08-12,70.21,660.60,edwards aquifer authority,D,
2017-08-11,70.51,660.30,edwards aquifer authority,D,
2017-08-10,70.81,660.00,edwards aquifer authority,D,
2017-08-09,71.51,659.30,edwards aquifer authority,D,
2017-08-08,72.01,658.80,edwards aquifer authority,D,
2017-08-07,76.31,654.50,edwards aquifer authority,D,
2017-08-06,76.01,654.80,edwards aquifer authority,D,
2017-08-05,76.51,654.30,edwards aquifer authority,D,
2017-08-04,76.91,653.90,edwards aquifer authority,D,
2017-08-03,77.31,653.50,edwards aquifer authority,D,
2017-08-02,77.91,652.90,edwards aquifer authority,D,
2017-08-01,77.81,653.00,edwards aquifer authority,D,
2017-07-31,77.01,653.80,edwards aquifer authority,D,
2017-07-30,76.41,654.40,edwards aquifer authority,D,
2017-07-29,76.91,653.90,edwards aquifer authority,D,
2017-07-28,76.91,653.90,edwards aquifer authority,D,
2017-07-27,76.51,654.30,edwards aquifer authority,D,
2017-07-26,76.31,654.50,edwards aquifer authority,D,
2017-07-25,75.61,655.20,edwards aquifer authority,D,
2017-07-24,74.51,656.30,edwards aquifer authority,D,
2017-07-23,73.81,657.00,edwards aquifer authority,D,
2017-07-22,74.41,656.40,edwards aquifer authority,D,
2017-07-21,74.11,656.70,edwards aquifer authority,D,
2017-07-20,74.21,656.60,edwards aquifer authority,D,
2017-07-19,73.11,657.70,edwards aquifer authority,D,
2017-07-18,72.41,658.40,edwards aquifer authority,D,
2017-07-17,71.71,659.10,edwards aquifer authority,D,
2017-07-16,71.51,659.30,edwards aquifer authority,D,
2017-07-15,72.71,658.10,edwards aquifer authority,D,
2017-07-14,73.01,657.80,edwards aquifer authority,D,
2017-07-13,72.71,658.10,edwards aquifer authority,D,
2017-07-12,72.51,658.30,edwards aquifer authority,D,
2017-07-11,72.31,658.50,edwards aquifer authority,D,
2017-07-10,71.51,659.30,edwards aquifer authority,D,
2017-07-09,70.81,660.00,edwards aquifer authority,D,
2017-07-08,70.91,659.90,edwards aquifer authority,D,
2017-07-07,70.61,660.20,edwards aquifer authority,D,
2017-07-06,70.21,660.60,edwards aquifer authority,D,
2017-07-05,69.31,661.50,edwards aquifer authority,D,
2017-07-04,68.51,662.30,edwards aquifer authority,D,
2017-07-03,67.41,663.40,edwards aquifer authority,D,
2017-07-02,67.11,663.70,edwards aquifer authority,D,
2017-07-01,67.31,663.50,edwards aquifer authority,D,
2017-06-30,66.91,663.90,edwards aquifer authority,D,
2017-06-29,66.11,664.70,edwards aquifer authority,D,
2017-06-28,66.31,664.50,edwards aquifer authority,D,
2017-06-27,66.71,664.10,edwards aquifer authority,D,
2017-06-26,66.61,664.20,edwards aquifer authority,D,
2017-06-25,67.11,663.70,edwards aquifer authority,D,
2017-06-24,67.81,663.00,edwards aquifer authority,D,
2017-06-23,67.21,663.60,edwards aquifer authority,D,
2017-06-22,66.51,664.30,edwards aquifer authority,D,
2017-06-21,65.61,665.20,edwards aquifer authority,D,
2017-06-20,65.11,665.70,edwards aquifer authority,D,
2017-06-19,64.11,666.70,edwards aquifer authority,D,
2017-06-18,63.51,667.30,edwards aquifer authority,D,
2017-06-17,63.21,667.60,edwards aquifer authority,D,
2017-06-16,62.71,668.10,edwards aquifer authority,D,
2017-06-15,61.71,669.10,edwards aquifer authority,D,
2017-06-14,60.81,670.00,edwards aquifer authority,D,
2017-06-13,59.81,671.00,edwards aquifer authority,D,
2017-06-12,58.71,672.10,edwards aquifer authority,D,
2017-06-11,58.01,672.80,edwards aquifer authority,D,
2017-06-10,57.81,673.00,edwards aquifer authority,D,
2017-06-09,57.31,673.50,edwards aquifer authority,D,
2017-06-08,56.91,673.90,edwards aquifer authority,D,
2017-06-07,56.81,674.00,edwards aquifer authority,D,
2017-06-06,56.61,674.20,edwards aquifer authority,D,
2017-06-05,56.61,674.20,edwards aquifer authority,D,
2017-06-04,56.71,674.10,edwards aquifer authority,D,
2017-06-03,57.11,673.70,edwards aquifer authority,D,
2017-06-02,57.71,673.10,edwards aquifer authority,D,
2017-06-01,58.11,672.70,edwards aquifer authority,D,
2017-05-31,59.01,671.80,edwards aquifer authority,D,
2017-05-30,59.91,670.90,edwards aquifer authority,D,
2017-05-29,59.21,671.60,edwards aquifer authority,D,
2017-05-28,59.41,671.40,edwards aquifer authority,D,
2017-05-27,59.81,671.00,edwards aquifer authority,D,
2017-05-26,59.51,671.30,edwards aquifer authority,D,
2017-05-25,59.31,671.50,edwards aquifer authority,D,
2017-05-24,58.91,671.90,edwards aquifer authority,D,
2017-05-23,58.81,672.00,edwards aquifer authority,D,
2017-05-22,58.81,672.00,edwards aquifer authority,D,
2017-05-21,59.51,671.30,edwards aquifer authority,D,
2017-05-20,60.01,670.80,edwards aquifer authority,D,
2017-05-19,59.91,670.90,edwards aquifer authority,D,
2017-05-18,59.71,671.10,edwards aquifer authority,D,
2017-05-17,59.71,671.10,edwards aquifer authority,D,
2017-05-16,59.71,671.10,edwards aquifer authority,D,
2017-05-15,59.01,671.80,edwards aquifer authority,D,
2017-05-14,58.61,672.20,edwards aquifer authority,D,
2017-05-13,58.51,672.30,edwards aquifer authority,D,
2017-05-12,58.21,672.60,edwards aquifer authority,D,
2017-05-11,57.81,673.00,edwards aquifer authority,D,
2017-05-10,57.91,672.90,edwards aquifer authority,D,
2017-05-09,57.61,673.20,edwards aquifer authority,D,
2017-05-08,57.21,673.60,edwards aquifer authority,D,
2017-05-07,56.41,674.40,edwards aquifer authority,D,
2017-05-06,56.21,674.60,edwards aquifer authority,D,
2017-05-05,56.01,674.80,edwards aquifer authority,D,
2017-05-04,55.31,675.50,edwards aquifer authority,D,
2017-05-03,54.91,675.90,edwards aquifer authority,D,
2017-05-02,54.41,676.40,edwards aquifer authority,D,
2017-05-01,53.61,677.20,edwards aquifer authority,D,
2017-04-30,53.21,677.60,edwards aquifer authority,D,
2017-04-29,53.31,677.50,edwards aquifer authority,D,
2017-04-28,52.71,678.10,edwards aquifer authority,D,
2017-04-27,52.51,678.30,edwards aquifer authority,D,
2017-04-26,51.81,679.00,edwards aquifer authority,D,
2017-04-25,51.51,679.30,edwards aquifer authority,D,
2017-04-24,50.81,680.00,edwards aquifer authority,D,
2017-04-23,50.21,680.60,edwards aquifer authority,D,
2017-04-22,50.31,680.50,edwards aquifer authority,D,
2017-04-21,49.91,680.90,edwards aquifer authority,D,
2017-04-20,49.61,681.20,edwards aquifer authority,D,
2017-04-19,49.81,681.00,edwards aquifer authority,D,
2017-04-18,49.51,681.30,edwards aquifer authority,D,
2017-04-17,49.41,681.40,edwards aquifer authority,D,
2017-04-16,49.31,681.50,edwards aquifer authority,D,
2017-04-15,49.41,681.40,edwards aquifer authority,D,
2017-04-14,49.21,681.60,edwards aquifer authority,D,
2017-04-13,49.21,681.60,edwards aquifer authority,D,
2017-04-12,49.41,681.40,edwards aquifer authority,D,
2017-04-11,49.51,681.30,edwards aquifer authority,D,
2017-04-10,49.51,681.30,edwards aquifer authority,D,
2017-04-09,49.11,681.70,edwards aquifer authority,D,
2017-04-08,49.21,681.60,edwards aquifer authority,D,
2017-04-07,49.21,681.60,edwards aquifer authority,D,
2017-04-06,49.01,681.80,edwards aquifer authority,D,
2017-04-05,48.71,682.10,edwards aquifer authority,D,
2017-04-04,48.51,682.30,edwards aquifer authority,D,
2017-04-03,48.61,682.20,edwards aquifer authority,D,
2017-04-02,48.41,682.40,edwards aquifer authority,D,
2017-04-01,48.61,682.20,edwards aquifer authority,D,
2017-03-31,48.51,682.30,edwards aquifer authority,D,
2017-03-30,48.61,682.20,edwards aquifer authority,D,
2017-03-29,48.71,682.10,edwards aquifer authority,D,
2017-03-28,48.51,682.30,edwards aquifer authority,D,
2017-03-27,48.11,682.70,edwards aquifer authority,D,
2017-03-26,47.41,683.40,edwards aquifer authority,D,
2017-03-25,47.11,683.70,edwards aquifer authority,D,
2017-03-24,46.71,684.10,edwards aquifer authority,D,
2017-03-23,46.11,684.70,edwards aquifer authority,D,
2017-03-22,45.81,685.00,edwards aquifer authority,D,
2017-03-21,45.71,685.10,edwards aquifer authority,D,
2017-03-20,45.21,685.60,edwards aquifer authority,D,
2017-03-19,45.11,685.70,edwards aquifer authority,D,
2017-03-18,44.91,685.90,edwards aquifer authority,D,
2017-03-17,44.81,686.00,edwards aquifer authority,D,
2017-03-16,44.51,686.30,edwards aquifer authority,D,
2017-03-15,44.31,686.50,edwards aquifer authority,D,
2017-03-14,44.41,686.40,edwards aquifer authority,D,
2017-03-13,44.11,686.70,edwards aquifer authority,D,
2017-03-12,44.11,686.70,edwards aquifer authority,D,
2017-03-11,44.21,686.60,edwards aquifer authority,D,
2017-03-10,44.21,686.60,edwards aquifer authority,D,
2017-03-09,44.21,686.60,edwards aquifer authority,D,
2017-03-08,44.31,686.50,edwards aquifer authority,D,
2017-03-07,44.21,686.60,edwards aquifer authority,D,
2017-03-06,44.01,686.80,edwards aquifer authority,D,
2017-03-05,44.21,686.60,edwards aquifer authority,D,
2017-03-04,44.51,686.30,edwards aquifer authority,D,
2017-03-03,44.61,686.20,edwards aquifer authority,D,
2017-03-02,44.31,686.50,edwards aquifer authority,D,
2017-03-01,44.11,686.70,edwards aquifer authority,D,
2017-02-28,43.91,686.90,edwards aquifer authority,D,
2017-02-27,43.61,687.20,edwards aquifer authority,D,
2017-02-26,43.51,687.30,edwards aquifer authority,D,
2017-02-25,43.61,687.20,edwards aquifer authority,D,
2017-02-24,43.61,687.20,edwards aquifer authority,D,
2017-02-23,43.81,687.00,edwards aquifer authority,D,
2017-02-22,44.31,686.50,edwards aquifer authority,D,
2017-02-21,44.81,686.00,edwards aquifer authority,D,
2017-02-20,45.61,685.20,edwards aquifer authority,D,
2017-02-19,46.41,684.40,edwards aquifer authority,D,
2017-02-18,46.41,684.40,edwards aquifer authority,D,
2017-02-17,46.61,684.20,edwards aquifer authority,D,
2017-02-16,46.61,684.20,edwards aquifer authority,D,
2017-02-15,47.11,683.70,edwards aquifer authority,D,
2017-02-14,47.41,683.40,edwards aquifer authority,D,
2017-02-13,47.51,683.30,edwards aquifer authority,D,
2017-02-12,47.31,683.50,edwards aquifer authority,D,
2017-02-11,47.41,683.40,edwards aquifer authority,D,
2017-02-10,47.21,683.60,edwards aquifer authority,D,
2017-02-09,47.21,683.60,edwards aquifer authority,D,
2017-02-08,46.81,684.00,edwards aquifer authority,D,
2017-02-07,46.61,684.20,edwards aquifer authority,D,
2017-02-06,46.41,684.40,edwards aquifer authority,D,
2017-02-05,46.31,684.50,edwards aquifer authority,D,
2017-02-04,46.41,684.40,edwards aquifer authority,D,
2017-02-03,46.71,684.10,edwards aquifer authority,D,
2017-02-02,46.51,684.30,edwards aquifer authority,D,
2017-02-01,46.11,684.70,edwards aquifer authority,D,
2017-01-31,45.91,684.90,edwards aquifer authority,D,
2017-01-30,45.71,685.10,edwards aquifer authority,D,
2017-01-29,45.51,685.30,edwards aquifer authority,D,
2017-01-28,45.51,685.30,edwards aquifer authority,D,
2017-01-27,45.61,685.20,edwards aquifer authority,D,
2017-01-26,45.51,685.30,edwards aquifer authority,D,
2017-01-25,45.21,685.60,edwards aquifer authority,D,
2017-01-24,44.91,685.90,edwards aquifer authority,D,
2017-01-23,44.81,686.00,edwards aquifer authority,D,
2017-01-22,44.81,686.00,edwards aquifer authority,D,
2017-01-21,44.91,685.90,edwards aquifer authority,D,
2017-01-20,45.21,685.60,edwards aquifer authority,D,
2017-01-19,45.41,685.40,edwards aquifer authority,D,
2017-01-18,45.91,684.90,edwards aquifer authority,D,
2017-01-17,46.31,684.50,edwards aquifer authority,D,
2017-01-16,46.81,684.00,edwards aquifer authority,D,
2017-01-15,47.21,683.60,edwards aquifer authority,D,
2017-01-14,47.51,683.30,edwards aquifer authority,D,
2017-01-13,47.41,683.40,edwards aquifer authority,D,
2017-01-12,47.31,683.50,edwards aquifer authority,D,
2017-01-11,47.11,683.70,edwards aquifer authority,D,
2017-01-10,47.11,683.70,edwards aquifer authority,D,
2017-01-09,47.11,683.70,edwards aquifer authority,D,
2017-01-08,46.91,683.90,edwards aquifer authority,D,
2017-01-07,46.91,683.90,edwards aquifer authority,D,
2017-01-06,46.41,684.40,edwards aquifer authority,D,
2017-01-05,46.21,684.60,edwards aquifer authority,D,
2017-01-04,46.01,684.80,edwards aquifer authority,D,
2017-01-03,45.71,685.10,edwards aquifer authority,D,
2017-01-02,45.31,685.50,edwards aquifer authority,D,
2017-01-01,45.41,685.40,edwards aquifer authority,D,
2016-12-31,45.41,685.40,edwards aquifer authority,D,
2016-12-30,45.51,685.30,edwards aquifer authority,D,
2016-12-29,45.31,685.50,edwards aquifer authority,D,
2016-12-28,45.21,685.60,edwards aquifer authority,D,
2016-12-27,45.21,685.60,edwards aquifer authority,D,
2016-12-26,45.01,685.80,edwards aquifer authority,D,
2016-12-25,44.81,686.00,edwards aquifer authority,D,
2016-12-24,44.91,685.90,edwards aquifer authority,D,
2016-12-23,45.11,685.70,edwards aquifer authority,D,
2016-12-22,44.81,686.00,edwards aquifer authority,D,
2016-12-21,44.81,686.00,edwards aquifer authority,D,
2016-12-20,44.41,686.40,edwards aquifer authority,D,
2016-12-19,44.41,686.40,edwards aquifer authority,D,
2016-12-18,44.01,686.80,edwards aquifer authority,D,
2016-12-17,43.91,686.90,edwards aquifer authority,D,
2016-12-16,44.11,686.70,edwards aquifer authority,D,
2016-12-15,43.91,686.90,edwards aquifer authority,D,
2016-12-14,43.81,687.00,edwards aquifer authority,D,
2016-12-13,43.51,687.30,edwards aquifer authority,D,
2016-12-12,43.41,687.40,edwards aquifer authority,D,
2016-12-11,43.31,687.50,edwards aquifer authority,D,
2016-12-10,43.61,687.20,edwards aquifer authority,D,
2016-12-09,44.21,686.60,edwards aquifer authority,D,
2016-12-08,44.51,686.30,edwards aquifer authority,D,
2016-12-07,44.71,686.10,edwards aquifer authority,D,
2016-12-06,45.41,685.40,edwards aquifer authority,D,
2016-12-05,46.11,684.70,edwards aquifer authority,D,
2016-12-04,47.51,683.30,edwards aquifer authority,D,
2016-12-03,49.11,681.70,edwards aquifer authority,D,
2016-12-02,51.31,679.50,edwards aquifer authority,D,
2016-12-01,51.41,679.40,edwards aquifer authority,D,
2016-11-30,50.81,680.00,edwards aquifer authority,D,
2016-11-29,50.71,680.10,edwards aquifer authority,D,
2016-11-28,50.31,680.50,edwards aquifer authority,D,
2016-11-27,50.41,680.40,edwards aquifer authority,D,
2016-11-26,50.61,680.20,edwards aquifer authority,D,
2016-11-25,50.71,680.10,edwards aquifer authority,D,
2016-11-24,50.81,680.00,edwards aquifer authority,D,
2016-11-23,50.51,680.30,edwards aquifer authority,D,
2016-11-22,50.31,680.50,edwards aquifer authority,D,
2016-11-21,50.11,680.70,edwards aquifer authority,D,
2016-11-20,50.01,680.80,edwards aquifer authority,D,
2016-11-19,50.21,680.60,edwards aquifer authority,D,
2016-11-18,50.21,680.60,edwards aquifer authority,D,
2016-11-17,50.11,680.70,edwards aquifer authority,D,
2016-11-16,50.21,680.60,edwards aquifer authority,D,
2016-11-15,50.21,680.60,edwards aquifer authority,D,
2016-11-14,50.21,680.60,edwards aquifer authority,D,
2016-11-13,50.21,680.60,edwards aquifer authority,D,
2016-11-12,50.71,680.10,edwards aquifer authority,D,
2016-11-11,51.31,679.50,edwards aquifer authority,D,
2016-11-10,52.01,678.80,edwards aquifer authority,D,
2016-11-09,52.71,678.10,edwards aquifer authority,D,
2016-11-08,54.01,676.80,edwards aquifer authority,D,
2016-11-07,54.31,676.50,edwards aquifer authority,D,
2016-11-06,54.31,676.50,edwards aquifer authority,D,
2016-11-05,54.91,675.90,edwards aquifer authority,D,
2016-11-04,55.21,675.60,edwards aquifer authority,D,
2016-11-03,55.51,675.30,edwards aquifer authority,D,
2016-11-02,56.01,674.80,edwards aquifer authority,D,
2016-11-01,56.31,674.50,edwards aquifer authority,D,
2016-10-31,56.21,674.60,edwards aquifer authority,D,
2016-10-30,56.31,674.50,edwards aquifer authority,D,
2016-10-29,56.21,674.60,edwards aquifer authority,D,
2016-10-28,56.31,674.50,edwards aquifer authority,D,
2016-10-27,56.41,674.40,edwards aquifer authority,D,
2016-10-26,56.01,674.80,edwards aquifer authority,D,
2016-10-25,55.81,675.00,edwards aquifer authority,D,
2016-10-24,55.61,675.20,edwards aquifer authority,D,
2016-10-23,55.31,675.50,edwards aquifer authority,D,
2016-10-22,55.91,674.90,edwards aquifer authority,D,
2016-10-21,56.01,674.80,edwards aquifer authority,D,
2016-10-20,55.81,675.00,edwards aquifer authority,D,
2016-10-19,55.71,675.10,edwards aquifer authority,D,
2016-10-18,55.41,675.40,edwards aquifer authority,D,
2016-10-17,55.01,675.80,edwards aquifer authority,D,
2016-10-16,54.81,676.00,edwards aquifer authority,D,
2016-10-15,55.01,675.80,edwards aquifer authority,D,
2016-10-14,55.11,675.70,edwards aquifer authority,D,
2016-10-13,54.91,675.90,edwards aquifer authority,D,
2016-10-12,54.71,676.10,edwards aquifer authority,D,
2016-10-11,54.51,676.30,edwards aquifer authority,D,
2016-10-10,54.01,676.80,edwards aquifer authority,D,
2016-10-09,54.01,676.80,edwards aquifer authority,D,
2016-10-08,54.21,676.60,edwards aquifer authority,D,
2016-10-07,54.41,676.40,edwards aquifer authority,D,
2016-10-06,54.11,676.70,edwards aquifer authority,D,
2016-10-05,53.51,677.30,edwards aquifer authority,D,
2016-10-04,53.11,677.70,edwards aquifer authority,D,
2016-10-03,52.61,678.20,edwards aquifer authority,D,
2016-10-02,52.41,678.40,edwards aquifer authority,D,
2016-10-01,52.71,678.10,edwards aquifer authority,D,
2016-09-30,52.81,678.00,edwards aquifer authority,D,
2016-09-29,52.71,678.10,edwards aquifer authority,D,
2016-09-28,52.71,678.10,edwards aquifer authority,D,
2016-09-27,53.21,677.60,edwards aquifer authority,D,
2016-09-26,54.41,676.40,edwards aquifer authority,D,
2016-09-25,56.61,674.20,edwards aquifer authority,D,
2016-09-24,57.41,673.40,edwards aquifer authority,D,
2016-09-23,57.51,673.30,edwards aquifer authority,D,
2016-09-22,57.51,673.30,edwards aquifer authority,D,
