datetime,daily_high_water_level(ft below land surface),daily_high_water_elevation(ft above msl),source,status,comment
1936-01-04,50.85,679.96,edwards aquifer authority,D,
1936-01-03,50.77,680.04,edwards aquifer authority,D,
1936-01-02,50.85,679.96,edwards aquifer authority,D,
1936-01-01,50.86,679.95,edwards aquifer authority,D,
1935-12-31,50.87,679.94,edwards aquifer authority,D,
1935-12-30,50.83,679.98,edwards aquifer authority,D,
1935-12-29,50.85,679.96,edwards aquifer authority,D,
1935-12-28,50.75,680.06,edwards aquifer authority,D,
1935-12-27,50.90,679.91,edwards aquifer authority,D,
1935-12-26,50.86,679.95,edwards aquifer authority,D,
1935-12-25,50.85,679.96,edwards aquifer authority,D,
1935-12-24,50.81,680.00,edwards aquifer authority,D,
1935-12-23,50.69,680.12,edwards aquifer authority,D,
1935-12-22,50.73,680.08,edwards aquifer authority,D,
1935-12-21,50.77,680.04,edwards aquifer authority,D,
1935-12-20,50.87,679.94,edwards aquifer authority,D,
1935-12-19,50.80,680.01,edwards aquifer authority,D,
1935-12-18,50.77,680.04,edwards aquifer authority,D,
1935-12-17,50.77,680.04,edwards aquifer authority,D,
1935-12-16,50.67,680.14,edwards aquifer authority,D,
1935-12-15,50.75,680.06,edwards aquifer authority,D,
1935-12-14,50.63,680.18,edwards aquifer authority,D,
1935-12-13,50.62,680.19,edwards aquifer authority,D,
1935-12-12,50.70,680.11,edwards aquifer authority,D,
1935-12-11,50.66,680.15,edwards aquifer authority,D,
1935-12-10,50.70,680.11,edwards aquifer authority,D,
1935-12-09,50.60,680.21,edwards aquifer authority,D,
1935-12-08,50.65,680.16,edwards aquifer authority,D,
1935-12-07,50.73,680.08,edwards aquifer authority,D,
1935-12-06,50.76,680.05,edwards aquifer authority,D,
1935-12-05,50.80,680.01,edwards aquifer authority,D,
1935-12-04,50.90,679.91,edwards aquifer authority,D,
1935-12-03,50.85,679.96,edwards aquifer authority,D,
1935-12-02,50.75,680.06,edwards aquifer authority,D,
1935-12-01,50.70,680.11,edwards aquifer authority,D,
1935-11-30,50.71,680.10,edwards aquifer authority,D,
1935-11-29,50.60,680.21,edwards aquifer authority,D,
1935-11-28,50.58,680.23,edwards aquifer authority,D,
1935-11-27,50.40,680.41,edwards aquifer authority,D,
1935-11-26,50.40,680.41,edwards aquifer authority,D,
1935-11-25,50.46,680.35,edwards aquifer authority,D,
1935-11-24,50.53,680.28,edwards aquifer authority,D,
1935-11-23,50.55,680.26,edwards aquifer authority,D,
1935-11-22,50.40,680.41,edwards aquifer authority,D,
1935-11-21,50.27,680.54,edwards aquifer authority,D,
1935-11-20,50.25,680.56,edwards aquifer authority,D,
1935-10-03,49.01,681.80,edwards aquifer authority,D,
1935-10-02,48.92,681.89,edwards aquifer authority,D,
1935-10-01,48.77,682.04,edwards aquifer authority,D,
1935-09-30,48.84,681.97,edwards aquifer authority,D,
1935-09-27,49.49,681.32,edwards aquifer authority,D,
1935-09-26,49.75,681.06,edwards aquifer authority,D,
1935-09-25,50.13,680.68,edwards aquifer authority,D,
1935-09-24,50.43,680.38,edwards aquifer authority,D,
1935-09-23,50.50,680.31,edwards aquifer authority,D,
1935-09-22,50.61,680.20,edwards aquifer authority,D,
1935-09-21,50.59,680.22,edwards aquifer authority,D,
1935-09-20,50.40,680.41,edwards aquifer authority,D,
1935-09-19,50.35,680.46,edwards aquifer authority,D,
1935-09-13,50.57,680.24,edwards aquifer authority,D,
1935-09-12,50.73,680.08,edwards aquifer authority,D,
1935-09-11,50.88,679.93,edwards aquifer authority,D,
1935-09-10,51.06,679.75,edwards aquifer authority,D,
1935-09-09,51.31,679.50,edwards aquifer authority,D,
1935-09-08,51.61,679.20,edwards aquifer authority,D,
1935-09-07,51.94,678.87,edwards aquifer authority,D,
1935-09-06,52.35,678.46,edwards aquifer authority,D,
1935-09-05,52.45,678.36,edwards aquifer authority,D,
1935-09-04,52.60,678.21,edwards aquifer authority,D,
1935-09-03,52.45,678.36,edwards aquifer authority,D,
1935-09-02,52.35,678.46,edwards aquifer authority,D,
1935-09-01,52.44,678.37,edwards aquifer authority,D,
1935-08-31,52.47,678.34,edwards aquifer authority,D,
1935-08-30,52.45,678.36,edwards aquifer authority,D,
1935-08-29,52.27,678.54,edwards aquifer authority,D,
1935-08-28,52.12,678.69,edwards aquifer authority,D,
1935-08-27,51.87,678.94,edwards aquifer authority,D,
1935-08-26,51.73,679.08,edwards aquifer authority,D,
1935-08-25,51.81,679.00,edwards aquifer authority,D,
1935-08-24,51.73,679.08,edwards aquifer authority,D,
1935-08-23,51.68,679.13,edwards aquifer authority,D,
1935-08-22,51.53,679.28,edwards aquifer authority,D,
1935-08-21,51.42,679.39,edwards aquifer authority,D,
1935-08-20,51.16,679.65,edwards aquifer authority,D,
1935-08-19,50.87,679.94,edwards aquifer authority,D,
1935-08-18,50.89,679.92,edwards aquifer authority,D,
1935-08-17,50.82,679.99,edwards aquifer authority,D,
1935-08-16,50.59,680.22,edwards aquifer authority,D,
1935-08-15,50.59,680.22,edwards aquifer authority,D,
1935-08-14,50.57,680.24,edwards aquifer authority,D,
1935-08-13,50.40,680.41,edwards aquifer authority,D,
1935-08-12,50.27,680.54,edwards aquifer authority,D,
1935-08-11,50.44,680.37,edwards aquifer authority,D,
1935-08-10,50.48,680.33,edwards aquifer authority,D,
1935-08-09,50.36,680.45,edwards aquifer authority,D,
1935-08-08,50.17,680.64,edwards aquifer authority,D,
1935-08-07,49.94,680.87,edwards aquifer authority,D,
1935-08-06,49.85,680.96,edwards aquifer authority,D,
1935-08-05,49.50,681.31,edwards aquifer authority,D,
1935-08-04,49.53,681.28,edwards aquifer authority,D,
1935-06-28,45.90,684.91,edwards aquifer authority,D,
1935-06-27,45.55,685.26,edwards aquifer authority,D,
1935-06-26,45.27,685.54,edwards aquifer authority,D,
1935-06-08,51.83,678.98,edwards aquifer authority,D,
1935-06-07,51.82,678.99,edwards aquifer authority,D,
1935-06-06,51.85,678.96,edwards aquifer authority,D,
1935-06-05,51.95,678.86,edwards aquifer authority,D,
1935-06-04,52.27,678.54,edwards aquifer authority,D,
1935-06-03,52.70,678.11,edwards aquifer authority,D,
1935-06-02,52.88,677.93,edwards aquifer authority,D,
1935-06-01,53.13,677.68,edwards aquifer authority,D,
1935-05-31,53.38,677.43,edwards aquifer authority,D,
1935-05-30,53.56,677.25,edwards aquifer authority,D,
1935-05-29,54.06,676.75,edwards aquifer authority,D,
1935-05-28,54.34,676.47,edwards aquifer authority,D,
1935-05-27,54.20,676.61,edwards aquifer authority,D,
1935-05-26,54.30,676.51,edwards aquifer authority,D,
1935-05-25,54.18,676.63,edwards aquifer authority,D,
1935-05-24,54.07,676.74,edwards aquifer authority,D,
1935-05-23,54.18,676.63,edwards aquifer authority,D,
1935-05-22,54.31,676.50,edwards aquifer authority,D,
1935-05-21,55.00,675.81,edwards aquifer authority,D,
1935-05-20,55.13,675.68,edwards aquifer authority,D,
1935-05-19,56.50,674.31,edwards aquifer authority,D,
1935-05-18,58.15,672.66,edwards aquifer authority,D,
1935-05-17,59.00,671.81,edwards aquifer authority,D,
1935-05-16,59.50,671.31,edwards aquifer authority,D,
1935-05-15,59.48,671.33,edwards aquifer authority,D,
1935-05-14,59.30,671.51,edwards aquifer authority,D,
1935-05-13,59.15,671.66,edwards aquifer authority,D,
1935-05-12,59.25,671.56,edwards aquifer authority,D,
1935-05-11,59.65,671.16,edwards aquifer authority,D,
1935-05-10,60.48,670.33,edwards aquifer authority,D,
1935-05-09,60.95,669.86,edwards aquifer authority,D,
1935-05-08,60.80,670.01,edwards aquifer authority,D,
1935-05-07,60.73,670.08,edwards aquifer authority,D,
1935-05-06,61.11,669.70,edwards aquifer authority,D,
1935-05-05,62.10,668.71,edwards aquifer authority,D,
1935-05-04,62.87,667.94,edwards aquifer authority,D,
1935-05-03,62.93,667.88,edwards aquifer authority,D,
1935-05-02,63.13,667.68,edwards aquifer authority,D,
1935-05-01,63.22,667.59,edwards aquifer authority,D,
1935-04-30,63.30,667.51,edwards aquifer authority,D,
1935-04-29,63.60,667.21,edwards aquifer authority,D,
1935-04-28,63.75,667.06,edwards aquifer authority,D,
1935-04-27,63.78,667.03,edwards aquifer authority,D,
1935-04-26,63.86,666.95,edwards aquifer authority,D,
1935-04-25,63.75,667.06,edwards aquifer authority,D,
1935-04-24,63.62,667.19,edwards aquifer authority,D,
1935-04-23,63.55,667.26,edwards aquifer authority,D,
1935-04-22,63.57,667.24,edwards aquifer authority,D,
1935-04-21,63.73,667.08,edwards aquifer authority,D,
1935-04-20,63.92,666.89,edwards aquifer authority,D,
1935-04-19,64.70,666.11,edwards aquifer authority,D,
1935-04-18,64.50,666.31,edwards aquifer authority,D,
1935-04-17,64.26,666.55,edwards aquifer authority,D,
1935-04-16,64.02,666.79,edwards aquifer authority,D,
1935-04-15,63.75,667.06,edwards aquifer authority,D,
1935-04-14,63.74,667.07,edwards aquifer authority,D,
1935-04-13,63.58,667.23,edwards aquifer authority,D,
1935-04-12,63.30,667.51,edwards aquifer authority,D,
1935-04-11,63.23,667.58,edwards aquifer authority,D,
1935-04-10,62.95,667.86,edwards aquifer authority,D,
1935-04-09,62.85,667.96,edwards aquifer authority,D,
1935-04-08,62.88,667.93,edwards aquifer authority,D,
1935-04-07,62.90,667.91,edwards aquifer authority,D,
1935-04-06,62.95,667.86,edwards aquifer authority,D,
1935-04-05,63.07,667.74,edwards aquifer authority,D,
1935-04-04,63.32,667.49,edwards aquifer authority,D,
1935-04-03,63.51,667.30,edwards aquifer authority,D,
1935-04-02,63.55,667.26,edwards aquifer authority,D,
1935-04-01,63.43,667.38,edwards aquifer authority,D,
1935-03-31,63.57,667.24,edwards aquifer authority,D,
1935-03-30,63.74,667.07,edwards aquifer authority,D,
1935-03-29,64.01,666.80,edwards aquifer authority,D,
1935-03-28,63.84,666.97,edwards aquifer authority,D,
1935-03-27,63.64,667.17,edwards aquifer authority,D,
1935-03-26,63.51,667.30,edwards aquifer authority,D,
1935-03-25,63.41,667.40,edwards aquifer authority,D,
1935-03-24,63.43,667.38,edwards aquifer authority,D,
1935-03-23,63.33,667.48,edwards aquifer authority,D,
1935-03-22,63.19,667.62,edwards aquifer authority,D,
1935-03-21,62.98,667.83,edwards aquifer authority,D,
1935-03-20,62.89,667.92,edwards aquifer authority,D,
1935-03-19,62.70,668.11,edwards aquifer authority,D,
1935-03-18,62.61,668.20,edwards aquifer authority,D,
1935-03-17,62.73,668.08,edwards aquifer authority,D,
1935-03-16,62.52,668.29,edwards aquifer authority,D,
1935-03-15,62.44,668.37,edwards aquifer authority,D,
1935-03-14,62.23,668.58,edwards aquifer authority,D,
1935-03-13,62.16,668.65,edwards aquifer authority,D,
1935-03-12,62.41,668.40,edwards aquifer authority,D,
1935-03-11,62.04,668.77,edwards aquifer authority,D,
1935-03-10,62.07,668.74,edwards aquifer authority,D,
1935-03-09,62.09,668.72,edwards aquifer authority,D,
1935-03-08,62.13,668.68,edwards aquifer authority,D,
1935-03-07,62.14,668.67,edwards aquifer authority,D,
1935-03-06,62.03,668.78,edwards aquifer authority,D,
1935-03-05,61.99,668.82,edwards aquifer authority,D,
1935-03-04,61.93,668.88,edwards aquifer authority,D,
1935-03-03,62.00,668.81,edwards aquifer authority,D,
1935-03-02,61.99,668.82,edwards aquifer authority,D,
1935-03-01,62.04,668.77,edwards aquifer authority,D,
1935-02-28,62.05,668.76,edwards aquifer authority,D,
1935-02-27,62.01,668.80,edwards aquifer authority,D,
1935-02-26,61.84,668.97,edwards aquifer authority,D,
1935-02-25,61.54,669.27,edwards aquifer authority,D,
1935-02-24,61.56,669.25,edwards aquifer authority,D,
1935-02-23,61.62,669.19,edwards aquifer authority,D,
1935-02-22,61.54,669.27,edwards aquifer authority,D,
1935-02-21,61.59,669.22,edwards aquifer authority,D,
1935-02-20,61.49,669.32,edwards aquifer authority,D,
1935-02-19,61.30,669.51,edwards aquifer authority,D,
1935-02-18,61.14,669.67,edwards aquifer authority,D,
1935-02-17,61.20,669.61,edwards aquifer authority,D,
1935-02-16,61.07,669.74,edwards aquifer authority,D,
1935-02-15,61.02,669.79,edwards aquifer authority,D,
1935-02-14,61.11,669.70,edwards aquifer authority,D,
1935-02-13,61.44,669.37,edwards aquifer authority,D,
1935-02-12,61.78,669.03,edwards aquifer authority,D,
1935-02-11,62.11,668.70,edwards aquifer authority,D,
1935-02-10,62.43,668.38,edwards aquifer authority,D,
1935-02-09,62.50,668.31,edwards aquifer authority,D,
1935-02-08,62.55,668.26,edwards aquifer authority,D,
1935-02-07,62.68,668.13,edwards aquifer authority,D,
1935-02-06,62.59,668.22,edwards aquifer authority,D,
1935-02-05,62.49,668.32,edwards aquifer authority,D,
1935-02-04,62.33,668.48,edwards aquifer authority,D,
1935-02-03,62.37,668.44,edwards aquifer authority,D,
1935-02-02,62.42,668.39,edwards aquifer authority,D,
1935-02-01,62.30,668.51,edwards aquifer authority,D,
1935-01-31,62.25,668.56,edwards aquifer authority,D,
1935-01-30,62.22,668.59,edwards aquifer authority,D,
1935-01-29,62.14,668.67,edwards aquifer authority,D,
1935-01-28,62.05,668.76,edwards aquifer authority,D,
1935-01-27,62.04,668.77,edwards aquifer authority,D,
1935-01-26,61.92,668.89,edwards aquifer authority,D,
1935-01-25,61.99,668.82,edwards aquifer authority,D,
1935-01-24,61.95,668.86,edwards aquifer authority,D,
1935-01-23,61.89,668.92,edwards aquifer authority,D,
1935-01-22,61.96,668.85,edwards aquifer authority,D,
1935-01-21,61.85,668.96,edwards aquifer authority,D,
1935-01-20,62.52,668.29,edwards aquifer authority,D,
1935-01-19,62.51,668.30,edwards aquifer authority,D,
1935-01-18,62.48,668.33,edwards aquifer authority,D,
1935-01-17,62.45,668.36,edwards aquifer authority,D,
1935-01-16,62.35,668.46,edwards aquifer authority,D,
1935-01-15,62.36,668.45,edwards aquifer authority,D,
1935-01-14,62.38,668.43,edwards aquifer authority,D,
1935-01-13,62.33,668.48,edwards aquifer authority,D,
1935-01-12,62.26,668.55,edwards aquifer authority,D,
1935-01-11,62.21,668.60,edwards aquifer authority,D,
1935-01-10,62.14,668.67,edwards aquifer authority,D,
1935-01-09,62.11,668.70,edwards aquifer authority,D,
1935-01-08,61.98,668.83,edwards aquifer authority,D,
1935-01-07,61.89,668.92,edwards aquifer authority,D,
1935-01-06,61.98,668.83,edwards aquifer authority,D,
1935-01-05,61.98,668.83,edwards aquifer authority,D,
1935-01-04,62.00,668.81,edwards aquifer authority,D,
1935-01-03,61.83,668.98,edwards aquifer authority,D,
1935-01-02,61.88,668.93,edwards aquifer authority,D,
1935-01-01,61.81,669.00,edwards aquifer authority,D,
1934-12-31,61.59,669.22,edwards aquifer authority,D,
1934-12-30,61.67,669.14,edwards aquifer authority,D,
1934-12-29,61.65,669.16,edwards aquifer authority,D,
1934-12-28,61.91,668.90,edwards aquifer authority,D,
1934-12-27,62.58,668.23,edwards aquifer authority,D,
1934-12-26,62.59,668.22,edwards aquifer authority,D,
1934-12-25,62.69,668.12,edwards aquifer authority,D,
1934-12-24,62.67,668.14,edwards aquifer authority,D,
1934-12-23,62.62,668.19,edwards aquifer authority,D,
1934-12-22,62.69,668.12,edwards aquifer authority,D,
1934-12-21,62.54,668.27,edwards aquifer authority,D,
1934-12-20,62.58,668.23,edwards aquifer authority,D,
1934-12-19,62.60,668.21,edwards aquifer authority,D,
1934-12-18,62.45,668.36,edwards aquifer authority,D,
1934-12-17,62.64,668.17,edwards aquifer authority,D,
1934-12-16,62.67,668.14,edwards aquifer authority,D,
1934-12-15,62.65,668.16,edwards aquifer authority,D,
1934-12-14,62.67,668.14,edwards aquifer authority,D,
1934-12-13,62.68,668.13,edwards aquifer authority,D,
1934-12-12,62.75,668.06,edwards aquifer authority,D,
1934-12-11,62.74,668.07,edwards aquifer authority,D,
1934-12-10,62.59,668.22,edwards aquifer authority,D,
1934-12-09,62.51,668.30,edwards aquifer authority,D,
1934-12-08,62.62,668.19,edwards aquifer authority,D,
1934-12-07,62.63,668.18,edwards aquifer authority,D,
1934-12-06,62.65,668.16,edwards aquifer authority,D,
1934-12-05,62.71,668.10,edwards aquifer authority,D,
1934-12-04,62.71,668.10,edwards aquifer authority,D,
1934-12-03,62.63,668.18,edwards aquifer authority,D,
1934-12-02,62.55,668.26,edwards aquifer authority,D,
1934-12-01,62.75,668.06,edwards aquifer authority,D,
1934-11-30,62.67,668.14,edwards aquifer authority,D,
1934-11-29,62.75,668.06,edwards aquifer authority,D,
1934-11-28,62.79,668.02,edwards aquifer authority,D,
1934-11-27,62.70,668.11,edwards aquifer authority,D,
1934-11-26,62.75,668.06,edwards aquifer authority,D,
1934-11-25,62.76,668.05,edwards aquifer authority,D,
1934-11-24,62.85,667.96,edwards aquifer authority,D,
1934-11-23,62.95,667.86,edwards aquifer authority,D,
1934-11-22,62.85,667.96,edwards aquifer authority,D,
1934-11-21,62.69,668.12,edwards aquifer authority,D,
1934-11-20,62.75,668.06,edwards aquifer authority,D,
1934-11-19,62.83,667.98,edwards aquifer authority,D,
1934-11-18,63.00,667.81,edwards aquifer authority,D,
1934-11-17,62.98,667.83,edwards aquifer authority,D,
1934-11-16,63.17,667.64,edwards aquifer authority,D,
1934-11-15,63.33,667.48,edwards aquifer authority,D,
1934-11-14,63.39,667.42,edwards aquifer authority,D,
1934-11-13,63.25,667.56,edwards aquifer authority,D,
1934-11-11,63.27,667.54,edwards aquifer authority,D,
1934-11-10,63.45,667.36,edwards aquifer authority,D,
1934-11-09,63.33,667.48,edwards aquifer authority,D,
1934-11-08,63.16,667.65,edwards aquifer authority,D,
1934-11-07,63.27,667.54,edwards aquifer authority,D,
1934-11-06,63.30,667.51,edwards aquifer authority,D,
1934-11-05,63.18,667.63,edwards aquifer authority,D,
1934-11-04,63.24,667.57,edwards aquifer authority,D,
1934-11-03,63.57,667.24,edwards aquifer authority,D,
1934-11-02,63.77,667.04,edwards aquifer authority,D,
1934-11-01,63.91,666.90,edwards aquifer authority,D,
1934-10-31,64.00,666.81,edwards aquifer authority,D,
1934-10-30,63.86,666.95,edwards aquifer authority,D,
1934-10-29,63.68,667.13,edwards aquifer authority,D,
1934-10-28,63.93,666.88,edwards aquifer authority,D,
1934-10-27,63.96,666.85,edwards aquifer authority,D,
1934-10-26,63.90,666.91,edwards aquifer authority,D,
1934-10-25,63.70,667.11,edwards aquifer authority,D,
1934-10-24,63.68,667.13,edwards aquifer authority,D,
1934-10-23,63.60,667.21,edwards aquifer authority,D,
1934-10-22,63.24,667.57,edwards aquifer authority,D,
1934-10-21,63.55,667.26,edwards aquifer authority,D,
1934-10-20,63.60,667.21,edwards aquifer authority,D,
1934-10-19,63.66,667.15,edwards aquifer authority,D,
1934-10-18,63.77,667.04,edwards aquifer authority,D,
1934-10-17,63.74,667.07,edwards aquifer authority,D,
1934-10-16,63.62,667.19,edwards aquifer authority,D,
1934-10-15,63.42,667.39,edwards aquifer authority,D,
1934-10-14,63.45,667.36,edwards aquifer authority,D,
1934-10-13,63.54,667.27,edwards aquifer authority,D,
1934-10-12,63.41,667.40,edwards aquifer authority,D,
1934-10-11,63.34,667.47,edwards aquifer authority,D,
1934-10-10,63.05,667.76,edwards aquifer authority,D,
1934-10-09,62.85,667.96,edwards aquifer authority,D,
1934-10-08,62.64,668.17,edwards aquifer authority,D,
1934-10-07,62.69,668.12,edwards aquifer authority,D,
1934-10-06,62.57,668.24,edwards aquifer authority,D,
1934-10-05,62.53,668.28,edwards aquifer authority,D,
1934-10-04,62.47,668.34,edwards aquifer authority,D,
1934-10-03,62.58,668.23,edwards aquifer authority,D,
1934-10-02,62.71,668.10,edwards aquifer authority,D,
1934-10-01,62.93,667.88,edwards aquifer authority,D,
1934-09-30,63.22,667.59,edwards aquifer authority,D,
1934-09-29,63.34,667.47,edwards aquifer authority,D,
1934-09-28,63.54,667.27,edwards aquifer authority,D,
1934-09-27,63.66,667.15,edwards aquifer authority,D,
1934-09-26,63.42,667.39,edwards aquifer authority,D,
1934-09-25,63.28,667.53,edwards aquifer authority,D,
1934-09-24,62.92,667.89,edwards aquifer authority,D,
1934-09-23,63.09,667.72,edwards aquifer authority,D,
1934-09-22,63.09,667.72,edwards aquifer authority,D,
1934-09-21,63.04,667.77,edwards aquifer authority,D,
1934-09-20,62.84,667.97,edwards aquifer authority,D,
1934-09-19,62.85,667.96,edwards aquifer authority,D,
1934-09-18,62.76,668.05,edwards aquifer authority,D,
1934-09-17,62.51,668.30,edwards aquifer authority,D,
1934-09-16,62.78,668.03,edwards aquifer authority,D,
1934-09-15,63.07,667.74,edwards aquifer authority,D,
1934-09-14,63.08,667.73,edwards aquifer authority,D,
1934-09-13,63.01,667.80,edwards aquifer authority,D,
1934-09-12,62.97,667.84,edwards aquifer authority,D,
1934-09-11,63.21,667.60,edwards aquifer authority,D,
1934-09-10,63.12,667.69,edwards aquifer authority,D,
1934-09-09,63.25,667.56,edwards aquifer authority,D,
1934-09-08,63.34,667.47,edwards aquifer authority,D,
1934-09-07,63.35,667.46,edwards aquifer authority,D,
1934-09-06,63.19,667.62,edwards aquifer authority,D,
1934-09-05,63.02,667.79,edwards aquifer authority,D,
1934-09-04,62.93,667.88,edwards aquifer authority,D,
1934-09-03,63.14,667.67,edwards aquifer authority,D,
1934-09-02,63.40,667.41,edwards aquifer authority,D,
1934-09-01,63.43,667.38,edwards aquifer authority,D,
1934-08-31,63.47,667.34,edwards aquifer authority,D,
1934-08-30,63.28,667.53,edwards aquifer authority,D,
1934-08-29,63.10,667.71,edwards aquifer authority,D,
1934-08-28,62.93,667.88,edwards aquifer authority,D,
1934-08-27,62.74,668.07,edwards aquifer authority,D,
1934-08-26,62.93,667.88,edwards aquifer authority,D,
1934-08-25,62.95,667.86,edwards aquifer authority,D,
1934-08-24,62.78,668.03,edwards aquifer authority,D,
1934-08-23,62.63,668.18,edwards aquifer authority,D,
1934-08-22,62.51,668.30,edwards aquifer authority,D,
1934-08-21,62.23,668.58,edwards aquifer authority,D,
1934-08-19,62.03,668.78,edwards aquifer authority,D,
1934-08-18,62.00,668.81,edwards aquifer authority,D,
1934-08-17,61.85,668.96,edwards aquifer authority,D,
1934-08-16,61.65,669.16,edwards aquifer authority,D,
1934-08-15,61.43,669.38,edwards aquifer authority,D,
1934-08-14,61.06,669.75,edwards aquifer authority,D,
1934-08-13,60.65,670.16,edwards aquifer authority,D,
1934-08-12,60.63,670.18,edwards aquifer authority,D,
1934-08-11,60.57,670.24,edwards aquifer authority,D,
1934-08-10,60.48,670.33,edwards aquifer authority,D,
1934-08-09,60.28,670.53,edwards aquifer authority,D,
1934-08-08,60.05,670.76,edwards aquifer authority,D,
1934-08-07,59.94,670.87,edwards aquifer authority,D,
1934-08-06,59.77,671.04,edwards aquifer authority,D,
1934-08-05,59.74,671.07,edwards aquifer authority,D,
1934-08-04,59.77,671.04,edwards aquifer authority,D,
1934-08-03,59.84,670.97,edwards aquifer authority,D,
1934-08-02,59.88,670.93,edwards aquifer authority,D,
1934-08-01,59.80,671.01,edwards aquifer authority,D,
1934-07-31,59.88,670.93,edwards aquifer authority,D,
1934-07-30,59.94,670.87,edwards aquifer authority,D,
1934-07-29,60.17,670.64,edwards aquifer authority,D,
1934-07-28,60.61,670.20,edwards aquifer authority,D,
1934-07-27,60.44,670.37,edwards aquifer authority,D,
1934-07-26,62.40,668.41,edwards aquifer authority,D,
1934-07-25,63.23,667.58,edwards aquifer authority,D,
1934-07-24,63.03,667.78,edwards aquifer authority,D,
1934-07-23,62.81,668.00,edwards aquifer authority,D,
1934-07-22,63.19,667.62,edwards aquifer authority,D,
1934-07-21,63.32,667.49,edwards aquifer authority,D,
1934-07-20,63.26,667.55,edwards aquifer authority,D,
1934-07-19,63.09,667.72,edwards aquifer authority,D,
1934-07-18,62.76,668.05,edwards aquifer authority,D,
1934-07-17,62.65,668.16,edwards aquifer authority,D,
1934-07-16,62.35,668.46,edwards aquifer authority,D,
1934-07-15,62.56,668.25,edwards aquifer authority,D,
1934-07-14,62.32,668.49,edwards aquifer authority,D,
1934-07-13,62.42,668.39,edwards aquifer authority,D,
1934-07-12,62.35,668.46,edwards aquifer authority,D,
1934-07-11,62.70,668.11,edwards aquifer authority,D,
1934-07-10,62.51,668.30,edwards aquifer authority,D,
1934-07-09,62.26,668.55,edwards aquifer authority,D,
1934-07-08,62.46,668.35,edwards aquifer authority,D,
1934-07-07,62.38,668.43,edwards aquifer authority,D,
1934-07-06,62.23,668.58,edwards aquifer authority,D,
1934-07-05,62.15,668.66,edwards aquifer authority,D,
1934-07-04,62.34,668.47,edwards aquifer authority,D,
1934-07-03,62.36,668.45,edwards aquifer authority,D,
1934-07-02,62.01,668.80,edwards aquifer authority,D,
1934-07-01,62.31,668.50,edwards aquifer authority,D,
1934-06-30,62.17,668.64,edwards aquifer authority,D,
1934-06-29,62.19,668.62,edwards aquifer authority,D,
1934-06-28,62.09,668.72,edwards aquifer authority,D,
1934-06-27,61.94,668.87,edwards aquifer authority,D,
1934-06-26,61.78,669.03,edwards aquifer authority,D,
1934-06-25,61.46,669.35,edwards aquifer authority,D,
1934-06-24,61.81,669.00,edwards aquifer authority,D,
1934-06-23,61.78,669.03,edwards aquifer authority,D,
1934-06-22,61.69,669.12,edwards aquifer authority,D,
1934-06-21,61.49,669.32,edwards aquifer authority,D,
1934-06-20,61.33,669.48,edwards aquifer authority,D,
1934-06-19,61.20,669.61,edwards aquifer authority,D,
1934-06-18,61.08,669.73,edwards aquifer authority,D,
1934-06-17,61.21,669.60,edwards aquifer authority,D,
1934-06-16,61.12,669.69,edwards aquifer authority,D,
1934-06-15,61.14,669.67,edwards aquifer authority,D,
1934-06-14,61.00,669.81,edwards aquifer authority,D,
1934-06-13,60.75,670.06,edwards aquifer authority,D,
1934-06-12,60.65,670.16,edwards aquifer authority,D,
1934-06-11,60.28,670.53,edwards aquifer authority,D,
1934-06-10,60.39,670.42,edwards aquifer authority,D,
1934-06-09,60.39,670.42,edwards aquifer authority,D,
1934-06-08,60.27,670.54,edwards aquifer authority,D,
1934-06-07,60.13,670.68,edwards aquifer authority,D,
1934-06-06,60.01,670.80,edwards aquifer authority,D,
1934-06-05,59.98,670.83,edwards aquifer authority,D,
1934-06-04,59.63,671.18,edwards aquifer authority,D,
1934-06-03,59.73,671.08,edwards aquifer authority,D,
1934-06-02,59.81,671.00,edwards aquifer authority,D,
1934-06-01,59.82,670.99,edwards aquifer authority,D,
1934-05-31,59.73,671.08,edwards aquifer authority,D,
1934-05-30,59.53,671.28,edwards aquifer authority,D,
1934-05-29,59.35,671.46,edwards aquifer authority,D,
1934-05-28,59.10,671.71,edwards aquifer authority,D,
1934-05-27,59.23,671.58,edwards aquifer authority,D,
1934-05-26,59.17,671.64,edwards aquifer authority,D,
1934-05-25,59.21,671.60,edwards aquifer authority,D,
1934-05-24,59.39,671.42,edwards aquifer authority,D,
1934-05-23,59.24,671.57,edwards aquifer authority,D,
1934-05-22,58.89,671.92,edwards aquifer authority,D,
1934-05-21,58.57,672.24,edwards aquifer authority,D,
1934-05-20,58.60,672.21,edwards aquifer authority,D,
1934-05-19,58.43,672.38,edwards aquifer authority,D,
1934-05-18,58.35,672.46,edwards aquifer authority,D,
1934-05-17,58.29,672.52,edwards aquifer authority,D,
1934-05-16,58.14,672.67,edwards aquifer authority,D,
1934-05-15,58.23,672.58,edwards aquifer authority,D,
1934-05-14,58.21,672.60,edwards aquifer authority,D,
1934-05-13,58.18,672.63,edwards aquifer authority,D,
1934-05-12,58.18,672.63,edwards aquifer authority,D,
1934-05-11,58.24,672.57,edwards aquifer authority,D,
1934-05-10,58.17,672.64,edwards aquifer authority,D,
1934-05-09,57.91,672.90,edwards aquifer authority,D,
1934-05-08,57.62,673.19,edwards aquifer authority,D,
